종목코드,기업,현재가,시총(억),네이버업종,순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
214450,파마리서치,376500.0,39117.02472,건강관리장비와용품,2235.0,2717.0,14.397138284873023,17.502024483221476,20.15,0.5819179002077917,0.6548750522168735,0.4252342608943881,0.37407965395745224,0.4513339467437524,0.40405049041514346,,,38.94782110091743,28.59,30.076449748275213,26.725746268656714,0.92,2026.12(E),39.97762446391945,2025.12,,5,"K바이오,K이노베이션,K컬처,코리아밸류업,코스닥",10.91,바이오·헬스케어,미용의료·의료기기,파마리서치,0.6548750522168735,통과,,,2026-09-07
009150,삼성전기,1454000.0,1086046.33984,전자장비와기기,16054.0,19468.0,55.7862307294021,67.64957891117479,70.52,2.5288966881107724,0.5978167432953646,3.7517088501260907,1.078106679805645,3.917056152977616,1.5595328024755284,,,13.574875184782305,14.96,26.750629722921904,113.1610642724187,0.92,2026.12(E),8.071943081886076,2025.12,,5,"Korea플러스배당,K신재생에너지,K이노베이션,코리아밸류업,코스피",4.27,반도체,전자부품,삼성전기,0.5978167432953646,탈락,"PEG매출>1,fPER>30",,2026-09-07
005930,삼성전자,270000.0,15784952.2416,반도체와반도체장비,3271323.0,3927531.0,4.019052234495412,4.825250286076917,5.29,0.0396549485523644,0.006025618569192042,0.08498137323321944,0.019580748308362685,0.11521403760014672,0.016577814675671144,,,53.107713085664265,56.45,121.68091151865119,800.789202082521,1.39,2026.12(E),13.069612977468323,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",26.36,반도체,메모리,삼성전자,0.019580748308362685,통과,,기저효과(2y),2026-09-07
000660,SK하이닉스,1783000.0,13024678.86795,반도체와반도체장비,2530868.0,2664365.0,4.888473939550324,5.146328796266736,4.71,0.020114441138412202,0.011081463277194767,0.040039944990167275,0.021719061189957735,0.04312781218971382,,,,77.071839106228,101.67,255.85243760210074,464.40877594727823,0.46,2026.12(E),48.59279831430198,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",23.17,반도체,메모리,SK하이닉스,0.021719061189957735,통과,,기저효과(2y),2026-09-07
006400,삼성SDI,541000.0,435967.7173,전기제품,9612.0,3662.0,119.05180701802294,45.356608125260095,58.16,2.233685411542328,,,113.8680959389584,,,,,2.294399959901257,3.48,20.305727875055602,,,2026.12(E),-12.982881952557909,2025.12,기저효과→PEG(영익)fwd 기준,4,"K신재생에너지,K이노베이션,코리아밸류업,코스피",15.18,2차전지·에너지,셀,삼성SDI,113.8680959389584,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-07
003230,삼양식품,1330000.0,100189.0995,식품,5656.0,7338.0,13.653461365494685,17.713772896039604,18.87,0.5275994313184643,0.4430133469515249,0.5085634542404465,0.38570662015405804,0.46500841462972714,0.2505088962135716,,,23.359011905519832,37.37,33.57428352751084,39.98473864937046,0.39,2026.12(E),22.28931031550302,2025.12,,4,"Korea플러스배당,K컬처,코리아밸류업,코스피",12.01,소비재·식품,음식료,삼양식품,0.4430133469515249,통과,,,2026-09-07
005380,현대차,393000.0,804698.02038,자동차,110517.0,114691.0,7.0162263855054015,7.281214839165015,10.13,1.75770725067884,695.8353637831706,1.397250761712184,,1.204930394994976,,,,5.91282157034593,8.39,4.142450249524177,0.01046399079169813,3.37,2026.12(E),6.157112982505121,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",4.1,자동차,완성차,현대차,695.8353637831706,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",,2026-09-07
034730,SK,611000.0,442991.51533,석유와가스,328120.0,119911.0,3.694335926895781,1.350089952852615,3.7,0.06519192029965538,,0.14126114445452523,0.010913313186356287,0.2831525749754603,0.03737422726946143,,,8.095831265676216,36.23,20.709467471534992,559.3951058564751,3.12,2026.12(E),1.4820302306457935,2025.12,기저효과→PEG(영익)fwd 기준,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",3.31,지주·소재,지주,SK,0.010913313186356287,탈락,"이익률<10,전년이익률<5","기저효과(2y),비지배괴리",2026-09-07
017670,SK텔레콤,93800.0,201473.069714,무선통신서비스,13393.0,19601.0,10.278713826539462,15.043162078249832,14.8,4.594142472020189,0.18203091151626702,,4.086980453718371,157.19827213154537,3.9708220227045685,,,11.09965966555487,10.01,3.2744221951904073,82.6407007081625,3.1,2026.12(E),6.27631702067933,2025.12,,4,"Korea플러스배당,K이노베이션,코리아밸류업,코스피",3.24,인터넷·통신,통신,SK텔레콤,0.18203091151626702,탈락,PEG매출>1,,2026-09-07
078930,GS,125600.0,116676.74172,석유와가스,29960.0,51915.0,2.247457222767986,3.894417280373832,4.65,0.2820585362667164,0.05069787433229409,0.5953748376321727,0.1303009668775212,1.1694243396235398,0.331931037014178,,,18.113274694448613,15.97,13.807124336386845,76.81618473485234,5.33,2026.12(E),11.658546463840281,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",2.71,지주·소재,지주,GS,0.05069787433229409,통과,,,2026-09-07
068270,셀트리온,186300.0,433365.798888,제약,15911.0,18550.0,23.362037675902965,27.236867506002138,27.97,0.8288139556527075,0.4636020346797304,1.1033282839353016,0.2892208429529974,0.7470305122253692,0.6526176457188629,,,33.54187762187183,8.83,32.862462462462474,58.7505348737698,0.41,2026.12(E),28.072072072072075,2025.12,,3,"K바이오,K이노베이션,코스피",10.22,바이오·헬스케어,바이오시밀러·CDMO,셀트리온,0.4636020346797304,탈락,ROE<10,,2026-09-07
196170,알테오젠,286000.0,199213.68038,생물공학,2968.0,2886.0,69.02760927927928,67.1205122574124,68.93,0.5926919671319156,0.394891731442894,0.601847302738069,0.2831149040892971,0.9820701061931302,,,,62.68462206776716,50.29,113.24687355257063,169.97193638914877,0.08,2026.12(E),49.51366373320982,2025.12,,3,"K바이오,K이노베이션,코스닥",10.19,바이오·헬스케어,신약·플랫폼,알테오젠,0.2831149040892971,탈락,fPER>30,기저효과(2y),2026-09-07
009830,한화솔루션,29650.0,66680.636924,에너지장비및서비스,4127.0,8727.0,7.640728420304802,16.157169111703418,15.49,0.4440016312851725,,0.7646636041556502,,1.3911870555936108,1.1034467989476606,,,4.799010173219687,4.2,36.3898868230194,,,2026.12(E),-2.7360478808379147,2025.12,기저효과→PEG(영익)fwd 기준,3,"K신재생에너지,K이노베이션,코스피",8.73,2차전지·에너지,태양광,한화솔루션,,탈락,"PEG산출불가,ROE<10,이익률<10,전년이익률<5",기저효과(2y),2026-09-07
373220,LG에너지솔루션,362500.0,848250.0,전기제품,-4798.0,8299.0,102.21110977226172,,-292.26,,,,,,,,,2.5606768406696823,-1.4,36.91143047845959,-38.3478196270708,,2026.12(E),5.686513066180011,2025.12,,3,"K신재생에너지,K이노베이션,코스피",8.69,2차전지·에너지,셀,LG에너지솔루션,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",,2026-09-07
128940,한미약품,475500.0,60916.262205,제약,2844.0,3668.0,16.607486969738275,21.419220184599155,23.57,1.5620284276940244,0.5065940333568497,2.5276060983000743,0.7080096094932686,3.770359219611789,1.1608086546102296,,,20.84446212422572,18.66,13.7124394184168,42.28083785880528,0.44,2026.12(E),16.65912762520194,2025.12,,3,"K바이오,K이노베이션,코리아밸류업",8.44,바이오·헬스케어,제약,한미약품,0.5065940333568497,탈락,PEG매출>1,,2026-09-07
005490,POSCO홀딩스,335500.0,265855.323085,철강,21020.0,30943.0,8.591775945609669,12.647731830875356,14.27,1.9336499669893112,,19.914897609294513,0.6548479640433436,,,,,4.203395264235345,3.33,6.540859021432843,69.35580975316076,3.28,2026.12(E),2.644334097017291,2025.12,기저효과→PEG(영익)fwd 기준,3,"K신재생에너지,K이노베이션,코스피",8.3,지주·소재,철강·비철,POSCO홀딩스,0.6548479640433436,탈락,"PEG매출>1,ROE<10,이익률<10,전년이익률<5",기저효과(2y),2026-09-07
207940,삼성바이오로직스,1466000.0,678625.34166,제약,18765.0,24162.0,28.086472215048424,36.164420019184654,35.74,1.7567558045775986,2.156525011633916,1.426451083186254,1.0267390224100181,2.5560991790234606,1.2277515861819424,,,43.97008243708031,21.05,20.585911784068458,16.76976609317611,,2026.12(E),45.40706605222734,2025.12,,3,"K바이오,K이노베이션,코스피",7.96,바이오·헬스케어,바이오시밀러·CDMO,삼성바이오로직스,2.156525011633916,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-07
226950,올릭스,97500.0,20536.27875,생명과학도구및서비스,,,,,,,,,,,,,,,,,,,2026.12(E),-204.08163265306123,2025.12,기저효과→PEG(영익)fwd 기준,3,"K바이오,K컬처,코스닥",5.85,바이오·헬스케어,신약·플랫폼,올릭스,,보류,컨센서스 없음,기저효과(2y),2026-09-07
402340,SK스퀘어,1125000.0,1484144.9775,반도체와반도체장비,448978.0,482125.0,3.078340632616023,3.305607351585156,3.05,0.045218238251607604,0.007378073407104193,0.043830950326308876,0.013186877969191291,0.033213144789515654,,,,266.3821205591469,95.25,73.1034086996442,448.03123650169374,,2026.12(E),84.14055625693409,2025.12,,3,"Korea플러스배당,코리아밸류업,코스피",5.11,반도체,지주(하이닉스),SK스퀘어,0.013186877969191291,통과,,기저효과(2y),2026-09-07
278470,에이피알,384000.0,143762.5152,화장품,5922.0,7669.0,18.745927135219716,24.276007294832826,25.02,0.2386812536461837,0.22104834744049323,0.22805003773087285,0.16183565215481538,0.3015381690458586,0.25684343905356394,,,24.8936929918525,90.9,101.70889805539187,109.82216142270862,2.2,2026.12(E),23.93112027761409,2025.12,,3,"K컬처,코리아밸류업,코스피",4.93,화장품·뷰티,브랜드·디바이스,에이피알,0.22104834744049323,통과,,,2026-09-07
105560,KB금융,175900.0,623895.724106,은행,67266.0,94214.0,6.6221126807693125,9.275053133916096,9.35,,0.8742073705738319,,1.1290683117626823,,0.6698672653364627,,,,11.01,,10.609671624969174,3.5,2026.12(E),10.4858138610156,2025.12,,3,"Korea플러스배당,코리아밸류업,코스피",4.82,금융,은행,KB금융,0.8742073705738319,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
055550,신한지주,113900.0,534703.822221,은행,59921.0,80830.0,6.615165436360262,8.923479618514376,8.86,,0.5914794899270843,,0.7517658977772702,,0.9076024555903457,,,,9.91,,15.086710140387849,3.37,2026.12(E),10.858353173989672,2025.12,,3,"Korea플러스배당,코리아밸류업,코스피",4.71,금융,은행,신한지주,0.5914794899270843,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
010120,LS ELECTRIC,207000.0,310500.0,전기장비,5337.0,7140.0,43.48739495798319,58.1787521079258,54.43,1.8623351203348029,0.8625667558699429,2.959800254469689,1.6454201404573392,3.755256192284562,1.938528042485915,,,10.955793220911142,23.68,31.23967940714487,67.44840525328331,0.65,2026.12(E),8.586733255467397,2025.12,,3,"K신재생에너지,K이노베이션,코스피",2.7,AI·전력인프라,변압기·전력기기,LS ELECTRIC,0.8625667558699429,탈락,"PEG매출>1,fPER>30",,2026-09-07
066970,엘앤에프,114500.0,46583.93799,전기제품,-572.0,2206.0,21.116925652765186,,-86.07,,,,,,,,,6.147586668152937,-8.64,66.52280848299226,,,2026.12(E),-7.276439741983387,2025.12,기저효과→PEG(영익)fwd 기준,3,"K신재생에너지,K이노베이션,코스피",0.99,2차전지·에너지,셀,엘앤에프,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-07
033780,KT&G,170300.0,176789.206568,담배,13496.0,15328.0,11.533742599686848,13.09937808002371,13.75,2.1109472925087407,0.9308109109533499,1.4971772938555443,0.9667212154738288,2.173061480744842,1.3781424502232607,,,21.934745277618774,14.25,6.205450096508969,14.073081789089837,4.22,2026.12(E),20.42190373421281,2025.12,,3,"Korea플러스배당,코리아밸류업,코스피",0.97,소비재·식품,담배·기호,KT&G,0.9308109109533499,탈락,PEG매출>1,,2026-09-07
036570,NC,223000.0,48043.16906,게임엔터테인먼트,4833.0,5231.0,9.184318306251194,9.940651574591351,10.19,0.11670874840476594,,0.301471518329951,,0.6147138523634659,0.17692857185666458,,,18.74641628440367,13.1,85.17486230008626,3149.0683229813662,0.57,2026.12(E),1.0684186077377398,2025.12,기저효과→PEG(영익)fwd 기준,2,"K이노베이션,K컬처",9.38,엔터·게임·콘텐츠,게임,NC,,탈락,"PEG산출불가,전년이익률<5",기저효과(2y),2026-09-07
035420,NAVER,218000.0,331526.75038,양방향미디어와서비스,19621.0,22059.0,15.029092451153723,16.896526699964323,17.05,1.1590840106821176,,1.2682474936245625,3.0339410338059167,1.3458230919314884,1.2066315201045072,,,15.997070213352286,6.76,14.577482343165759,-0.0996331687876495,1.08,2026.12(E),18.34732031574574,2025.12,,2,"K이노베이션,코스피",8.92,인터넷·통신,플랫폼,NAVER,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-09-07
298380,에이비엘바이오,71100.0,39807.086193,생물공학,,,,,,,,,,,,,,,,,,,2026.12(E),-50.945775535939475,2025.12,기저효과→PEG(영익)fwd 기준,2,"K바이오,코스닥",8.06,바이오·헬스케어,신약·플랫폼,에이비엘바이오,,보류,컨센서스 없음,기저효과(2y),2026-09-07
259960,크래프톤,218000.0,99730.51574,게임엔터테인먼트,9131.0,14543.0,6.85763018221825,10.922189874055416,11.03,0.2379888441411721,0.28798092031017836,0.3228655314108082,1.002155945207646,0.2996944135206872,0.46051300052463484,,,29.965178332268767,12.3,45.89370528467504,37.92678300455235,0.91,2026.12(E),31.696025972464376,2025.12,,2,"K이노베이션,K컬처",7.35,엔터·게임·콘텐츠,게임,크래프톤,0.28798092031017836,통과,,,2026-09-07
145020,휴젤,243000.0,30411.87039,생물공학,1809.0,2191.0,13.880360743952533,16.811426417910447,17.33,0.6318777515697376,1.8557228392078087,0.835533768849334,1.134614378288333,0.8866863345966325,0.731586898150935,,,40.709773318468976,16.8,26.60550458715596,9.059233449477343,,2026.12(E),47.259468360385796,2025.12,,2,"K바이오,K컬처",7.19,바이오·헬스케어,미용의료·의료기기,휴젤,1.8557228392078087,탈락,PEG영익>1,,2026-09-07
310210,보로노이,155700.0,28841.164236,제약,,,,,,,,,,,,,,,,,,,2026.12(E),-725.3333333333333,2025.12,기저효과→PEG(영익)fwd 기준,2,"K바이오,코스닥",6.18,바이오·헬스케어,신약·플랫폼,보로노이,,보류,컨센서스 없음,기저효과(2y),2026-09-07
141080,리가켐바이오,92300.0,34168.922814,제약,-1108.0,-1216.0,,,-31.27,,,,,,,,,-69.80482204362801,-21.5,23.022598870056488,,,2026.12(E),-75.21186440677965,2025.12,기저효과→PEG(영익)fwd 기준,2,"K바이오,코스닥",5.98,바이오·헬스케어,신약·플랫폼,리가켐바이오,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-07
138040,메리츠금융지주,133700.0,223743.304001,증권,25551.0,32423.0,6.900758844061315,8.756733748229033,9.14,,0.680613339787271,,10.502159288664068,,2.581204116979529,,,,23.23,,12.865944929856932,,2026.12(E),14.139390658069598,2025.12,,2,"Korea플러스배당,코스피",4.74,금융,보험,메리츠금융지주,0.680613339787271,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
086790,하나금융지주,138900.0,381096.801972,은행,44808.0,59870.0,6.3654050772006014,8.505106275040172,8.33,,0.7154531232056666,,0.7700046185170305,,1.0061941625294735,,,,9.61,,11.887719822833542,4.36,2026.12(E),7.761271532092899,2025.12,,2,"Korea플러스배당,코리아밸류업",4.31,금융,은행,하나금융지주,0.7154531232056666,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
095610,테스,152700.0,29562.72,반도체와반도체장비,1060.0,1042.0,28.371132437619963,27.88935849056604,26.57,0.7948014420485179,0.34741485361093033,0.6877790461885696,0.43229771627345437,0.5834482683790578,,,,21.96921779464474,24.24,35.08971802905154,80.27681660899655,1.91,2026.12(E),16.462546283110225,2025.12,,2,"코리아밸류업,코스닥",4.29,반도체,전공정 장비,테스,0.34741485361093033,통과,,,2026-09-07
257720,실리콘투,47150.0,30919.202818,인터넷과카탈로그소매,2500.0,2960.0,10.445676627702703,12.367681127200001,12.97,0.2787973029542277,0.28038870899855195,0.23486883036858183,0.2650117335267621,0.18321848796692636,0.1478774981440338,,,18.367980142724168,43.14,44.36083490101228,44.10905550146056,0.79,2026.12(E),18.400071665322944,2025.12,,2,"K컬처,코스닥",4.2,화장품·뷰티,유통,실리콘투,0.28038870899855195,통과,,,2026-09-07
062040,산일전기,198900.0,60948.62865,전기장비,2131.0,2554.0,23.863989291307753,28.600951970905676,27.45,0.7831324492197251,0.6651210966150721,0.6615923015151519,0.5403311329338073,0.6049867647687099,0.37479677629234637,,,37.273788674839466,31.82,36.52121936640764,43.00111982082866,0.96,2026.12(E),35.584777844192075,2025.12,,2,"K이노베이션,코리아밸류업",3.87,AI·전력인프라,변압기·전력기기,산일전기,0.6651210966150721,통과,,,2026-09-07
005830,DB손해보험,192400.0,126022.671476,손해보험,20510.0,,,6.144450096343247,7.79,,,,,,,,,,,,,5.8,2026.12(E),10.343675562632605,2025.12,,2,"Korea플러스배당,코리아밸류업",3.84,금융,보험,DB손해보험,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
178320,서진시스템,36600.0,23296.169742,전기장비,-37.0,635.0,36.68688148346457,,-583.86,,,,,,,,,3.4497745422936923,-0.47,72.62496483166088,5672.727272727273,,2026.12(E),0.10316046140860921,2025.12,기저효과→PEG(영익)fwd 기준,2,"K이노베이션,코스닥",3.77,AI·전력인프라,ESS·함체,서진시스템,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-07
476830,알지노믹스,28650.0,8038.0,생물공학,,,,,,,,,,,,,,,,,,,2026.12(E),-184.81012658227849,2025.12,기저효과→PEG(영익)fwd 기준,2,"K바이오,코스닥",3.54,바이오·헬스케어,신약·플랫폼,알지노믹스,,보류,컨센서스 없음,기저효과(2y),2026-09-07
316140,우리금융지주,34200.0,251981.002494,은행,33427.0,43793.0,5.753910499257872,7.538247599066622,7.54,,0.3932086909446419,,5.206920957572844,,0.9705132824742899,,,,8.59,,19.171111352998803,4.86,2026.12(E),8.844624582414726,2025.12,,2,"Korea플러스배당,코리아밸류업",3.44,금융,은행,우리금융지주,0.3932086909446419,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
240810,원익IPS,117600.0,57722.667576,반도체와반도체장비,2160.0,1794.0,32.175399986622075,26.72345721111111,25.86,0.7274985449033182,0.18676052482765154,0.923279520306517,0.08581870593255794,1.231968886125243,,,,14.42122186495177,20.28,36.73334798856891,143.08943089430892,0.29,2026.12(E),8.111672895141789,2025.12,,2,"K신재생에너지,코스닥",3.36,반도체,전공정 장비,원익IPS,0.18676052482765154,통과,,,2026-09-07
012450,한화에어로스페이스,1039000.0,535743.73639,우주항공과국방,36006.0,46496.0,11.522361845965245,14.879290573515524,23.39,0.6975547468451475,0.2946009893530828,0.2132399966974846,0.23303516765329224,0.24742657900989057,0.15102880801157015,,,14.351148807980543,21.52,21.33064199019583,50.5065872527757,0.74,2026.12(E),11.569155410086545,2025.12,,2,"코리아밸류업,코스피",3.2,조선·방산·우주,방산,한화에어로스페이스,0.2946009893530828,통과,,비지배괴리,2026-09-07
004370,농심,415000.0,25242.9643,식품,2078.0,2320.0,10.880588060344827,12.147721029836381,12.6,1.7553756585178424,0.4644419745087131,2.679992819178474,0.6305231516703375,3.7018276735164597,4.003275216513312,,,6.1743180306054555,7.11,6.920297071963133,26.155519303969555,1.39,2026.12(E),5.232905557294482,2025.12,,2,"Korea플러스배당,K컬처",3.11,소비재·식품,음식료,농심,0.4644419745087131,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-09-07
012330,현대모비스,432000.0,388024.9272,자동차부품,41440.0,37881.0,10.243259871703492,9.363535888030887,9.23,1.4722204228191504,0.7300992044603741,1.4251432212960073,0.8498258960340209,2.986024109928177,0.5151744399735514,,,5.827370998980083,8.08,6.360145357921798,12.82501861504095,1.74,2026.12(E),5.493462656725258,2025.12,,2,"K신재생에너지,코리아밸류업",2.57,자동차,부품,현대모비스,0.7300992044603741,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-09-07
032830,삼성생명,312000.0,624000.0,생명보험,32918.0,34544.0,18.06391848077814,18.956194179476274,18.81,,0.5597489310005551,,1.079941024442632,,1.4658367146383648,,,,3.19,,33.86552993605891,3.36,2026.12(E),6.948352509404039,2025.12,,2,"Korea플러스배당,코스피",2.55,금융,보험,삼성생명,0.5597489310005551,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
347850,디앤디파마텍,49700.0,22781.291673,생물공학,,,,,,,,,,,,,,,,,,,2026.12(E),-790.6976744186046,2025.12,기저효과→PEG(영익)fwd 기준,2,"K바이오,코스닥",2.33,바이오·헬스케어,신약·플랫폼,디앤디파마텍,,보류,컨센서스 없음,기저효과(2y),2026-09-07
086280,현대글로비스,210000.0,157500.0,항공화물운송과물류,16680.0,21592.0,7.294368284549833,9.442446043165468,9.28,0.777073333956766,2.2707877781301664,1.1743954890902337,0.859504774131734,1.0622461962076666,0.8149109036884473,,,6.511636323060638,15.19,12.151293360030312,4.158224794983112,3.21,2026.12(E),7.011337193571081,2025.12,,2,"코리아밸류업,코스피",2.05,미분류,항공화물운송과물류,현대글로비스,2.2707877781301664,탈락,"PEG영익>1,이익률<10",,2026-09-07
001040,CJ,132700.0,38717.876346,복합기업,7412.0,24702.0,1.5673984432839445,5.223674628440366,13.97,1.0456826153356353,,1.2848974533842403,,1.1462714215844747,0.7912502637960724,,,5.225978839672758,6.3,4.995468559801686,-2.2747952684258443,1.92,2026.12(E),5.6147653869050265,2025.12,,2,"Korea플러스배당,K컬처",2.02,지주·소재,지주,CJ,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",비지배괴리,2026-09-07
078600,대주전자재료,85800.0,13474.150404,전자장비와기기,220.0,397.0,33.93992545088161,61.2461382,61.78,0.9932017060968154,0.6672605582842105,1.6553320802707492,3.7796606972042555,2.0049610657920267,0.7147012415447661,,,9.645286686103011,7.99,61.66535742340926,91.78743961352657,0.16,2026.12(E),8.130400628436764,2025.12,,2,"K신재생에너지,코스닥",2.02,2차전지·에너지,소재,대주전자재료,0.6672605582842105,탈락,"ROE<10,이익률<10,fPER>30",,2026-09-07
006800,미래에셋증권,34700.0,188428.304697,증권,35501.0,47798.0,3.9421796873718566,5.30769005653362,6.93,0.05340059024083901,0.035482798293948875,0.08557762886338514,0.05277307428460087,0.1261257258949369,0.048541891310642286,,,8.186201049864271,23.34,99.39384625892156,149.584878074252,1.28,2026.12(E),6.539971997404638,2025.12,,2,"Korea플러스배당,코리아밸류업",1.81,금융,증권,미래에셋증권,0.035482798293948875,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-07
