종목코드,기업,현재가,시총(억),네이버업종,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
033790,피노,7600.0,6332.0,,컨센서스 없음 → 산출불가,1,코스닥,0.8,미분류,-,피노,,보류,컨센서스 없음,,2026-09-13
440110,파두,68500.0,34326.0,,컨센서스 없음 → 산출불가,1,코스닥,0.8,반도체,팹리스,파두,,보류,컨센서스 없음,,2026-09-13
420770,기가비스,93800.0,11890.0,,컨센서스 없음 → 산출불가,1,코스닥,0.76,반도체,검사·계측,기가비스,,보류,컨센서스 없음,,2026-09-13
397030,에이프릴바이오,17130.0,4721.0,,컨센서스 없음 → 산출불가,1,K바이오,0.75,바이오·헬스케어,신약·플랫폼,에이프릴바이오,,보류,컨센서스 없음,,2026-09-13
417200,LS머트리얼즈,11320.0,7658.0,,컨센서스 없음 → 산출불가,1,코스닥,0.75,AI·전력인프라,전선·케이블,LS머트리얼즈,,보류,컨센서스 없음,,2026-09-13
011070,LG이노텍,543000.0,128512.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.7,반도체,전자부품,LG이노텍,,보류,컨센서스 없음,,2026-09-13
000990,DB하이텍,105800.0,46028.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.69,미분류,-,DB하이텍,,보류,컨센서스 없음,,2026-09-13
295310,에이치브이엠,48200.0,5934.0,,컨센서스 없음 → 산출불가,1,코스닥,0.65,반도체,소재·부품,에이치브이엠,,보류,컨센서스 없음,,2026-09-13
138080,오이솔루션,23500.0,2909.0,,컨센서스 없음 → 산출불가,1,코스닥,0.62,AI·전력인프라,광통신,오이솔루션,,보류,컨센서스 없음,,2026-09-13
452280,한선엔지니어링,10710.0,2061.0,,컨센서스 없음 → 산출불가,1,코스닥,0.59,반도체,소재·부품,한선엔지니어링,,보류,컨센서스 없음,,2026-09-13
327260,RF머트리얼즈,43600.0,7843.0,,컨센서스 없음 → 산출불가,1,코스닥,0.58,AI·전력인프라,RF·통신부품,RF머트리얼즈,,보류,컨센서스 없음,,2026-09-13
010170,대한광통신,14150.0,22001.0,,컨센서스 없음 → 산출불가,1,코스닥,0.57,AI·전력인프라,광통신,대한광통신,,보류,컨센서스 없음,,2026-09-13
099320,쎄트렉아이,70300.0,7699.0,,컨센서스 없음 → 산출불가,1,코스닥,0.56,조선·방산·우주,우주·위성,쎄트렉아이,,보류,컨센서스 없음,,2026-09-13
347700,스피어,20050.0,10336.0,,컨센서스 없음 → 산출불가,1,코스닥,0.53,AI·전력인프라,데이터센터 부품,스피어,,보류,컨센서스 없음,,2026-09-13
080580,오킨스전자,21100.0,4450.0,,컨센서스 없음 → 산출불가,1,코스닥,0.52,반도체,테스트·후공정,오킨스전자,,보류,컨센서스 없음,,2026-09-13
189300,인텔리안테크,63400.0,6808.0,,컨센서스 없음 → 산출불가,1,코스닥,0.5,조선·방산·우주,우주·위성,인텔리안테크,,보류,컨센서스 없음,,2026-09-13
448900,한국피아이엠,51100.0,3104.0,,컨센서스 없음 → 산출불가,1,코스닥,0.44,반도체,소재·부품,한국피아이엠,,보류,컨센서스 없음,,2026-09-13
139130,iM금융지주,18450.0,29218.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,0.42,금융,은행,iM금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-13
460860,동국제강,10320.0,5120.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.17,미분류,-,동국제강,,보류,컨센서스 없음,,2026-09-13
011780,금호석유화학,124900.0,31421.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.15,미분류,-,금호석유화학,,보류,컨센서스 없음,,2026-09-13
