종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,228.16,24150.0,302970.0,65.21,5510000.0,117.21,92.03,16.33,0.44,0.17,18.87,0.36,,FY 2027,FY 2026,411490.0,268840.0,242390.0,224833.88849929874,9.31,20.495461984823688,24.506981740064447,0.27062324914086,0.2308028421153487,0.31488258816851905,0.3014140711172436,,65.3333009307638,60.382513661202175,90.55756228582013,106.18145563310071,328.66,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",10.11,0.2308028421153487,통과,,,2026-09-22
TSLA,Tesla,377.22,3950.0,103620.0,4.13,1490000.0,4.67,5.46,14.26,,0.18,194.01,7.17,-12.17,FY 2026,FY 2025,106180.0,4059.9999999999995,3750.0,7030.910344096284,1.78,366.9950738916257,211.92134831460675,17.70616868781865,,16.4603168950204,14.01436139224092,,3.8236956112262197,4.597701149425287,11.96878624907729,-6.880733944954143,396.94,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.87,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-22
META,Meta Platforms,749.02,2550.0,228250.0,38.08,1910000.0,29.85,25.4,10.54,0.28,0.43,23.05,1.15,-4.11,FY 2026,FY 2025,254120.0,87470.0,80870.0,79559.95834557155,31.2,21.83605807705499,24.007051282051282,0.9077510999348722,4.771616302551863,1.0256619964512663,2.814099174788545,,34.420746104202735,41.43902074936558,26.446733343285068,5.0312199807877045,757.36,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.42,4.771616302551863,탈락,PEG영익>1,,2026-09-22
AMZN,Amazon,256.56,10790.0,775680.0,12.08,2770000.0,30.56,11.94,11.26,,0.46,28.08,1.35,,FY 2026,FY 2025,828220.0,109860.0,140100.0,138953.46117867166,12.87,25.213908610959404,19.934731934731936,1.284061816590119,0.5335943307027645,1.3362060124256259,0.9810228946474152,,13.26459153365048,11.156056463761647,15.524744741393736,37.35933983495874,328.22,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.78,0.5335943307027645,탈락,PEG매출>1,,2026-09-22
LLY,Eli Lilly,1160.0,891.36,79670.0,49.72,1030000.0,102.29,42.24,6.67,0.6,1.62,27.97,1.29,,FY 2026,FY 2025,88220.0,41070.0,31570.0,32613.70689655172,36.73,25.079133187241297,31.58181323169072,0.8934473031430562,0.8249602928594675,1.2630787490633726,0.7928102785085992,,46.554069372024486,45.56612457809143,35.348266339367896,38.28282828282828,1325.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.81,0.8249602928594675,탈락,fPER>30,,2026-09-22
MSFT,Microsoft,497.94,7430.0,331840.0,46.78,3700000.0,34.04,26.18,10.06,0.79,0.29,25.39,1.58,-4.07,FY 2027,FY 2026,391040.0,182210.0,146960.0,146828.9352130779,19.76,20.306240052686462,25.199392712550605,1.4125281212386485,1.4504833981076597,1.3485889577413313,1.4963877706629267,,46.59625613747954,46.78158148505304,17.839922854387645,17.373099716567886,572.92,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.35,1.4504833981076597,탈락,"PEG매출>1,PEG영익>1",,2026-09-22
AAPL,Apple,339.27,14590.0,466820.0,33.17,4950000.0,148.75,101.57,10.05,0.32,0.78,36.82,3.31,,FY 2026,FY 2025,477830.0,156380.0,129930.0,128831.01954195774,8.83,31.653664151426014,38.42242355605889,2.5928126783021677,2.1912145109874146,3.0408834337978,2.871438482377414,,32.72712052403575,31.970876585928487,14.818819684736638,17.534761367906793,328.22,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.26,2.1912145109874146,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-22
DELL,Dell Technologies,564.18,635.81,151200.0,9.9,358710.0,,29.36,11.27,0.45,,20.44,0.54,,FY 2027,FY 2026,193510.0,20820.0,15870.0,16454.703817930447,25.88,17.229106628242075,21.79984544049459,0.309510372804021,0.157103018381085,0.5388132879614957,0.3203235776452506,,10.759133894889153,7.6801127355997885,70.43332746168751,138.76146788990823,570.48,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.72,0.157103018381085,탈락,ROE<10,,2026-09-22
BE,Bloom Energy,279.7,294.53,3110.0,11.74,82380.0,22.21,22.93,24.41,,1.72,79.19,,,FY 2026,FY 2025,4120.0,649.9,657.27,798.1759027529496,2.71,126.75796276350208,103.21033210332104,0.9927850992795643,0.16263858506280054,1.2384125192464603,0.6671954598483313,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,280.24,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Bloom Energy Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.7,0.6671954598483313,탈락,"fPER>30,전년이익률<5","기저효과,PER괴리",2026-09-22
SNDK,Sandisk,1880.07,146.42,20250.0,61.58,275280.0,91.64,102.23,,,0.01,8.78,0.21,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31348.53915013803,214.1,7.0693374422187985,8.78127043437646,0.06193686043055497,0.04136850861982412,0.12738896019553267,0.09416371884124049,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.64,0.09416371884124049,통과,,기저효과,2026-09-22
INTC,Intel,122.36,5250.0,57030.0,7.82,642370.0,-10.72,3.42,15.44,,0.49,72.32,1.05,,FY 2026,FY 2025,63080.0,9710.0,-11810.0,7979.751552795031,1.52,66.15550978372812,80.5,4.158773216031281,,4.812378516480817,0.6627316021052659,,15.39315155358275,1.7540208136234625,19.356669820245976,947.4649406688242,116.37,USD,,기저효과→PEG(영익)1y 산출불가,반도체,Stock Lists Top Stocks Corporate Actions,Intel Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.27,0.6627316021052659,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-09-22
GOOGL,Alphabet,360.59,12230.0,445870.0,33.11,4410000.0,48.68,24.93,10.73,0.24,0.19,26.52,2.07,,FY 2026,FY 2025,498550.0,171730.0,252150.0,252181.70221026655,20.62,25.67984627030804,17.487390882638213,0.7360380883044593,0.528595202505419,0.7463525434867068,1.0094038131664236,,34.44589308996089,32.03256876179128,23.758812431734675,33.082765034097974,428.41,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.11,0.528595202505419,통과,,PER괴리,2026-09-22
AMD,Advanced Micro Devices,619.63,1630.0,41310.0,15.82,1010000.0,10.2,9.77,17.81,,0.06,55.64,0.84,,FY 2026,FY 2025,50880.0,14240.0,9350.0,12355.437922631247,7.58,70.92696629213484,81.74538258575198,1.7436330374202273,0.2911692674959166,1.374813599406369,0.8768069254982108,,27.9874213836478,10.796766743648961,46.882217090069275,280.7486631016043,616.51,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Advanced Micro Devices Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.31,0.8768069254982108,탈락,"PEG매출>1,fPER>30","기저효과,PER괴리",2026-09-22
