종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,219.46,24150.0,302970.0,65.21,5300000.0,117.21,92.03,16.33,0.46,0.17,18.2,0.35,,FY 2027,FY 2026,411490.0,268840.0,242390.0,224838.2393146815,9.31,19.714328224966522,23.57250268528464,0.2603040772109622,0.2220020675431032,0.3028757573609011,0.28992081016563065,,65.3333009307638,60.382513661202175,90.55756228582013,106.18145563310071,328.66,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",10.09,0.2220020675431032,통과,,,2026-09-18
TSLA,Tesla,367.09,3950.0,103620.0,4.13,1450000.0,4.67,5.46,14.25,,0.18,189.31,7.0,-13.14,FY 2026,FY 2025,106180.0,4059.9999999999995,3750.0,7030.9733307908145,1.78,357.14285714285717,206.23033707865167,17.230680938474492,,16.018285692680767,13.638014748628702,,3.8236956112262197,4.597701149425287,11.96878624907729,-6.880733944954143,396.94,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.81,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-18
META,Meta Platforms,682.35,2550.0,228250.0,38.08,1740000.0,29.85,25.4,10.5,0.31,0.43,21.08,1.05,-12.41,FY 2026,FY 2025,254120.0,87580.0,80870.0,79560.34293251263,31.2,19.867549668874172,21.87019230769231,0.8269525019900138,4.235696779964219,0.9353350387342401,2.563617222393212,,34.46403274043759,41.43902074936558,26.446733343285068,5.163304514889533,757.36,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.45,4.235696779964219,탈락,PEG영익>1,,2026-09-18
AMZN,Amazon,251.16,10790.0,775680.0,12.08,2710000.0,30.56,11.94,11.24,,0.46,27.29,1.31,,FY 2026,FY 2025,828220.0,109860.0,140100.0,138866.4596273292,12.87,24.667758965956672,19.515151515151516,1.2570352582428057,0.5223633929658026,1.308081938263253,0.9603746110837419,,13.26459153365048,11.156056463761647,15.524744741393736,37.35933983495874,328.17,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.61,0.5223633929658026,탈락,PEG매출>1,,2026-09-18
LLY,Eli Lilly,1149.98,891.36,79670.0,49.72,1030000.0,102.29,42.24,6.67,0.6,1.62,28.25,1.32,,FY 2026,FY 2025,88210.0,41070.0,31570.0,32897.876484808425,36.73,25.079133187241297,31.30901170705146,0.8861143652043485,0.8178343427435607,1.25432366314802,0.7865453357835487,,46.559347012810335,45.56612457809143,35.332924209880325,38.28282828282828,1325.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.82,0.8178343427435607,탈락,fPER>30,,2026-09-18
MSFT,Microsoft,497.36,7430.0,331840.0,46.78,3700000.0,34.04,26.18,10.06,0.79,0.29,25.19,1.57,-2.22,FY 2027,FY 2026,391040.0,182210.0,146960.0,147000.16084928424,19.76,20.306240052686462,25.170040485829958,1.4108828099354425,1.4487938765369837,1.3470181227100224,1.4946447797262987,,46.59625613747954,46.78158148505304,17.839922854387645,17.373099716567886,572.92,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.24,1.4487938765369837,탈락,"PEG매출>1,PEG영익>1",,2026-09-18
AAPL,Apple,336.04,14590.0,466820.0,33.17,4920000.0,148.75,101.57,10.05,0.32,0.78,36.61,3.29,,FY 2026,FY 2025,477830.0,156400.0,129940.0,129281.03797167004,8.83,31.457800511508953,38.056625141562854,2.568127958312437,2.1684942077451566,3.0119328826404126,2.8441011218737473,,32.73130611305276,31.970876585928487,14.818819684736638,17.54979331078541,324.4,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.15,2.1684942077451566,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-18
BE,Bloom Energy,280.75,294.53,3110.0,11.74,82690.0,22.21,22.93,24.43,,1.72,79.51,,,FY 2026,FY 2025,4120.0,649.9,657.27,798.1830810329474,2.71,127.23495922449608,103.59778597785979,0.9965120365489369,0.16324913391627194,1.2430615472951154,0.6697001263940615,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,280.24,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Bloom Energy Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.14,0.6697001263940615,탈락,"fPER>30,전년이익률<5","기저효과,PER괴리",2026-09-18
DELL,Dell Technologies,588.4,635.81,151200.0,9.9,374110.0,,29.36,11.28,0.43,,20.93,0.55,,FY 2027,FY 2026,193570.0,20550.0,15870.0,16454.73623385452,25.88,18.20486618004866,22.735703245749615,0.3225555099990518,0.16758692502361508,0.5700447006960282,0.3401608274931065,,10.61631451154621,7.6801127355997885,70.48617227408842,135.6651376146789,570.48,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.97,0.16758692502361508,탈락,ROE<10,,2026-09-18
INTC,Intel,108.89,5250.0,57030.0,7.82,571690.0,-10.72,3.42,15.32,,0.49,64.61,0.94,,FY 2026,FY 2025,63080.0,9710.0,-11810.0,7980.2442832216,1.52,58.87641606591143,71.63815789473684,3.7009546869372847,,4.282607851091829,0.5897747969372541,,15.39315155358275,1.7540208136234625,19.356669820245976,947.4649406688242,115.74,USD,,기저효과→PEG(영익)1y 산출불가,반도체,Stock Lists Top Stocks Corporate Actions,Intel Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.14,0.5897747969372541,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-09-18
