종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,214.08,24150.0,302970.0,65.21,5170000.0,117.21,92.03,16.33,0.47,0.17,17.75,0.34,,FY 2027,FY 2026,411490.0,268840.0,242390.0,224835.10837070254,9.31,19.23076923076923,22.994629430719655,0.25392279617845065,0.2165597494742893,0.29545084359710977,0.2828134832783113,,65.3333009307638,60.382513661202175,90.55756228582013,106.18145563310071,328.66,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",10.09,0.2165597494742893,통과,,,2026-09-17
TSLA,Tesla,356.96,3950.0,103620.0,4.13,1410000.0,4.67,5.46,14.25,,0.18,185.11,6.84,-12.67,FY 2026,FY 2025,106180.0,4059.9999999999995,3750.0,7031.039892424922,1.78,347.2906403940887,200.53932584269663,16.755193189130335,,15.576254490341134,13.261668105016486,,3.8236956112262197,4.597701149425287,11.96878624907729,-6.880733944954143,396.94,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.85,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-17
META,Meta Platforms,674.51,2550.0,228250.0,38.08,1720000.0,29.85,25.4,10.49,0.31,0.43,20.8,1.04,-11.95,FY 2026,FY 2025,254120.0,87580.0,80870.0,79559.97687209975,31.2,19.639187029002056,21.618910256410256,0.8174510619437007,4.187029874776384,0.9245883153464237,2.534162017551763,,34.46403274043759,41.43902074936558,26.446733343285068,5.163304514889533,757.36,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.4,4.187029874776384,탈락,PEG영익>1,,2026-09-17
AMZN,Amazon,245.96,10790.0,775680.0,12.08,2650000.0,30.56,11.94,11.22,,0.46,26.73,1.29,,FY 2026,FY 2025,828280.0,109810.0,140220.0,138770.5317937876,12.88,24.132592660049177,19.096273291925467,1.2293911861033762,0.5120080247697615,1.280473738937505,0.9344330626703634,,13.257594050321147,11.156056463761647,15.53311387602523,37.29682420605152,328.17,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.63,0.5120080247697615,탈락,PEG매출>1,,2026-09-17
LLY,Eli Lilly,1133.1,891.36,79670.0,49.72,1010000.0,102.29,42.24,6.67,0.61,1.62,27.89,1.3,,FY 2026,FY 2025,88210.0,41070.0,31570.0,32739.652281352046,36.73,24.592159727294863,30.84944187312823,0.8731075211856268,0.8058297481371228,1.2359120530035488,0.7750000173710315,,46.559347012810335,45.56612457809143,35.332924209880325,38.28282828282828,1325.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.84,0.8058297481371228,탈락,fPER>30,,2026-09-17
MSFT,Microsoft,490.3,7430.0,331840.0,46.78,3640000.0,34.04,26.18,10.06,0.8,0.29,24.81,1.54,-4.86,FY 2027,FY 2026,391040.0,182210.0,146960.0,146698.75586375687,19.76,19.976949673453706,24.812753036437247,1.3908553999343483,1.4282283208663404,1.3278972687082273,1.473428372808035,,46.59625613747954,46.78158148505304,17.839922854387645,17.373099716567886,572.92,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.32,1.4282283208663404,탈락,"PEG매출>1,PEG영익>1",,2026-09-17
AAPL,Apple,332.42,14590.0,466820.0,33.17,4850000.0,148.75,101.57,10.05,0.32,0.78,36.11,3.25,,FY 2026,FY 2025,477830.0,156400.0,129940.0,128829.49281030023,8.83,31.010230179028135,37.64665911664779,2.54046273033633,2.145134045169161,2.979486754098696,2.8134629655197925,,32.73130611305276,31.970876585928487,14.818819684736638,17.54979331078541,324.4,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.11,2.145134045169161,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-17
BE,Bloom Energy,270.02,294.53,3110.0,11.74,79530.0,22.21,22.93,24.4,,1.72,76.47,,,FY 2026,FY 2025,4120.0,649.9,657.27,798.1864306347679,2.71,122.37267271887983,99.63837638376383,0.9584262871200139,0.1570099061088931,1.1955529082836225,0.6441048196934086,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,276.05,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Bloom Energy Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.96,0.6441048196934086,탈락,"fPER>30,전년이익률<5","기저효과,PER괴리",2026-09-17
DELL,Dell Technologies,563.3,635.81,151200.0,9.9,358150.0,,29.36,11.25,0.45,,20.04,0.53,,FY 2027,FY 2026,193570.0,20550.0,15870.0,16454.681342091248,25.88,17.42822384428224,21.76584234930448,0.3087959190728516,0.1604379926339265,0.545727702076942,0.32565022795184717,,10.61631451154621,7.6801127355997885,70.48617227408842,135.6651376146789,570.48,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.82,0.1604379926339265,탈락,ROE<10,,2026-09-17
GOOGL,Alphabet,342.87,12230.0,445870.0,33.11,4190000.0000000005,48.68,24.93,10.72,0.26,0.19,25.78,1.96,,FY 2026,FY 2025,498400.0,171740.0,251970.0,251739.7264269257,20.6,24.397344823570517,16.64417475728155,0.7016470656365951,0.5029892999249674,0.7114639210377037,0.9629234494661568,,34.45826645264847,32.03256876179128,23.721576804686716,33.09051456912586,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.14,0.5029892999249674,통과,,PER괴리,2026-09-17
