종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,218.16,24150.0,302970.0,65.21,5330000.0,117.21,92.03,16.33,0.45,0.17,18.3,0.37,,FY 2027,FY 2026,411250.0,268850.0,242370.0,226969.65529886322,9.29,19.825181327878,23.483315392895587,0.2596378642128858,0.2211461428628958,0.30752099758224816,0.2947181323604641,,65.37386018237082,60.382513661202175,90.44642030193573,106.18912493289363,325.99,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",9.31,0.2211461428628958,통과,,,2026-09-01
AMZN,Amazon,259.77,10790.0,775680.0,12.08,2800000.0,30.56,11.94,11.32,,0.46,28.05,1.35,,FY 2026,FY 2025,828190.0,109710.0,133310.0,134518.99757477772,12.48,25.521830279828638,20.814903846153843,1.3411180790316009,0.5599650217340679,1.396396045325304,1.0214250773552032,,13.246960238592592,11.156056463761647,15.52056017407799,37.17179294823707,327.67,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.77,0.5599650217340679,탈락,PEG매출>1,,2026-09-01
META,Meta Platforms,572.34,2550.0,228250.0,38.08,1460000.0,29.85,25.4,10.39,0.37,0.43,17.68,0.91,-22.52,FY 2026,FY 2025,254200.0,87750.0,80800.0,79487.01820596149,31.16,16.63817663817664,18.36777920410783,0.6934759696880615,3.422077521517001,0.7888802256127072,2.1530654345551716,,34.52006294256491,41.43902074936558,26.486540279643723,5.3674351585014435,754.77,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.88,3.422077521517001,탈락,PEG영익>1,,2026-09-01
LLY,Eli Lilly,1156.73,891.36,79670.0,49.72,1030000.0,102.29,42.24,6.69,0.6,1.62,28.36,1.34,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32688.094888176154,36.71,25.091352009744213,31.50994279487878,0.8929643788566084,0.8245333048527751,1.263305650990907,0.7942471811139936,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1315.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",12.18,0.8245333048527751,탈락,fPER>30,,2026-09-01
MSFT,Microsoft,507.29,7430.0,331840.0,46.78,3770000.0,34.04,26.18,10.02,0.72,0.29,25.68,1.6,,FY 2027,FY 2026,391080.0,182160.0,146940.0,146775.0202054052,19.75,20.696091348265263,25.685569620253165,1.4388081402405148,1.4812139033611074,1.375635697267589,1.5297580913138105,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,569.45,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.31,1.4812139033611074,탈락,"PEG매출>1,PEG영익>1",,2026-09-01
TSLA,Tesla,363.63,3950.0,103620.0,4.13,1450000.0,4.67,5.46,14.16,,0.18,193.29,7.14,,FY 2026,FY 2025,106030.0,4290.0,3840.0,7057.998514974011,1.77,337.995337995338,205.4406779661017,17.39458883171913,,15.985954551596588,14.600948631231969,,4.04602470998774,4.597701149425287,11.810608457239269,-1.6055045871559592,390.09,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Tesla Inc,4,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.88,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-01
AAPL,Apple,316.85,14590.0,466820.0,33.17,4620000.0,148.75,101.57,10.04,0.34,0.78,34.6,3.28,,FY 2026,FY 2025,477680.0,156310.0,129940.0,128604.70254063436,8.82,29.55665024630542,35.92403628117914,2.4301279159257994,2.054898120039072,2.9163779605396494,2.745448973011843,,32.72274325908558,31.970876585928487,14.78277585544021,17.48214956783165,324.45,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.66,2.054898120039072,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-01
GOOGL,Alphabet,339.35,12230.0,445870.0,33.11,4150000.0000000005,48.68,24.93,10.78,0.26,0.19,25.46,1.93,,FY 2026,FY 2025,498010.0,171650.0,251890.0,251922.79357595404,20.6,24.17710457325954,16.473300970873787,0.6972895411481344,0.49887696720993957,0.7145587278475986,0.9618215164120876,,34.46717937390815,32.03256876179128,23.624764174362035,33.02076875387478,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.21,0.49887696720993957,통과,,비지배괴리,2026-09-01
SNDK,Sandisk,1522.01,146.42,20250.0,61.58,229390.0,91.64,102.23,,,0.01,7.32,0.18,,FY 2027,FY 2026,48960.0,38940.0,33400.0,32268.118474911465,214.1,5.89085772984078,7.10887435777674,0.05014096333855068,0.03348986144370077,0.10312768743036306,0.07623020510595693,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2126.0,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.84,0.07623020510595693,통과,,기저효과(2y),2026-09-01
SNOW,Snowflake,328.0,346.6,5030.0,-25.71,114870.0,-54.87,-16.48,11.29,,1.43,156.35,5.0,,FY 2027,FY 2026,6100.0,824.2,-987.37,679.4140243902439,1.94,139.3715117689881,169.0721649484536,5.572237549005372,,6.034176340610805,3.578905959868788,,13.511475409836066,-28.418803418803417,30.341880341880344,,327.85,USD,,기저효과→PEG(영익)1y 산출불가,소프트웨어,Stock Lists Top Stocks Corporate Actions,Snowflake Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.04,3.578905959868788,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-01
AMD,Advanced Micro Devices,464.32,1630.0,41310.0,15.82,768440.0,10.2,9.77,17.85,,0.06,42.38,0.64,,FY 2026,FY 2025,50810.0,14340.0,9380.0,12528.193487250173,7.57,53.58716875871688,61.33685601056803,1.3139818752047472,0.2164149447920042,1.0425509933511274,0.6632108451260289,,28.22279078921472,10.796766743648961,46.68013856812934,283.4224598930481,613.84,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Advanced Micro Devices Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.26,0.6632108451260289,탈락,"PEG매출>1,fPER>30","기저효과(2y),비지배괴리",2026-09-01
HOOD,Robinhood,104.81,899.08,4930.0,46.03,94230.0,23.62,7.01,13.68,,2.4,44.09,2.38,,FY 2026,FY 2025,5170.0,2260.0,1890.0,2256.6291384409883,2.51,41.69469026548673,41.756972111553786,2.666480933409222,5.13365127724396,2.0282511234598206,2.2701644906185776,,43.7137330754352,46.75615212527964,15.659955257270685,8.133971291866038,120.08,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Robinhood Markets Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.11,5.13365127724396,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-01
INTC,Intel,87.81,5250.0,57030.0,7.82,470330.0,-10.72,3.42,15.14,,0.49,53.88,0.78,,FY 2026,FY 2025,62990.0,9610.0,-11800.0,8087.897733743309,1.51,48.941727367325704,58.152317880794705,3.030917159763313,,3.6151703455710886,0.48303573739753497,,15.256389903159231,1.7540208136234625,19.18637653736992,936.6774541531823,114.88,USD,,기저효과→PEG(영익)1y 산출불가,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Intel Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.09,0.48303573739753497,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-01
LITE,Lumentum Holdings,903.0,89.7,3010.0,17.79,82050.0,-240.03,16.03,12.49,,0.36,42.27,0.39,,FY 2027,FY 2026,6270.0,2560.0,1950.0,1965.3837209302324,21.63,32.05078125,41.747572815533985,0.3854607183274763,0.11060899566997393,0.5461787416113354,0.4388700571092296,,40.82934609250399,17.813953488372096,108.30564784053158,377.4337933606863,1148.0,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Lumentum Holdings Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.04,0.4388700571092296,탈락,"ROE<10,fPER>30",기저효과(2y),2026-09-01
NOW,ServiceNow,145.0,1030.0,14730.0,12.39,153000.0,14.24,10.28,8.91,,0.68,32.66,1.34,-19.35,FY 2026,FY 2025,16219.999999999998,5110.0,1640.0,4294.551724137931,4.07,29.941291585127203,35.62653562653563,1.6092530378244676,0.22910955386839627,1.7439664859434263,1.8296504224848085,,31.50431565967941,15.060240963855422,22.138554216867455,155.50000000000003,142.23,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,ServiceNow Inc,4,"글로벌AI인공지능,글로벌소비트렌드,미국S&P500,미국나스닥100",2.92,1.8296504224848085,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(2y),2026-09-01
DELL,Dell Technologies,456.01,646.14,134000.0,8.44,294650.0,,23.97,11.24,0.55,,23.66,0.79,,FY 2027,FY 2026,173320.0,15960.0,11060.0,12160.507445012172,18.82,18.461779448621552,24.230074388947926,0.46020117867533405,0.2918318351818038,0.7681163329894194,0.510422938121855,,9.208400646203554,7.6801127355997885,52.6510480887793,83.02752293577981,511.29,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.82,0.2918318351818038,탈락,"ROE<10,이익률<10",,2026-09-01
PLTR,Palantir,183.39,2400.0,6160.0,42.8,447880.0,38.1,363.8,12.84,,0.02,97.92,1.82,,FY 2026,FY 2025,8189.999999999999,4940.0,3860.0,3907.5631168547907,1.6,90.66396761133603,114.61874999999999,1.3840754716981136,0.4578256019830028,1.766454656221668,1.5181434609398083,,60.31746031746032,31.473214285714285,82.81249999999997,250.354609929078,191.68,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Palantir Technologies Inc,4,"글로벌우주테크&방산,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.39,1.5181434609398083,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(2y),2026-09-01
TER,Teradyne,349.83,156.34,4460.0,30.74,54690.0,36.46,38.24,14.1,0.15,0.03,35.87,1.0,,FY 2026,FY 2025,5140.0,1660.0,1410.0,1421.0676614355546,9.09,32.94578313253012,38.48514851485148,0.6295775577557756,0.2697316120230525,0.9600870520985376,0.538101519040867,,32.295719844357976,21.44294670846395,61.12852664576802,142.6794146455565,446.47,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Teradyne Inc,3,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국나스닥100",6.21,0.2697316120230525,탈락,fPER>30,,2026-09-01
MU,Micron Technology,941.67,1130.0,90270.0,65.67,1080000.0,66.64,67.64,16.34,0.06,0.06,6.67,0.04,,FY 2026,FY 2025,129720.0,98090.0,82620.0,84182.35687661283,73.4,11.010296666326843,12.829291553133514,0.05193403923068342,0.014256383114662409,0.08354751636361077,0.03859075034742367,,75.61671292013568,26.243980738362758,247.03049759229538,899.8980632008156,1515.0,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Micron Technology Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",3.89,0.03859075034742367,통과,,"기저효과(2y),비지배괴리",2026-09-01
STX,Seagate Technology,828.38,226.64,12200.0,34.65,187750.0,371.53,85.92,15.62,0.36,1.8,23.15,0.35,,FY 2027,FY 2026,18780.0,9880.0,8420.0,8109.436490499529,35.78,19.003036437246962,23.152040245947457,0.4292627522804848,0.17333297387673938,0.532669595295399,0.2615508650680057,,52.609158679446224,34.67213114754099,53.93442622950819,133.56973995271866,1125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Seagate Technology Holdings PLC,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.41,0.17333297387673938,통과,,,2026-09-01
WDC,Western Digital,450.55,360.54,12920.0,35.82,162440.0,130.85,52.9,16.42,0.13,0.13,22.42,0.32,,FY 2027,FY 2026,19190.0,9400.0,7750.0,7243.190766840528,20.09,17.280851063829786,22.426580388252862,0.4621234746670287,0.21768357903063051,0.5272017238084126,0.2940920211091012,,48.98384575299635,35.8359133126935,48.529411764705884,103.02375809935205,664.92,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Western Digital Corp,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.22,0.21768357903063051,통과,,,2026-09-01
BE,Bloom Energy,206.3,294.53,3110.0,11.74,60760.0,22.21,22.93,24.26,,1.72,58.42,,,FY 2026,FY 2025,4120.0,649.9,651.67,798.1560833737276,2.71,93.49130635482382,76.12546125461255,0.7322544368300825,0.11995831282965946,0.9134233204166777,0.49293086494969857,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,275.08,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Bloom Energy Corp,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",3.16,0.49293086494969857,탈락,"fPER>30,전년이익률<5","기저효과(2y),비지배괴리",2026-09-01
COIN,Coinbase,183.95,263.84,6040.0,7.38,49630.0,-7.85,4.06,20.16,,0.51,160.64,9.84,-38.23,FY 2026,FY 2025,5350.0,-140.32,-812.59,308.95169322709165,-1.99,,160.64,,,,,,-2.622803738317757,21.511627906976745,-22.23837209302325,,196.55,USD,,,금융,Stock Lists Top Analysts Top Stocks Corporate Actions,Coinbase Global Inc,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",2.98,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-01
AVGO,Broadcom,366.48,4760.0,75470.0,44.17,1760000.0,37.28,24.22,12.08,0.7,0.74,23.47,0.49,,FY 2026,FY 2025,106090.0,70930.0,44180.0,55852.43396638289,11.63,24.8131961088397,31.511607910576096,0.47707977000158935,0.1864813960058105,0.48660804241374456,0.4557905916992598,,66.8583278348572,41.27406479887306,66.05102519956174,168.9799014031096,525.97,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Broadcom Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",2.81,0.4557905916992598,탈락,fPER>30,"기저효과(2y),비지배괴리",2026-09-01
MRVL,Marvell Technology,211.66,876.93,9450.0,16.81,185610.0,16.52,6.94,16.24,0.11,0.29,38.83,0.85,,FY 2027,FY 2026,12040.0,4580.0,1620.0,3683.0860814513844,4.2,40.52620087336245,50.39523809523809,1.0720441558441556,0.20842475014697237,1.0252711478207412,0.9402902257560365,,38.03986710963455,16.361416361416364,47.00854700854702,241.79104477611938,284.8,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Marvell Technology Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",2.48,0.9402902257560365,탈락,"PEG매출>1,fPER>30",기저효과(2y),2026-09-01
