종목코드,기업,현재가,시총(억),네이버업종,순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
214450,파마리서치,392500.0,40779.3684,건강관리장비와용품,2235.0,2717.0,15.00896886271623,18.24580241610738,21.58,0.6066474789682821,0.6827050677161296,0.4433053051820646,0.3899767972863214,0.4705141410276834,0.42122129478869536,,,38.94782110091743,28.59,30.076449748275213,26.725746268656714,0.92,2026.12(E),39.97762446391945,2025.12,,5,"K바이오,K이노베이션,K컬처,코리아밸류업,코스닥",9.34,바이오·헬스케어,미용의료·의료기기,파마리서치,0.6827050677161296,통과,,,2026-09-02
009150,삼성전기,1400000.0,1045711.744,전자장비와기기,16044.0,19446.0,53.77515910727141,65.17774520069808,72.03,2.4396374158836127,0.5772019266149283,3.617846213859924,1.0402388650306498,3.7762562313207892,1.5044231740200162,,,13.563223201021113,14.95,26.716160678775026,112.9201795685974,0.92,2026.12(E),8.071943081886076,2025.12,,5,"Korea플러스배당,K신재생에너지,K이노베이션,코리아밸류업,코스피",4.26,반도체,전자부품,삼성전기,0.5772019266149283,탈락,"PEG매출>1,fPER>30",,2026-09-02
005930,삼성전자,250500.0,14644927.91304,반도체와반도체장비,3274613.0,3933479.0,3.723148874835737,4.472262191910922,5.4,0.036737165055243784,0.005575320433991211,0.07873724778828312,0.018129040213001782,0.10675527849749773,0.015354666245345256,,,53.174753165628175,56.51,121.73672587924855,802.1533909772712,1.39,2026.12(E),13.069612977468323,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",26.21,반도체,메모리,삼성전자,0.018129040213001782,통과,,기저효과(2y),2026-09-02
000660,SK하이닉스,1613000.0,11782841.84745,반도체와반도체장비,2530868.0,2664365.0,4.422382761915128,4.655652466841415,4.85,0.018196631271036944,0.010024902000064584,0.036222339466707686,0.01964825894526182,0.0390157942019116,,,,77.071839106228,101.67,255.85243760210074,464.40877594727823,0.46,2026.12(E),48.59279831430198,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",23.19,반도체,메모리,SK하이닉스,0.01964825894526182,통과,,기저효과(2y),2026-09-02
006400,삼성SDI,538000.0,433550.1514,전기제품,9313.0,3517.0,123.27271862382712,46.55322145388167,63.26,2.300300283296256,,,,,,,,2.2047945033727023,3.32,20.23788884952551,,,2026.12(E),-12.982881952557909,2025.12,기저효과→PEG(영익)fwd 기준,4,"K신재생에너지,K이노베이션,코리아밸류업,코스피",15.26,2차전지·에너지,셀,삼성SDI,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-02
003230,삼양식품,1475000.0,111111.97125,식품,5656.0,7338.0,15.141996627146362,19.64497370049505,19.86,0.5851196700712292,0.4913117945515032,0.5640083421087658,0.4277573419001772,0.5157048207359757,0.2778200164774572,,,23.359011905519832,37.37,33.57428352751084,39.98473864937046,0.39,2026.12(E),22.28931031550302,2025.12,,4,"Korea플러스배당,K컬처,코리아밸류업,코스피",12.27,소비재·식품,음식료,삼양식품,0.4913117945515032,통과,,,2026-09-02
005380,현대차,378000.0,773984.35548,자동차,110612.0,114811.0,6.741378051580424,6.997291030629588,10.57,1.6685789266831346,60.791086219816336,1.3361471435274808,,1.1546310121476278,,,,5.916104484472228,8.39,4.193563108542353,0.11510389870856841,3.37,2026.12(E),6.157112982505121,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",4.19,자동차,완성차,현대차,60.791086219816336,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",비지배괴리,2026-09-02
034730,SK,545000.0,395139.73135,석유와가스,328120.0,119911.0,3.2952750902752874,1.2042537222662442,3.78,0.0581499125422458,,0.1260021664938073,0.009734461025473285,0.2525665357800751,0.033337076696982784,,,8.095831265676216,36.23,20.709467471534992,559.3951058564751,3.12,2026.12(E),1.4820302306457935,2025.12,기저효과→PEG(영익)fwd 기준,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",3.33,지주·소재,지주,SK,0.009734461025473285,탈락,"이익률<10,전년이익률<5","기저효과(2y),비지배괴리",2026-09-02
017670,SK텔레콤,91400.0,196318.108442,무선통신서비스,13392.0,19622.0,10.004999920599326,14.659356962514934,15.15,4.454652151651589,0.17696762533375732,,3.9235191066095902,145.16294833985526,3.8320334065123864,,,11.10978999994338,10.0,3.290797230279785,82.83637718971302,3.1,2026.12(E),6.27631702067933,2025.12,,4,"Korea플러스배당,K이노베이션,코리아밸류업,코스피",3.26,인터넷·통신,통신,SK텔레콤,0.17696762533375732,탈락,PEG매출>1,,2026-09-02
196170,알테오젠,298500.0,207920.572005,생물공학,2751.0,2642.0,78.6981725984103,75.57999709378407,77.52,0.741377618016719,0.5136364710315015,0.7140782264123188,0.3396629009334391,1.1571110703375838,,,,60.59633027522936,47.58,101.9453450671607,147.1468662301216,0.08,2026.12(E),49.51366373320982,2025.12,,3,"K바이오,K이노베이션,코스닥",10.27,바이오·헬스케어,신약·플랫폼,알테오젠,0.5136364710315015,탈락,fPER>30,,2026-09-02
