종목코드,기업,현재가,시총(억),네이버업종,순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
005930,삼성전자,257000.0,15024936.02256,반도체와반도체장비,3260396.0,3923449.0,3.829522448886171,4.608316297333207,5.85,0.03788119942204745,0.005761454146725582,0.08117548888212801,0.018714110486725746,0.11005055326953787,0.015839883480843683,,,53.059483246522554,56.2,121.6518053187908,799.8529850232792,1.39,2026.12(E),13.069612977468323,2025.12,,5,"Korea플러스배당,K신재생에너지,K이노베이션,코리아밸류업,코스피",29.64,반도체,메모리,삼성전자,0.018714110486725746,통과,,기저효과(2y),2026-08-24
214450,파마리서치,416000.0,43220.93568,건강관리장비와용품,2231.0,2714.0,15.925178953574061,19.37289810847154,20.93,0.6538505510115349,0.728692869202859,0.4734853254162535,0.414785420256123,0.5016402872887425,0.44778683330207186,,,39.03912543153049,28.54,29.62893902666417,26.585820895522396,0.92,2026.12(E),39.97762446391945,2025.12,,5,"K바이오,K이노베이션,K컬처,코리아밸류업,코스닥",8.46,바이오·헬스케어,미용의료·의료기기,파마리서치,0.728692869202859,통과,,,2026-08-24
009150,삼성전기,1318000.0,984462.91328,전자장비와기기,15941.0,19264.0,51.10376418604651,61.7566597628756,66.66,2.329230063958985,0.5567304053048493,3.445985674077344,0.9977881821804087,3.5910420291992873,1.44037045005197,,,13.457776784217293,14.89,26.513765522117637,110.92740610971204,0.92,2026.12(E),8.071943081886076,2025.12,,5,"Korea플러스배당,K신재생에너지,K이노베이션,코리아밸류업,코스피",4.07,반도체,전자부품,삼성전기,0.5567304053048493,탈락,"PEG매출>1,fPER>30",,2026-08-24
000660,SK하이닉스,1671000.0,12206527.41915,반도체와반도체장비,2532488.0,2666476.0,4.577775093100406,4.81997443587097,4.95,0.01883092910759175,0.010368748235270925,0.03749068993542114,0.020330296589150303,0.040385348107480935,,,,77.10948314926466,101.7,255.96052156172058,464.8559620220182,0.46,2026.12(E),48.59279831430198,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",22.78,반도체,메모리,SK하이닉스,0.020330296589150303,통과,,기저효과(2y),2026-08-24
003230,삼양식품,1404000.0,105763.5306,식품,5645.0,7322.0,14.444623135755258,18.735789300265722,18.22,0.5684792836584304,0.4721779207307352,0.5427601503081108,0.4093793069071232,0.49460054010141347,0.2654283713667508,,,23.416162972912467,37.31,32.95773450123309,39.67951163677985,0.39,2026.12(E),22.28931031550302,2025.12,,4,"Korea플러스배당,K컬처,코리아밸류업,코스피",6.0,소비재·식품,음식료,삼양식품,0.4721779207307352,통과,,,2026-08-24
005380,현대차,414000.0,847697.15124,자동차,111350.0,115689.0,7.32737901822991,7.61290661194432,10.91,1.7436523789404632,8.643965518328306,1.429923124544856,,1.2442039864002363,,,,5.951493545076433,8.45,4.366069007728668,0.8807192249670859,3.37,2026.12(E),6.157112982505121,2025.12,,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",4.5,자동차,완성차,현대차,8.643965518328306,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",비지배괴리,2026-08-24
017670,SK텔레콤,102300.0,219730.224219,무선통신서비스,13392.0,19622.0,11.198156366272551,16.407573493055555,16.36,4.985896226629732,0.1980720795584614,,4.3914223698704715,162.47450344821874,4.289026449520975,,,11.10978999994338,10.04,3.290797230279785,82.83637718971302,3.1,2026.12(E),6.27631702067933,2025.12,,4,"Korea플러스배당,K이노베이션,코리아밸류업,코스피",3.51,인터넷·통신,통신,SK텔레콤,0.1980720795584614,탈락,PEG매출>1,,2026-08-24
034730,SK,549000.0,398039.83947,석유와가스,325257.0,122585.0,3.2470517556797325,1.2237702477425543,3.55,0.06131984426714568,,0.13279518165535734,0.00969776418143663,0.268962773740908,0.03296087024310371,,,8.328271896320029,39.04,19.957164966223395,574.0995325817983,3.12,2026.12(E),1.4820302306457935,2025.12,기저효과→PEG(영익)fwd 기준,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",3.32,지주·소재,지주,SK,0.00969776418143663,탈락,"이익률<10,전년이익률<5","기저효과(2y),비지배괴리",2026-08-24
068270,셀트리온,194000.0,451277.32144,제약,15911.0,18550.0,24.327618406469004,28.362599549996858,28.59,0.8630698196276181,0.48276325672500103,1.1489301507431482,0.3011746834829924,0.7779061694671048,0.6795911071897982,,,33.54187762187183,8.83,32.862462462462474,58.7505348737698,0.41,2026.12(E),28.072072072072075,2025.12,,3,"K바이오,K이노베이션,코스피",15.68,바이오·헬스케어,바이오시밀러·CDMO,셀트리온,0.48276325672500103,탈락,ROE<10,,2026-08-24
006400,삼성SDI,515000.0,415015.4795,전기제품,8682.0,3232.0,128.4082547957921,47.80182901405206,57.98,2.3799021465107693,,,,,,,,2.028698042858757,3.05,20.08562792555797,,,2026.12(E),-12.982881952557909,2025.12,기저효과→PEG(영익)fwd 기준,3,"K신재생에너지,K이노베이션,코스피",13.19,2차전지·에너지,셀,삼성SDI,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
