ETF,종목코드,종목명,수량,비중,기준일
Korea플러스배당,000660,SK하이닉스,60,18.63,2026-09-14
Korea플러스배당,005930,삼성전자,369,16.41,2026-09-14
Korea플러스배당,138040,메리츠금융지주,200,4.4,2026-09-14
Korea플러스배당,005830,DB손해보험,112,3.68,2026-09-14
Korea플러스배당,316140,우리금융지주,592,3.56,2026-09-14
Korea플러스배당,034730,SK,33,3.31,2026-09-14
Korea플러스배당,017670,SK텔레콤,200,3.12,2026-09-14
Korea플러스배당,086790,하나금융지주,130,3.07,2026-09-14
Korea플러스배당,071050,한국금융지주,89,2.95,2026-09-14
Korea플러스배당,039490,키움증권,60,2.86,2026-09-14
Korea플러스배당,032830,삼성생명,49,2.58,2026-09-14
Korea플러스배당,078930,GS,125,2.55,2026-09-14
Korea플러스배당,024110,기업은행,603,2.15,2026-09-14
Korea플러스배당,105560,KB금융,70,2.13,2026-09-14
Korea플러스배당,003230,삼양식품,9,1.97,2026-09-14
Korea플러스배당,402340,SK스퀘어,10,1.87,2026-09-14
Korea플러스배당,138930,BNK금융지주,644,1.76,2026-09-14
Korea플러스배당,006800,미래에셋증권,300,1.72,2026-09-14
Korea플러스배당,009150,삼성전기,7,1.68,2026-09-14
Korea플러스배당,016360,삼성증권,100,1.5,2026-09-14
Korea플러스배당,003530,한화투자증권,1798,1.47,2026-09-14
Korea플러스배당,005940,NH투자증권,325,1.46,2026-09-14
Korea플러스배당,000810,삼성화재,11,1.29,2026-09-14
Korea플러스배당,175330,JB금융지주,231,1.26,2026-09-14
Korea플러스배당,003470,유안타증권,1494,1.22,2026-09-14
Korea플러스배당,055550,신한지주,60,1.16,2026-09-14
Korea플러스배당,001040,CJ,50,1.1,2026-09-14
Korea플러스배당,000270,기아,49,1.06,2026-09-14
Korea플러스배당,004370,농심,14,0.99,2026-09-14
Korea플러스배당,005380,현대차,15,0.98,2026-09-14
Korea플러스배당,028260,삼성물산,15,0.94,2026-09-14
Korea플러스배당,000150,두산,4,0.93,2026-09-14
Korea플러스배당,005387,현대차2우B,29,0.9,2026-09-14
Korea플러스배당,003490,대한항공,150,0.74,2026-09-14
Korea플러스배당,033780,KT&G,25,0.74,2026-09-14
Korea플러스배당,139130,iM금융지주,136,0.43,2026-09-14
코스피,005930,삼성전자,2635,26.65,2026-09-14
코스피,000660,SK하이닉스,350,24.72,2026-09-14
코스피,006400,삼성SDI,213,4.52,2026-09-14
코스피,105560,KB금융,590,4.09,2026-09-14
코스피,402340,SK스퀘어,54,2.29,2026-09-14
코스피,138040,메리츠금융지주,449,2.25,2026-09-14
코스피,278470,에이피알,140,2.03,2026-09-14
코스피,009150,삼성전기,35,1.91,2026-09-14
코스피,003230,삼양식품,35,1.74,2026-09-14
코스피,034020,두산에너빌리티,449,1.59,2026-09-14
코스피,006360,GS건설,1009,1.51,2026-09-14
코스피,055550,신한지주,335,1.47,2026-09-14
코스피,373220,LG에너지솔루션,100,1.4,2026-09-14
코스피,000810,삼성화재,50,1.34,2026-09-14
코스피,000150,두산,25,1.32,2026-09-14
코스피,005490,POSCO홀딩스,100,1.3,2026-09-14
코스피,192820,코스맥스,120,1.27,2026-09-14
코스피,012450,한화에어로스페이스,28,1.18,2026-09-14
코스피,034730,SK,51,1.16,2026-09-14
코스피,032830,삼성생명,90,1.08,2026-09-14
코스피,017670,SK텔레콤,302,1.07,2026-09-14
코스피,062040,산일전기,131,1.01,2026-09-14
코스피,028260,삼성물산,70,1.0,2026-09-14
코스피,006260,LS,80,1.0,2026-09-14
코스피,207940,삼성바이오로직스,18,0.99,2026-09-14
코스피,035420,NAVER,121,0.97,2026-09-14
코스피,005380,현대차,65,0.97,2026-09-14
코스피,033780,KT&G,140,0.94,2026-09-14
코스피,088350,한화생명,4000,0.93,2026-09-14
코스피,329180,HD현대중공업,50,0.93,2026-09-14
코스피,086280,현대글로비스,110,0.89,2026-09-14
코스피,079550,LIG디펜스앤에어로스페이스,33,0.87,2026-09-14
코스피,003490,대한항공,699,0.79,2026-09-14
코스피,078930,GS,159,0.74,2026-09-14
코스피,010120,LS ELECTRIC,80,0.64,2026-09-14
코스피,066970,엘앤에프,133,0.62,2026-09-14
코스피,068270,셀트리온,79,0.55,2026-09-14
코리아밸류업,000660,SK하이닉스,172,21.98,2026-09-14
코리아밸류업,005930,삼성전자,1079,19.75,2026-09-14
코리아밸류업,402340,SK스퀘어,81,6.22,2026-09-14
코리아밸류업,105560,KB금융,388,4.87,2026-09-14
코리아밸류업,055550,신한지주,591,4.71,2026-09-14
코리아밸류업,086790,하나금융지주,393,3.82,2026-09-14
코리아밸류업,062040,산일전기,243,3.4,2026-09-14
코리아밸류업,012450,한화에어로스페이스,42,3.2,2026-09-14
코리아밸류업,316140,우리금융지주,739,1.83,2026-09-14
코리아밸류업,012330,현대모비스,61,1.79,2026-09-14
코리아밸류업,005380,현대차,63,1.7,2026-09-14
코리아밸류업,005830,DB손해보험,124,1.68,2026-09-14
코리아밸류업,000810,삼성화재,34,1.65,2026-09-14
코리아밸류업,009540,HD한국조선해양,57,1.47,2026-09-14
코리아밸류업,267260,HD현대일렉트릭,27,1.42,2026-09-14
코리아밸류업,034730,SK,34,1.4,2026-09-14
코리아밸류업,329180,HD현대중공업,38,1.28,2026-09-14
코리아밸류업,079550,LIG디펜스앤에어로스페이스,26,1.24,2026-09-14
코리아밸류업,058470,리노공업,258,1.21,2026-09-14
코리아밸류업,009150,삼성전기,11,1.09,2026-09-14
코리아밸류업,319660,피에스케이,125,1.08,2026-09-14
코리아밸류업,078930,GS,121,1.02,2026-09-14
코리아밸류업,086280,현대글로비스,68,1.0,2026-09-14
코리아밸류업,006400,삼성SDI,26,1.0,2026-09-14
코리아밸류업,042700,한미반도체,58,0.95,2026-09-14
