ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,115,9.86,2026-09-04
글로벌휴머노이드로봇,TSLA,Tesla Inc,56,7.64,2026-09-04
글로벌휴머노이드로봇,TER,Teradyne Inc,47,6.14,2026-09-04
글로벌휴머노이드로봇,HSAI,Hesai Group,167,1.06,2026-09-04
미국나스닥100,NVDA,NVIDIA Corp,229,8.06,2026-09-04
미국나스닥100,DELL,Dell Technologies Inc,64,4.94,2026-09-04
미국나스닥100,SNDK,Sandisk Corp,20,4.87,2026-09-04
미국나스닥100,AMZN,Amazon.com Inc,105,4.2,2026-09-04
미국나스닥100,SKHY,SK hynix Inc,144,3.72,2026-09-04
미국나스닥100,TSLA,Tesla Inc,64,3.58,2026-09-04
미국나스닥100,MSFT,Microsoft Corp,45,3.5,2026-09-04
미국나스닥100,MU,Micron Technology Inc,23,3.45,2026-09-04
미국나스닥100,BE,Bloom Energy Corp,96,3.27,2026-09-04
미국나스닥100,HOOD,Robinhood Markets Inc,193,3.24,2026-09-04
미국나스닥100,LITE,Lumentum Holdings Inc,22,3.0,2026-09-04
미국나스닥100,INTC,Intel Corp,210,2.96,2026-09-04
미국나스닥100,COIN,Coinbase Global Inc,108,2.96,2026-09-04
미국나스닥100,SNOW,Snowflake Inc,59,2.83,2026-09-04
미국나스닥100,GOOGL,Alphabet Inc,51,2.7,2026-09-04
미국나스닥100,NBIS,Nebius Group NV,78,2.5,2026-09-04
미국나스닥100,MRVL,Marvell Technology Inc,74,2.4,2026-09-04
미국나스닥100,AAOI,Applied Optoelectronics Inc,141,2.28,2026-09-04
미국나스닥100,MSTR,Strategy Inc,109,2.11,2026-09-04
미국나스닥100,AMD,Advanced Micro Devices Inc,29,2.08,2026-09-04
미국나스닥100,PLTR,Palantir Technologies Inc,75,1.99,2026-09-04
미국나스닥100,AVGO,Broadcom Inc,28,1.61,2026-09-04
미국나스닥100,VRT,Vertiv Holdings Co,40,1.61,2026-09-04
미국나스닥100,SPCX,Space Exploration Technologies Corp,71,1.57,2026-09-04
미국나스닥100,AAPL,Apple Inc,30,1.53,2026-09-04
미국나스닥100,CRWV,CoreWeave Inc,118,1.5,2026-09-04
미국나스닥100,TSEM,Tower Semiconductor Ltd,45,1.46,2026-09-04
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.39,2026-09-04
미국나스닥100,META,Meta Platforms Inc,15,1.39,2026-09-04
미국나스닥100,TER,Teradyne Inc,26,1.39,2026-09-04
미국나스닥100,WDC,Western Digital Corp,19,1.34,2026-09-04
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,45,1.17,2026-09-04
미국나스닥100,GLW,Corning Inc,45,1.02,2026-09-04
미국나스닥100,NOW,ServiceNow Inc,44,0.94,2026-09-04
미국나스닥100,ARM,ARM Holdings PLC,25,0.92,2026-09-04
미국나스닥100,LLY,Eli Lilly & Co,5,0.91,2026-09-04
미국나스닥100,PANW,Palo Alto Networks Inc,17,0.88,2026-09-04
미국나스닥100,GEV,GE Vernova Inc,6,0.87,2026-09-04
