ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,96,7.6,2026-08-22
글로벌휴머노이드로봇,TER,Teradyne Inc,47,6.49,2026-08-22
글로벌휴머노이드로봇,TSLA,Tesla Inc,30,3.83,2026-08-22
글로벌휴머노이드로봇,HSAI,Hesai Group,504,3.26,2026-08-22
글로벌휴머노이드로봇,ROK,Rockwell Automation Inc,15,2.36,2026-08-22
미국나스닥100,NVDA,NVIDIA Corp,231,7.69,2026-08-22
미국나스닥100,SNDK,Sandisk Corp,23,5.52,2026-08-22
미국나스닥100,AMZN,Amazon.com Inc,119,4.84,2026-08-22
미국나스닥100,MSFT,Microsoft Corp,59,4.37,2026-08-22
미국나스닥100,MU,Micron Technology Inc,27,3.87,2026-08-22
미국나스닥100,NBIS,Nebius Group NV,109,3.73,2026-08-22
미국나스닥100,INTC,Intel Corp,247,3.51,2026-08-22
미국나스닥100,SKHY,SK hynix Inc,146,3.49,2026-08-22
미국나스닥100,GOOGL,Alphabet Inc,61,3.22,2026-08-22
미국나스닥100,AAOI,Applied Optoelectronics Inc,171,3.2,2026-08-22
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,85,3.05,2026-08-22
미국나스닥100,LITE,Lumentum Holdings Inc,23,2.91,2026-08-22
미국나스닥100,TSEM,Tower Semiconductor Ltd,80,2.77,2026-08-22
미국나스닥100,DELL,Dell Technologies Inc,40,2.68,2026-08-22
미국나스닥100,AMD,Advanced Micro Devices Inc,37,2.64,2026-08-22
미국나스닥100,CRWV,CoreWeave Inc,156,2.17,2026-08-22
미국나스닥100,BE,Bloom Energy Corp,66,2.09,2026-08-22
미국나스닥100,MRVL,Marvell Technology Inc,51,1.85,2026-08-22
미국나스닥100,HOOD,Robinhood Markets Inc,126,1.85,2026-08-22
미국나스닥100,COIN,Coinbase Global Inc,71,1.74,2026-08-22
미국나스닥100,GLW,Corning Inc,72,1.68,2026-08-22
미국나스닥100,VRT,Vertiv Holdings Co,40,1.6,2026-08-22
미국나스닥100,TSLA,Tesla Inc,29,1.56,2026-08-22
미국나스닥100,AVGO,Broadcom Inc,28,1.55,2026-08-22
미국나스닥100,SPCX,Space Exploration Technologies Corp,72,1.54,2026-08-22
미국나스닥100,TER,Teradyne Inc,26,1.51,2026-08-22
미국나스닥100,AAPL,Apple Inc,30,1.45,2026-08-22
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.4,2026-08-22
