종목코드,기업,현재가,시총(억),네이버업종,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
295310,에이치브이엠,52100.0,6414.0,,컨센서스 없음 → 산출불가,1,코스닥,0.7,반도체,소재·부품,에이치브이엠,,보류,컨센서스 없음,,2026-09-15
000990,DB하이텍,118100.0,51379.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.69,미분류,-,DB하이텍,,보류,컨센서스 없음,,2026-09-15
011070,LG이노텍,508000.0,120229.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.67,반도체,전자부품,LG이노텍,,보류,컨센서스 없음,,2026-09-15
440110,파두,61500.0,30818.0,,컨센서스 없음 → 산출불가,1,코스닥,0.65,반도체,팹리스,파두,,보류,컨센서스 없음,,2026-09-15
138080,오이솔루션,23250.0,2878.0,,컨센서스 없음 → 산출불가,1,코스닥,0.64,AI·전력인프라,광통신,오이솔루션,,보류,컨센서스 없음,,2026-09-15
452280,한선엔지니어링,10720.0,2063.0,,컨센서스 없음 → 산출불가,1,코스닥,0.64,반도체,소재·부품,한선엔지니어링,,보류,컨센서스 없음,,2026-09-15
327260,RF머트리얼즈,45450.0,8176.0,,컨센서스 없음 → 산출불가,1,코스닥,0.63,AI·전력인프라,RF·통신부품,RF머트리얼즈,,보류,컨센서스 없음,,2026-09-15
010170,대한광통신,14230.0,22110.0,,컨센서스 없음 → 산출불가,1,코스닥,0.6,AI·전력인프라,광통신,대한광통신,,보류,컨센서스 없음,,2026-09-15
099320,쎄트렉아이,72800.0,7973.0,,컨센서스 없음 → 산출불가,1,코스닥,0.59,조선·방산·우주,우주·위성,쎄트렉아이,,보류,컨센서스 없음,,2026-09-15
080580,오킨스전자,21550.0,4545.0,,컨센서스 없음 → 산출불가,1,코스닥,0.58,반도체,테스트·후공정,오킨스전자,,보류,컨센서스 없음,,2026-09-15
347700,스피어,19990.0,10305.0,,컨센서스 없음 → 산출불가,1,코스닥,0.55,AI·전력인프라,데이터센터 부품,스피어,,보류,컨센서스 없음,,2026-09-15
189300,인텔리안테크,63900.0,6861.0,,컨센서스 없음 → 산출불가,1,코스닥,0.53,조선·방산·우주,우주·위성,인텔리안테크,,보류,컨센서스 없음,,2026-09-15
139130,iM금융지주,18230.0,28870.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,0.45,금융,은행,iM금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
448900,한국피아이엠,54500.0,3311.0,,컨센서스 없음 → 산출불가,1,코스닥,0.44,반도체,소재·부품,한국피아이엠,,보류,컨센서스 없음,,2026-09-15
443060,HD현대마린솔루션,230000.0,103117.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.4,미분류,-,HD현대마린솔루션,,보류,컨센서스 없음,,2026-09-15
042700,한미반도체,223000.0,212546.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.31,반도체,후공정 장비,한미반도체,,보류,컨센서스 없음,,2026-09-15
052690,한전기술,144300.0,55151.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.28,미분류,-,한전기술,,보류,컨센서스 없음,,2026-09-15
460860,동국제강,10360.0,5139.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.17,미분류,-,동국제강,,보류,컨센서스 없음,,2026-09-15
011780,금호석유화학,122100.0,30717.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.15,미분류,-,금호석유화학,,보류,컨센서스 없음,,2026-09-15
