종목코드,기업,현재가,시총(억),네이버업종,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
062040,산일전기,187600.0,57486.0,,컨센서스 없음 → 산출불가,3,"K이노베이션,코리아밸류업,코스피",2.47,미분류,-,산일전기,,보류,컨센서스 없음,,2026-09-15
000810,삼성화재,658000.0,293780.0,,컨센서스 없음 → 산출불가,3,"Korea플러스배당,코리아밸류업,코스피",1.66,금융,보험,삼성화재,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
033780,KT&G,170200.0,176685.0,,컨센서스 없음 → 산출불가,3,"Korea플러스배당,코리아밸류업,코스피",0.98,소비재·식품,담배·기호,KT&G,,보류,컨센서스 없음,,2026-09-15
066970,엘앤에프,114300.0,46503.0,,컨센서스 없음 → 산출불가,3,"K신재생에너지,K이노베이션,코스피",0.93,미분류,-,엘앤에프,,보류,컨센서스 없음,,2026-09-15
259960,크래프톤,209500.0,95842.0,,컨센서스 없음 → 산출불가,2,"K이노베이션,K컬처",9.5,엔터·게임·콘텐츠,게임,크래프톤,,보류,컨센서스 없음,,2026-09-15
036570,NC,203500.0,43842.0,,컨센서스 없음 → 산출불가,2,"K이노베이션,K컬처",9.07,엔터·게임·콘텐츠,게임,NC,,보류,컨센서스 없음,,2026-09-15
035420,NAVER,204500.0,311033.0,,컨센서스 없음 → 산출불가,2,"K이노베이션,코스피",8.86,인터넷·통신,플랫폼,NAVER,,보류,컨센서스 없음,,2026-09-15
009830,한화솔루션,28600.0,64207.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,K이노베이션",8.37,2차전지·에너지,태양광,한화솔루션,,보류,컨센서스 없음,,2026-09-15
298380,에이비엘바이오,59800.0,33481.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",7.59,바이오·헬스케어,신약·플랫폼,에이비엘바이오,,보류,컨센서스 없음,,2026-09-15
145020,휴젤,234500.0,29348.0,,컨센서스 없음 → 산출불가,2,"K바이오,K컬처",7.02,바이오·헬스케어,미용의료·의료기기,휴젤,,보류,컨센서스 없음,,2026-09-15
141080,리가켐바이오,83500.0,30911.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",6.37,바이오·헬스케어,신약·플랫폼,리가켐바이오,,보류,컨센서스 없음,,2026-09-15
095610,테스,129700.0,25110.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",4.72,반도체,전공정 장비,테스,,보류,컨센서스 없음,,2026-09-15
138040,메리츠금융지주,126400.0,211527.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",4.61,금융,보험,메리츠금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
009540,HD한국조선해양,338000.0,239213.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코리아밸류업",4.08,조선·방산·우주,조선,HD한국조선해양,,보류,컨센서스 없음,,2026-09-15
086790,하나금융지주,136900.0,370958.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",4.01,금융,은행,하나금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
316140,우리금융지주,36150.0,266348.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",3.81,금융,은행,우리금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
005830,DB손해보험,187100.0,122551.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",3.77,금융,보험,DB손해보험,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
012450,한화에어로스페이스,1059000.0,546056.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",3.46,조선·방산·우주,방산,한화에어로스페이스,,보류,컨센서스 없음,,2026-09-15
476830,알지노믹스,26700.0,7491.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",3.44,바이오·헬스케어,신약·플랫폼,알지노믹스,,보류,컨센서스 없음,,2026-09-15
310210,보로노이,141000.0,26118.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",3.25,바이오·헬스케어,신약·플랫폼,보로노이,,보류,컨센서스 없음,,2026-09-15
240810,원익IPS,108900.0,53452.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스닥",3.23,반도체,전공정 장비,원익IPS,,보류,컨센서스 없음,,2026-09-15
004370,농심,408000.0,24817.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,K컬처",3.1,소비재·식품,음식료,농심,,보류,컨센서스 없음,,2026-09-15
257720,실리콘투,43700.0,28657.0,,컨센서스 없음 → 산출불가,2,"K컬처,코스닥",3.07,화장품·뷰티,유통,실리콘투,,보류,컨센서스 없음,,2026-09-15
032830,삼성생명,286500.0,572000.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",2.55,금융,보험,삼성생명,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
012330,현대모비스,394500.0,354342.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코리아밸류업",2.45,자동차,부품,현대모비스,,보류,컨센서스 없음,,2026-09-15
347850,디앤디파마텍,46600.0,21360.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",2.32,바이오·헬스케어,신약·플랫폼,디앤디파마텍,,보류,컨센서스 없음,,2026-09-15
001040,CJ,130400.0,38047.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,K컬처",2.12,지주·소재,지주,CJ,,보류,컨센서스 없음,,2026-09-15
031980,피에스케이홀딩스,166100.0,35815.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",2.03,반도체,후공정 장비,피에스케이홀딩스,,보류,컨센서스 없음,,2026-09-15
078600,대주전자재료,86400.0,13568.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스닥",1.99,2차전지·에너지,소재,대주전자재료,,보류,컨센서스 없음,,2026-09-15
329180,HD현대중공업,450000.0,472326.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.87,조선·방산·우주,조선,HD현대중공업,,보류,컨센서스 없음,,2026-09-15
006800,미래에셋증권,32000.0,173767.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.74,금융,증권,미래에셋증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
006260,LS,303000.0,94536.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스피",1.65,AI·전력인프라,전선·케이블,LS,,보류,컨센서스 없음,,2026-09-15
028300,HLB,32450.0,43223.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",1.59,바이오·헬스케어,신약·플랫폼,HLB,,보류,컨센서스 없음,,2026-09-15
079550,LIG디펜스앤에어로스페이스,667000.0,146740.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.33,조선·방산·우주,방산,LIG디펜스앤에어로스페이스,,보류,컨센서스 없음,,2026-09-15
192820,코스맥스,273000.0,30984.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.33,화장품·뷰티,ODM,코스맥스,,보류,컨센서스 없음,,2026-09-15
175330,JB금융지주,31950.0,59594.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.3,금융,은행,JB금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
000150,두산,1287000.0,208415.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",1.26,반도체,기판·PCB,두산,,보류,컨센서스 없음,,2026-09-15
319660,피에스케이,118800.0,34412.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",1.19,반도체,전공정 장비,피에스케이,,보류,컨센서스 없음,,2026-09-15
491000,리브스메드,30450.0,7690.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",1.08,바이오·헬스케어,미용의료·의료기기,리브스메드,,보류,컨센서스 없음,,2026-09-15
000270,기아,122000.0,476304.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.06,자동차,완성차,기아,,보류,컨센서스 없음,,2026-09-15
086280,현대글로비스,203500.0,152625.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.02,미분류,-,현대글로비스,,보류,컨센서스 없음,,2026-09-15
028260,삼성물산,346500.0,561911.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",1.01,지주·소재,지주,삼성물산,,보류,컨센서스 없음,,2026-09-15
058470,리노공업,64900.0,49461.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",0.92,반도체,테스트·후공정,리노공업,,보류,컨센서스 없음,,2026-09-15
290650,엘앤씨바이오,47200.0,12730.0,,컨센서스 없음 → 산출불가,2,"K컬처,코스닥",0.86,바이오·헬스케어,미용의료·의료기기,엘앤씨바이오,,보류,컨센서스 없음,,2026-09-15
003490,대한항공,29200.0,107520.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",0.84,미분류,-,대한항공,,보류,컨센서스 없음,,2026-09-15
112610,씨에스윈드,52700.0,22224.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,8.58,2차전지·에너지,풍력,씨에스윈드,,보류,컨센서스 없음,,2026-09-15
178320,서진시스템,35450.0,22590.0,,컨센서스 없음 → 산출불가,1,K이노베이션,7.91,AI·전력인프라,ESS·함체,서진시스템,,보류,컨센서스 없음,,2026-09-15
006730,서부T&D,11250.0,7231.0,,컨센서스 없음 → 산출불가,1,K컬처,7.22,지주·소재,부동산,서부T&D,,보류,컨센서스 없음,,2026-09-15
009420,한올바이오파마,48450.0,25311.0,,컨센서스 없음 → 산출불가,1,K바이오,6.16,바이오·헬스케어,신약·플랫폼,한올바이오파마,,보류,컨센서스 없음,,2026-09-15
336260,두산퓨얼셀,51300.0,33598.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,6.04,2차전지·에너지,수소,두산퓨얼셀,,보류,컨센서스 없음,,2026-09-15
036930,주성엔지니어링,195000.0,90638.0,,컨센서스 없음 → 산출불가,1,코스닥,6.0,반도체,전공정 장비,주성엔지니어링,,보류,컨센서스 없음,,2026-09-15
263750,펄어비스,35650.0,22404.0,,컨센서스 없음 → 산출불가,1,K컬처,5.76,엔터·게임·콘텐츠,게임,펄어비스,,보류,컨센서스 없음,,2026-09-15
122870,와이지엔터테인먼트,44750.0,8364.0,,컨센서스 없음 → 산출불가,1,K컬처,5.71,엔터·게임·콘텐츠,엔터,와이지엔터테인먼트,,보류,컨센서스 없음,,2026-09-15
041510,에스엠,88400.0,20239.0,,컨센서스 없음 → 산출불가,1,K컬처,5.38,엔터·게임·콘텐츠,엔터,에스엠,,보류,컨센서스 없음,,2026-09-15
022100,포스코DX,21700.0,32992.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,5.04,로봇·산업재,산업자동화·IT,포스코DX,,보류,컨센서스 없음,,2026-09-15
475830,오름테라퓨틱,50700.0,11012.0,,컨센서스 없음 → 산출불가,1,K바이오,4.73,바이오·헬스케어,신약·플랫폼,오름테라퓨틱,,보류,컨센서스 없음,,2026-09-15
058610,에스피지,104900.0,23264.0,,컨센서스 없음 → 산출불가,1,코스닥,4.53,로봇·산업재,로봇,에스피지,,보류,컨센서스 없음,,2026-09-15
352820,하이브,173300.0,74704.0,,컨센서스 없음 → 산출불가,1,K컬처,4.41,엔터·게임·콘텐츠,엔터,하이브,,보류,컨센서스 없음,,2026-09-15
068760,셀트리온제약,39450.0,17517.0,,컨센서스 없음 → 산출불가,1,K바이오,4.34,바이오·헬스케어,바이오시밀러·CDMO,셀트리온제약,,보류,컨센서스 없음,,2026-09-15
403870,HPSP,52300.0,43043.0,,컨센서스 없음 → 산출불가,1,코스닥,4.32,반도체,전공정 장비,HPSP,,보류,컨센서스 없음,,2026-09-15
119850,지엔씨에너지,48700.0,8011.0,,컨센서스 없음 → 산출불가,1,코스닥,4.13,AI·전력인프라,발전설비,지엔씨에너지,,보류,컨센서스 없음,,2026-09-15
100090,SK오션플랜트,12190.0,7616.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,4.01,2차전지·에너지,풍력,SK오션플랜트,,보류,컨센서스 없음,,2026-09-15
035900,JYP Ent.,39250.0,13947.0,,컨센서스 없음 → 산출불가,1,K컬처,3.97,엔터·게임·콘텐츠,엔터,JYP Ent.,,보류,컨센서스 없음,,2026-09-15
039030,이오테크닉스,447500.0,55130.0,,컨센서스 없음 → 산출불가,1,코스닥,3.92,미분류,-,이오테크닉스,,보류,컨센서스 없음,,2026-09-15
237690,에스티팜,89800.0,18747.0,,컨센서스 없음 → 산출불가,1,K바이오,3.86,바이오·헬스케어,바이오시밀러·CDMO,에스티팜,,보류,컨센서스 없음,,2026-09-15
000880,한화,137400.0,73274.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,3.5,미분류,-,한화,,보류,컨센서스 없음,,2026-09-15
222800,심텍,126200.0,47923.0,,컨센서스 없음 → 산출불가,1,코스닥,3.42,반도체,기판·PCB,심텍,,보류,컨센서스 없음,,2026-09-15
131290,티에스이,241500.0,26713.0,,컨센서스 없음 → 산출불가,1,코스닥,3.27,반도체,테스트·후공정,티에스이,,보류,컨센서스 없음,,2026-09-15
277810,레인보우로보틱스,439000.0,84971.0,,컨센서스 없음 → 산출불가,1,코스닥,3.15,로봇·산업재,로봇,레인보우로보틱스,,보류,컨센서스 없음,,2026-09-15
071050,한국금융지주,189600.0,105656.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,3.01,금융,증권,한국금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
039490,키움증권,267500.0,70161.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,2.89,금융,증권,키움증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
086520,에코프로,83900.0,113916.0,,컨센서스 없음 → 산출불가,1,코스닥,2.89,2차전지·에너지,소재,에코프로,,보류,컨센서스 없음,,2026-09-15
064290,인텍플러스,45200.0,5857.0,,컨센서스 없음 → 산출불가,1,코스닥,2.86,반도체,검사·계측,인텍플러스,,보류,컨센서스 없음,,2026-09-15
080220,제주반도체,69500.0,23938.0,,컨센서스 없음 → 산출불가,1,코스닥,2.68,반도체,메모리,제주반도체,,보류,컨센서스 없음,,2026-09-15
241710,코스메카코리아,126200.0,13478.0,,컨센서스 없음 → 산출불가,1,K컬처,2.64,화장품·뷰티,ODM,코스메카코리아,,보류,컨센서스 없음,,2026-09-15
020150,롯데에너지머티리얼즈,39950.0,20920.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,2.52,미분류,-,롯데에너지머티리얼즈,,보류,컨센서스 없음,,2026-09-15
108490,로보티즈,326500.0,47888.0,,컨센서스 없음 → 산출불가,1,코스닥,2.25,로봇·산업재,로봇,로보티즈,,보류,컨센서스 없음,,2026-09-15
458870,씨어스,23400.0,8973.0,,컨센서스 없음 → 산출불가,1,K바이오,2.23,바이오·헬스케어,미용의료·의료기기,씨어스,,보류,컨센서스 없음,,2026-09-15
024110,기업은행,20400.0,162675.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,2.2,금융,은행,기업은행,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
214150,클래시스,31700.0,20680.0,,컨센서스 없음 → 산출불가,1,K컬처,2.19,바이오·헬스케어,미용의료·의료기기,클래시스,,보류,컨센서스 없음,,2026-09-15
456160,지투지바이오,34050.0,5662.0,,컨센서스 없음 → 산출불가,1,K바이오,2.18,바이오·헬스케어,신약·플랫폼,지투지바이오,,보류,컨센서스 없음,,2026-09-15
000100,유한양행,79500.0,58525.0,,컨센서스 없음 → 산출불가,1,K바이오,2.07,바이오·헬스케어,제약,유한양행,,보류,컨센서스 없음,,2026-09-15
095340,ISC,182700.0,38727.0,,컨센서스 없음 → 산출불가,1,코스닥,2.0,반도체,테스트·후공정,ISC,,보류,컨센서스 없음,,2026-09-15
035760,CJ ENM,37700.0,8267.0,,컨센서스 없음 → 산출불가,1,K컬처,1.96,엔터·게임·콘텐츠,미디어·콘텐츠,CJ ENM,,보류,컨센서스 없음,,2026-09-15
161580,필옵틱스,31150.0,7302.0,,컨센서스 없음 → 산출불가,1,코스닥,1.9,반도체,기판·PCB,필옵틱스,,보류,컨센서스 없음,,2026-09-15
462870,시프트업,32100.0,18856.0,,컨센서스 없음 → 산출불가,1,K컬처,1.85,엔터·게임·콘텐츠,게임,시프트업,,보류,컨센서스 없음,,2026-09-15
039200,오스코텍,34650.0,13256.0,,컨센서스 없음 → 산출불가,1,K바이오,1.82,바이오·헬스케어,신약·플랫폼,오스코텍,,보류,컨센서스 없음,,2026-09-15
084370,유진테크,129800.0,29745.0,,컨센서스 없음 → 산출불가,1,코스닥,1.8,반도체,전공정 장비,유진테크,,보류,컨센서스 없음,,2026-09-15
138930,BNK금융지주,15980.0,49033.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.8,금융,은행,BNK금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
067310,하나마이크론,33950.0,22574.0,,컨센서스 없음 → 산출불가,1,코스닥,1.77,반도체,테스트·후공정,하나마이크론,,보류,컨센서스 없음,,2026-09-15
131970,두산테스나,75200.0,14534.0,,컨센서스 없음 → 산출불가,1,코스닥,1.74,반도체,테스트·후공정,두산테스나,,보류,컨센서스 없음,,2026-09-15
034020,두산에너빌리티,86000.0,550883.0,,컨센서스 없음 → 산출불가,1,코스피,1.57,미분류,-,두산에너빌리티,,보류,컨센서스 없음,,2026-09-15
089970,브이엠,49350.0,13005.0,,컨센서스 없음 → 산출불가,1,코스닥,1.54,반도체,전공정 장비,브이엠,,보류,컨센서스 없음,,2026-09-15
016360,삼성증권,86300.0,77066.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.53,금융,증권,삼성증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
003530,한화투자증권,4725.0,10137.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.51,금융,증권,한화투자증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
005940,NH투자증권,25800.0,95440.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.5,금융,증권,NH투자증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
006360,GS건설,37800.0,32350.0,,컨센서스 없음 → 산출불가,1,코스피,1.49,로봇·산업재,플랜트·건설,GS건설,,보류,컨센서스 없음,,2026-09-15
010140,삼성중공업,20850.0,183480.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,1.48,조선·방산·우주,조선,삼성중공업,,보류,컨센서스 없음,,2026-09-15
161890,한국콜마,144200.0,34039.0,,컨센서스 없음 → 산출불가,1,K컬처,1.48,미분류,-,한국콜마,,보류,컨센서스 없음,,2026-09-15
059090,미코,19610.0,6553.0,,컨센서스 없음 → 산출불가,1,코스닥,1.47,반도체,소재·부품,미코,,보류,컨센서스 없음,,2026-09-15
267260,HD현대일렉트릭,703000.0,253411.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,1.45,AI·전력인프라,변압기·전력기기,HD현대일렉트릭,,보류,컨센서스 없음,,2026-09-15
051910,LG화학,269500.0,190246.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,1.4,2차전지·에너지,소재,LG화학,,보류,컨센서스 없음,,2026-09-15
247540,에코프로비엠,106900.0,104581.0,,컨센서스 없음 → 산출불가,1,코스닥,1.38,2차전지·에너지,소재,에코프로비엠,,보류,컨센서스 없음,,2026-09-15
140860,파크시스템스,254500.0,17821.0,,컨센서스 없음 → 산출불가,1,코스닥,1.32,반도체,검사·계측,파크시스템스,,보류,컨센서스 없음,,2026-09-15
003470,유안타증권,4725.0,9104.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.24,금융,증권,유안타증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
356860,티엘비,37550.0,8900.0,,컨센서스 없음 → 산출불가,1,코스닥,1.24,반도체,기판·PCB,티엘비,,보류,컨센서스 없음,,2026-09-15
950260,인제니아테라퓨틱스(Reg.S),15090.0,7461.0,,컨센서스 없음 → 산출불가,1,K바이오,1.22,미분류,-,인제니아테라퓨틱스(Reg.S),,보류,컨센서스 없음,,2026-09-15
389470,인벤티지랩,25500.0,3393.0,,컨센서스 없음 → 산출불가,1,K바이오,1.2,바이오·헬스케어,신약·플랫폼,인벤티지랩,,보류,컨센서스 없음,,2026-09-15
253450,스튜디오드래곤,21950.0,6598.0,,컨센서스 없음 → 산출불가,1,K컬처,1.16,엔터·게임·콘텐츠,미디어·콘텐츠,스튜디오드래곤,,보류,컨센서스 없음,,2026-09-15
082920,비츠로셀,26850.0,12120.0,,컨센서스 없음 → 산출불가,1,코스닥,1.12,2차전지·에너지,셀,비츠로셀,,보류,컨센서스 없음,,2026-09-15
483650,달바글로벌,162900.0,20405.0,,컨센서스 없음 → 산출불가,1,K컬처,1.03,화장품·뷰티,브랜드·디바이스,달바글로벌,,보류,컨센서스 없음,,2026-09-15
267250,HD현대,225000.0,177734.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,1.02,미분류,-,HD현대,,보류,컨센서스 없음,,2026-09-15
100790,미래에셋벤처투자,16050.0,8526.0,,컨센서스 없음 → 산출불가,1,코스닥,0.98,금융,증권,미래에셋벤처투자,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-15
088350,한화생명,5930.0,51504.0,,컨센서스 없음 → 산출불가,1,코스피,0.97,미분류,-,한화생명,,보류,컨센서스 없음,,2026-09-15
124500,아이티센글로벌,30100.0,6985.0,,컨센서스 없음 → 산출불가,1,코스닥,0.97,미분류,-,아이티센글로벌,,보류,컨센서스 없음,,2026-09-15
171090,선익시스템,70600.0,7150.0,,컨센서스 없음 → 산출불가,1,코스닥,0.95,미분류,-,선익시스템,,보류,컨센서스 없음,,2026-09-15
005387,현대차2우B,174400.0,60977.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,0.89,자동차,완성차,현대차2우B,,보류,컨센서스 없음,,2026-09-15
393890,더블유씨피,9870.0,3340.0,,컨센서스 없음 → 산출불가,1,코스닥,0.89,2차전지·에너지,소재,더블유씨피,,보류,컨센서스 없음,,2026-09-15
033790,피노,7560.0,6299.0,,컨센서스 없음 → 산출불가,1,코스닥,0.82,미분류,-,피노,,보류,컨센서스 없음,,2026-09-15
417200,LS머트리얼즈,12410.0,8396.0,,컨센서스 없음 → 산출불가,1,코스닥,0.79,AI·전력인프라,전선·케이블,LS머트리얼즈,,보류,컨센서스 없음,,2026-09-15
420770,기가비스,100000.0,12676.0,,컨센서스 없음 → 산출불가,1,코스닥,0.78,반도체,검사·계측,기가비스,,보류,컨센서스 없음,,2026-09-15
397030,에이프릴바이오,17190.0,4737.0,,컨센서스 없음 → 산출불가,1,K바이오,0.76,바이오·헬스케어,신약·플랫폼,에이프릴바이오,,보류,컨센서스 없음,,2026-09-15
