종목코드,기업,현재가,시총(억),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,비고,탈락조건,1차결과,보유ETF수,보유ETF,최대비중,기준일
171090,선익시스템,64900.0,6573.0,1.5120772946859904,7.69672131147541,8.18,,,0.07998914851162192,0.03142218930785827,0.0845923077382385,,21.62410858063032,40.09,-15.723148507173324,-15.695067264573993,1.9,2026.12(E),,,통과,1,코스닥,1.41,2026-08-22
458870,씨어스,20900.0,7954.0,6.161115414407436,14.72962962962963,14.76,0.087758732774802,0.05972461765247835,0.049225496570662594,,0.047814130881167996,,43.76452362509682,77.85,167.84232365145226,246.62576687116564,,2026.12(E),,,통과,1,K바이오,1.37,2026-08-22
010140,삼성중공업,20200.0,,,,18.91,,,,,,,10.826986703289844,20.28,20.33051643192487,60.92553931802367,,2026.12(E),,,통과,1,K신재생에너지,1.35,2026-08-22
140860,파크시스템스,259500.0,,,,38.72,,,,,,,21.443471005423444,17.58,16.585603112840474,21.800947867298582,0.24,2026.12(E),,,통과,1,코스닥,1.33,2026-08-22
247540,에코프로비엠,105600.0,,,,693.02,,,,,,,3.174359171438453,0.87,2.784800126402276,-42.35868806699232,0.07,2026.12(E),,ROE<15%,통과,1,코스닥,1.32,2026-08-22
082920,비츠로셀,30500.0,,,,17.56,,,,,,,29.411764705882355,21.6,31.46853146853146,35.642135642135656,1.48,2026.12(E),,,통과,1,코스닥,1.31,2026-08-22
010060,OCI홀딩스,265000.0,,,,30.7,,,,,,,8.684146042636609,4.03,20.736072897251567,,0.87,2026.12(E),기저효과→PEG(영익)1y 산출불가,"ROE<15%,기저효과미보완",탈락,1,K신재생에너지,1.28,2026-08-22
319660,피에스케이,122200.0,,,,22.23,,,,,,,27.398469688051797,26.11,48.64391951006124,110.39548022598868,1.84,2026.12(E),,,통과,1,코스닥,1.26,2026-08-22
389470,인벤티지랩,28450.0,3786.0,,,,,,,,,,,,,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,K바이오,1.24,2026-08-22
138080,오이솔루션,23400.0,2896.0,3.7416020671834627,193.06666666666666,191.82,5.541013333333333,,3.4772182376236267,,10.193626895333837,,2.7131782945736433,2.15,34.84320557491289,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,"ROE<15%,기저효과미보완",탈락,1,코스닥,1.2,2026-08-22
003470,유안타증권,4545.0,8757.0,,,,,,,,,,,,,,5.96,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,Korea플러스배당,1.19,2026-08-22
253450,스튜디오드래곤,21150.0,6357.0,1.0868524534108395,18.319884726224785,17.82,1.7937938790050711,0.323793311440252,5.882015865491652,1.2762579180598244,,,8.138143272354249,4.37,10.212926323723392,56.57894736842106,,2026.12(E),,ROE<15%,통과,1,K컬처,1.14,2026-08-22
103590,일진전기,65600.0,,,,17.85,,,,,,,10.323903939834201,26.32,14.457595617724728,59.78835978835979,0.92,2026.12(E),,,통과,1,K신재생에너지,1.11,2026-08-22
078930,GS,116200.0,,,,4.37,,,,,,,18.038609553648996,15.93,13.807124336386845,76.08732672592895,5.33,2026.12(E),,,통과,1,코리아밸류업,1.1,2026-08-22
028050,삼성E&A,45150.0,,,,11.95,,,,,,,9.16206433315919,14.68,18.722310827573985,23.986870344653454,3.28,2026.12(E),,ROE<15%,통과,1,K이노베이션,1.09,2026-08-22
237690,에스티팜,99700.0,,,,30.32,,,,,,,18.027292315058656,10.93,25.927042508290633,37.158469945355186,0.42,2026.12(E),,ROE<15%,통과,1,K바이오,1.08,2026-08-22
175330,JB금융지주,26600.0,,,,6.7,,,,,,,,12.25,,7.371626588260005,4.44,2026.12(E),,ROE<15%,통과,1,Korea플러스배당,1.07,2026-08-22
051910,LG화학,252500.0,,,,-58.28,,,,,,,2.3152148788250564,-1.03,22.443514571477085,10.26335845541535,0.6,2026.12(E),기저효과→PEG(영익)1y 산출불가,"ROE<15%,기저효과미보완",탈락,1,K신재생에너지,1.05,2026-08-22
010170,대한광통신,12120.0,,,,-574.1,,,,,,,-1.1488511488511488,,43.615494978479184,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,코스닥,1.02,2026-08-22
005387,현대차2우B,196100.0,,,,10.91,,,,,,,5.951493545076433,8.45,4.366069007728668,0.8807192249670859,4.75,2026.12(E),,ROE<15%,통과,1,Korea플러스배당,1.01,2026-08-22
131290,티에스이,222000.0,,,,17.14,,,,,,,27.02391241717084,31.16,61.855910468640715,281.3008130081301,0.78,2026.12(E),,,통과,1,코스닥,0.95,2026-08-22
100790,미래에셋벤처투자,14500.0,7702.0,,,,,,,,,,,,,,,2026.12(E),,,통과,1,코스닥,0.91,2026-08-22
323280,태성,48450.0,,,,,,,,,,,,,,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,코스닥,0.91,2026-08-22
010130,고려아연,1237000.0,,,,20.29,,,,,,,9.444407306516036,11.04,44.29071793295112,83.49703709716698,1.52,2026.12(E),,ROE<15%,통과,1,K신재생에너지,0.84,2026-08-22
417200,LS머트리얼즈,10860.0,7347.0,,,,,,,,,,,,,,0.18,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,코스닥,0.78,2026-08-22
011070,LG이노텍,550000.0,,,,14.09,,,,,,,4.977690691470526,14.79,16.070074806134294,90.2406015037594,0.69,2026.12(E),,ROE<15%,통과,1,코리아밸류업,0.74,2026-08-22
181710,NHN,75200.0,,,,23.38,,,,,,,6.569219862944334,6.97,17.729115332644476,46.97885196374622,1.72,2026.12(E),,ROE<15%,통과,1,코스피,0.68,2026-08-22
218410,RFHIC,47150.0,,,,23.78,,,,,,,20.714285714285715,14.56,43.16469321851453,78.31715210355988,1.23,2026.12(E),,ROE<15%,통과,1,코스닥,0.66,2026-08-22
089010,켐트로닉스,21550.0,3614.0,0.4302893201571616,,,,,,,,,5.762590784617217,,31.74901960784313,108.62068965517241,0.72,2026.12(E),,,통과,1,코스닥,0.62,2026-08-22
452280,한선엔지니어링,9910.0,1907.0,,,,,,,,,,,,,,,2026.12(E),,,통과,1,코스닥,0.61,2026-08-22
033640,네패스,18220.0,4201.0,0.7173838797814208,8.573469387755102,12.11,0.6962939156971202,0.07729112554112554,0.6967160535297765,0.030161860263214546,1.1160599020692499,0.12133702382382278,8.5724043715847,24.65,12.313003452243954,110.92436974789916,,2026.12(E),,,통과,1,코스닥,0.6,2026-08-22
099320,쎄트렉아이,69400.0,7600.0,3.181247383842612,47.20496894409938,69.73,3.0520962732919257,0.46746668274739195,2.608812976595737,,1.969579230195556,,8.58099623273336,4.29,15.466408893185113,100.98039215686273,0.15,2026.12(E),,ROE<15%,통과,1,코스닥,0.59,2026-08-22
077360,덕산하이메탈,9350.0,4248.0,1.249044398706263,17.7,19.31,0.40349855351976843,,0.8818545695439115,0.5397228288657511,0.5360587296496587,,9.644222287562481,10.08,43.86632825719121,1071.4285714285713,,2026.12(E),기저효과→PEG(영익)1y 산출불가,ROE<15%,통과,1,코스닥,0.57,2026-08-22
189300,인텔리안테크,62900.0,6754.0,1.6834496510468595,15.670533642691415,16.22,0.6137625676720806,0.07521856148491879,0.6331642545056422,,1.6376643672517883,0.3059523631327449,9.22233300099701,14.45,25.531914893617014,208.33333333333334,0.34,2026.12(E),,ROE<15%,통과,1,코스닥,0.54,2026-08-22
448900,한국피아이엠,52700.0,3201.0,,,,,,,,,,,,,,,2026.12(E),,,통과,1,코스닥,0.5,2026-08-22
327260,RF머트리얼즈,32900.0,5918.0,6.0020283975659225,38.18064516129032,45.36,0.7093853202431042,0.26405305999397044,0.7815367483999736,,1.4032968859653128,,18.356997971602436,21.23,53.82215288611545,144.5945945945946,,2026.12(E),,,통과,1,코스닥,0.47,2026-08-22
080580,오킨스전자,16700.0,3522.0,2.370121130551817,16.305555555555557,16.2,0.2839934399343994,0.11036077235772358,0.33100301526023895,0.058142147119401945,0.4323811614878884,,18.506056527590847,35.3,57.415254237288124,147.74774774774775,,2026.12(E),,,통과,1,코스닥,0.46,2026-08-22
0009K0,에임드바이오,24500.0,,,,,,,,,,,,,,,,2026.12(E),,,통과,1,K바이오,0.4,2026-08-22
139130,iM금융지주,17180.0,,,,5.71,,,,,,,,7.56,,8.264746227709185,4.5,2026.12(E),,ROE<15%,통과,1,Korea플러스배당,0.4,2026-08-22
295310,에이치브이엠,44750.0,5464.0,5.223709369024856,50.592592592592595,50.19,0.8830465636239914,0.25080088635644193,0.9674984576438056,,1.4018251159449229,0.745551204363951,16.730401529636712,10.9,57.29323308270678,201.72413793103448,,2026.12(E),,ROE<15%,통과,1,코스닥,0.4,2026-08-22
174900,앱클론,27550.0,5497.0,,,,,,,,,,,,,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,K바이오,0.37,2026-08-22
030200,KT,52400.0,,,,9.18,,,,,,,7.705334462320068,7.93,-2.991764680890241,-14.495160179822609,4.56,2026.12(E),,ROE<15%,통과,1,Korea플러스배당,0.36,2026-08-22
393890,더블유씨피,8600.0,2911.0,1.1999175597691674,,-3.49,,,,,,,-18.260511129431162,-9.56,118.95306859205776,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,"ROE<15%,기저효과미보완",탈락,1,코스닥,0.34,2026-08-22
332570,PS일렉트로닉스,8970.0,4190.0,1.4310109289617485,10.422885572139304,10.85,0.0781872169338603,0.015111246740276313,0.19000488773035826,0.1513320695574046,0.16647907980829693,0.15142316176492698,10.51912568306011,26.61,133.30677290836653,689.7435897435898,,2026.12(E),,,통과,1,코스닥,0.29,2026-08-22
0088M0,메쥬,12050.0,1191.0,5.644549763033176,11.792079207920793,11.39,0.06369444243694443,,0.06000830672466082,,0.15298755203069564,,21.32701421800948,67.13,185.13513513513513,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,코스닥,0.27,2026-08-22
475960,토모큐브,28850.0,3888.0,19.44,,-297.95,,,,,,,-11.0,-3.41,76.99115044247789,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,"ROE<15%,기저효과미보완",탈락,1,K바이오,0.27,2026-08-22
358570,지아이이노베이션,7630.0,4923.0,,,,,,,,,,,,,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,K바이오,0.15,2026-08-22
007390,네이처셀,23750.0,,,,,,,,,,,,,,,,2026.12(E),기저효과→PEG(영익)1y 산출불가,기저효과미보완,통과,1,K바이오,0.06,2026-08-22
