ETF,종목코드,종목명,수량,비중,기준일
Korea플러스배당,000660,SK하이닉스,63,18.83,2026-08-28
Korea플러스배당,005930,삼성전자,369,16.96,2026-08-28
Korea플러스배당,138040,메리츠금융지주,200,4.11,2026-08-28
Korea플러스배당,005830,DB손해보험,110,3.5,2026-08-28
Korea플러스배당,017670,SK텔레콤,200,3.43,2026-08-28
Korea플러스배당,316140,우리금융지주,594,3.38,2026-08-28
Korea플러스배당,034730,SK,33,3.17,2026-08-28
Korea플러스배당,086790,하나금융지주,130,3.0,2026-08-28
Korea플러스배당,071050,한국금융지주,89,2.94,2026-08-28
Korea플러스배당,039490,키움증권,60,2.9,2026-08-28
Korea플러스배당,105560,KB금융,99,2.88,2026-08-28
Korea플러스배당,078930,GS,130,2.77,2026-08-28
Korea플러스배당,032830,삼성생명,49,2.6,2026-08-28
Korea플러스배당,024110,기업은행,603,2.14,2026-08-28
Korea플러스배당,003230,삼양식품,8,2.05,2026-08-28
Korea플러스배당,005380,현대차,29,1.99,2026-08-28
Korea플러스배당,009150,삼성전기,8,1.92,2026-08-28
Korea플러스배당,006800,미래에셋증권,300,1.87,2026-08-28
Korea플러스배당,402340,SK스퀘어,10,1.85,2026-08-28
Korea플러스배당,138930,BNK금융지주,646,1.67,2026-08-28
Korea플러스배당,016360,삼성증권,100,1.53,2026-08-28
Korea플러스배당,033780,KT&G,50,1.51,2026-08-28
Korea플러스배당,005940,NH투자증권,325,1.49,2026-08-28
Korea플러스배당,003530,한화투자증권,1798,1.49,2026-08-28
Korea플러스배당,000810,삼성화재,11,1.3,2026-08-28
Korea플러스배당,003470,유안타증권,1494,1.23,2026-08-28
Korea플러스배당,055550,신한지주,60,1.13,2026-08-28
Korea플러스배당,175330,JB금융지주,231,1.12,2026-08-28
Korea플러스배당,004370,농심,14,1.03,2026-08-28
Korea플러스배당,005387,현대차2우B,29,1.0,2026-08-28
Korea플러스배당,028260,삼성물산,15,0.97,2026-08-28
Korea플러스배당,000150,두산,4,0.84,2026-08-28
Korea플러스배당,139130,iM금융지주,136,0.42,2026-08-28
코스피,005930,삼성전자,2566,26.35,2026-08-28
코스피,000660,SK하이닉스,350,23.37,2026-08-28
