종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,210.96,24150.0,302970.0,65.21,5090000.0,117.21,92.03,16.32,0.47,0.17,17.51,0.34,,FY 2027,FY 2026,411290.0,268850.0,242390.0,224388.50967007963,9.3,18.932490236191185,22.683870967741935,0.2507476374084563,0.21361764664768676,0.293896274289862,0.2811947378245824,,65.36750224902137,60.382513661202175,90.46494396591646,106.18912493289363,327.65,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",10.18,0.21361764664768676,통과,,,2026-09-15
TSLA,Tesla,358.97,3950.0,103620.0,4.13,1420000.0,4.67,5.46,14.25,,0.18,188.57,6.97,-9.34,FY 2026,FY 2025,106130.0,4180.0,3810.0,7001.69930634872,1.77,339.7129186602871,202.80790960451978,17.019711564421787,,15.937621810628256,14.413834200020185,,3.9385659097333456,4.597701149425287,11.916060318464616,-4.128440366972475,390.09,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.89,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-15
META,Meta Platforms,660.98,2550.0,228250.0,38.08,1700000.0,29.85,25.4,10.48,0.32,0.43,20.57,1.02,-11.91,FY 2026,FY 2025,254190.0,87940.0,80980.0,80244.48546098218,31.2,19.33136229247214,21.18525641025641,0.8000001842858381,3.786068999669858,0.9061201359888441,2.48332924695166,,34.59616822062237,41.43902074936558,26.4815644125989,5.595581171950048,754.15,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.23,3.786068999669858,탈락,PEG영익>1,,2026-09-15
AMZN,Amazon,253.54,10790.0,775680.0,12.08,2730000.0,30.56,11.94,11.25,,0.46,27.37,1.32,,FY 2026,FY 2025,828280.0,109810.0,140220.0,138685.80894533408,12.88,24.861123759220472,19.68478260869565,1.2672785872688646,0.5277870979026074,1.3199354031965154,0.9632304387276137,,13.257594050321147,11.156056463761647,15.53311387602523,37.29682420605152,328.17,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.8,0.5277870979026074,탈락,PEG매출>1,,2026-09-15
LLY,Eli Lilly,1133.1,891.36,79670.0,49.72,1010000.0,102.29,42.24,6.67,0.61,1.62,27.91,1.3,,FY 2026,FY 2025,88170.0,41040.0,31500.0,32721.825081634455,36.71,24.610136452241715,30.866248978479977,0.8751031354577318,0.8084017589601897,1.2374984941497125,0.7777322266021002,,46.54644436883294,45.56612457809143,35.27155569193003,38.18181818181819,1316.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.32,0.8084017589601897,탈락,fPER>30,,2026-09-15
MSFT,Microsoft,500.34,7430.0,331840.0,46.78,3750000.0,34.04,26.18,10.06,0.72,0.29,25.58,1.59,-0.88,FY 2027,FY 2026,391080.0,182160.0,146920.0,148024.34344645642,19.75,20.586297760210805,25.333670886075947,1.4190961085137477,1.4609209020633096,1.3568814120694153,1.508800022488028,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,572.92,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.31,1.4609209020633096,탈락,"PEG매출>1,PEG영익>1",,2026-09-15
AAPL,Apple,330.78,14590.0,466820.0,33.17,4860000.0,148.75,101.57,10.05,0.32,0.78,36.18,3.25,,FY 2026,FY 2025,477610.0,156320.0,129940.0,129735.17141302378,8.83,31.09007164790174,37.46092865232163,2.536979669316545,2.14188936707838,2.9811510954116835,2.812008828508321,,32.72963296413391,31.970876585928487,14.765955401768549,17.48966553927096,324.4,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.14,2.14188936707838,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-15
BE,Bloom Energy,257.05,294.53,3110.0,11.74,75710.0,22.21,22.93,24.36,,1.72,72.8,,,FY 2026,FY 2025,4120.0,649.9,657.27,798.1875121571678,2.71,116.49484536082474,94.85239852398524,0.9123897381830961,0.14946817408077542,1.1381263427683326,0.6131662243618647,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,276.05,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Bloom Energy Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.06,0.6131662243618647,탈락,"fPER>30,전년이익률<5","기저효과,비지배괴리",2026-09-15
DELL,Dell Technologies,534.28,635.81,151200.0,9.9,339700.0,,29.36,11.21,0.47,,19.01,0.5,,FY 2027,FY 2026,193570.0,20550.0,15870.0,16454.73534476305,25.88,16.530413625304135,20.644513137557958,0.2928874199223205,0.15217257359214317,0.5176129889324845,0.30887343119139515,,10.61631451154621,7.6801127355997885,70.48617227408842,135.6651376146789,564.46,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.39,0.15217257359214317,탈락,ROE<10,,2026-09-15
SNDK,Sandisk,1551.99,146.42,20250.0,61.58,227240.0,91.64,102.23,,,0.01,7.25,0.18,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31348.194253828955,214.1,5.835644581407293,7.248902382064456,0.05112862181706905,0.03414953256680913,0.10515905914878954,0.07773175999000932,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.25,0.07773175999000932,통과,,기저효과,2026-09-15
