ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,121,10.06,2026-09-11
글로벌휴머노이드로봇,TSLA,Tesla Inc,56,7.66,2026-09-11
글로벌휴머노이드로봇,TER,Teradyne Inc,49,6.99,2026-09-11
글로벌휴머노이드로봇,HSAI,Hesai Group,167,1.14,2026-09-11
미국나스닥100,NVDA,NVIDIA Corp,228,7.47,2026-09-11
미국나스닥100,BE,Bloom Energy Corp,148,5.83,2026-09-11
미국나스닥100,SNDK,Sandisk Corp,20,5.17,2026-09-11
미국나스닥100,DELL,Dell Technologies Inc,64,5.02,2026-09-11
미국나스닥100,SKHY,SK hynix Inc,143,4.16,2026-09-11
미국나스닥100,TSLA,Tesla Inc,64,3.45,2026-09-11
미국나스닥100,AMZN,Amazon.com Inc,91,3.36,2026-09-11
미국나스닥100,INTC,Intel Corp,209,3.25,2026-09-11
미국나스닥100,HOOD,Robinhood Markets Inc,192,3.24,2026-09-11
미국나스닥100,MSFT,Microsoft Corp,45,3.24,2026-09-11
미국나스닥100,LITE,Lumentum Holdings Inc,22,3.19,2026-09-11
미국나스닥100,COIN,Coinbase Global Inc,108,2.76,2026-09-11
미국나스닥100,NBIS,Nebius Group NV,77,2.71,2026-09-11
미국나스닥100,MRVL,Marvell Technology Inc,74,2.55,2026-09-11
미국나스닥100,GOOGL,Alphabet Inc,50,2.42,2026-09-11
미국나스닥100,MU,Micron Technology Inc,16,2.41,2026-09-11
미국나스닥100,SNOW,Snowflake Inc,48,2.33,2026-09-11
미국나스닥100,AAOI,Applied Optoelectronics Inc,140,2.21,2026-09-11
미국나스닥100,AMD,Advanced Micro Devices Inc,28,2.14,2026-09-11
미국나스닥100,MSTR,Strategy Inc,108,2.1,2026-09-11
미국나스닥100,TER,Teradyne Inc,35,1.97,2026-09-11
미국나스닥100,PLTR,Palantir Technologies Inc,74,1.84,2026-09-11
미국나스닥100,CRWV,CoreWeave Inc,117,1.63,2026-09-11
미국나스닥100,VRT,Vertiv Holdings Co,40,1.54,2026-09-11
미국나스닥100,SPCX,Space Exploration Technologies Corp,71,1.53,2026-09-11
미국나스닥100,AVGO,Broadcom Inc,28,1.49,2026-09-11
미국나스닥100,META,Meta Platforms Inc,15,1.44,2026-09-11
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.43,2026-09-11
미국나스닥100,TSEM,Tower Semiconductor Ltd,45,1.43,2026-09-11
미국나스닥100,AAPL,Apple Inc,30,1.39,2026-09-11
미국나스닥100,ALAB,Astera Labs Inc,31,1.36,2026-09-11
미국나스닥100,WDC,Western Digital Corp,19,1.34,2026-09-11
미국나스닥100,QCOM,QUALCOMM Inc,51,1.32,2026-09-11
미국나스닥100,GLW,Corning Inc,45,1.11,2026-09-11
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,45,1.11,2026-09-11
미국나스닥100,ARM,ARM Holdings PLC,25,0.97,2026-09-11
미국나스닥100,GEV,GE Vernova Inc,6,0.84,2026-09-11
미국나스닥100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,13,0.83,2026-09-11
미국나스닥100,LLY,Eli Lilly & Co,5,0.82,2026-09-11
미국나스닥100,NOW,ServiceNow Inc,18,0.35,2026-09-11
미국나스닥100,PANW,Palo Alto Networks Inc,7,0.34,2026-09-11
미국S&P500,NVDA,NVIDIA Corp,146,7.04,2026-09-11
미국S&P500,GOOGL,Alphabet Inc,68,4.85,2026-09-11
미국S&P500,MSFT,Microsoft Corp,44,4.66,2026-09-11
미국S&P500,AAPL,Apple Inc,54,3.67,2026-09-11
미국S&P500,BRK-B,Berkshire Hathaway Inc,29,3.17,2026-09-11
미국S&P500,AMZN,Amazon.com Inc,58,3.16,2026-09-11
미국S&P500,JPM,JPMorgan Chase & Co,39,2.98,2026-09-11
미국S&P500,JNJ,Johnson & Johnson,51,2.94,2026-09-11
미국S&P500,CVX,Chevron Corp,59,2.72,2026-09-11
미국S&P500,AVGO,Broadcom Inc,34,2.67,2026-09-11
미국S&P500,CAT,Caterpillar Inc,13,2.29,2026-09-11
미국S&P500,DELL,Dell Technologies Inc,18,2.08,2026-09-11
미국S&P500,UNH,UnitedHealth Group Inc,22,1.86,2026-09-11
미국S&P500,LLY,Eli Lilly & Co,7,1.7,2026-09-11
미국S&P500,BE,Bloom Energy Corp,28,1.63,2026-09-11
미국S&P500,HOOD,Robinhood Markets Inc,64,1.59,2026-09-11
미국S&P500,MRK,Merck & Co Inc,49,1.56,2026-09-11
미국S&P500,MU,Micron Technology Inc,7,1.55,2026-09-11
미국S&P500,META,Meta Platforms Inc,11,1.55,2026-09-11
미국S&P500,TSM,Taiwan Semiconductor Manufacturing Co Ltd,15,1.41,2026-09-11
미국S&P500,NEM,Newmont Corp,50,1.39,2026-09-11
미국S&P500,TSLA,Tesla Inc,17,1.35,2026-09-11
미국S&P500,KO,Coca-Cola Co/The,67,1.27,2026-09-11
미국S&P500,AMD,Advanced Micro Devices Inc,11,1.24,2026-09-11
미국S&P500,V,Visa Inc,15,1.19,2026-09-11
미국S&P500,COST,Costco Wholesale Corp,6,1.17,2026-09-11
미국S&P500,SNOW,Snowflake Inc,16,1.14,2026-09-11
미국S&P500,SNDK,Sandisk Corp,3,1.14,2026-09-11
미국S&P500,MRVL,Marvell Technology Inc,22,1.12,2026-09-11
미국S&P500,LITE,Lumentum Holdings Inc,5,1.07,2026-09-11
미국S&P500,PLTR,Palantir Technologies Inc,28,1.02,2026-09-11
미국S&P500,NEE,NextEra Energy Inc,57,1.02,2026-09-11
미국S&P500,PEP,PepsiCo Inc,33,0.97,2026-09-11
미국S&P500,VRT,Vertiv Holdings Co,17,0.96,2026-09-11
미국S&P500,SBUX,Starbucks Corp,42,0.91,2026-09-11
미국S&P500,LIN,Linde PLC,9,0.91,2026-09-11
미국S&P500,BAC,Bank of America Corp,66,0.89,2026-09-11
미국S&P500,INTC,Intel Corp,38,0.87,2026-09-11
미국S&P500,ARM,ARM Holdings PLC,15,0.85,2026-09-11
미국S&P500,MS,Morgan Stanley,18,0.84,2026-09-11
미국S&P500,WMT,Walmart Inc,35,0.8,2026-09-11
미국S&P500,VLO,Valero Energy Corp,8,0.67,2026-09-11
미국S&P500,GS,Goldman Sachs Group Inc/The,3,0.67,2026-09-11
미국S&P500,CSCO,Cisco Systems Inc,28,0.66,2026-09-11
미국S&P500,PANW,Palo Alto Networks Inc,9,0.65,2026-09-11
미국S&P500,NBIS,Nebius Group NV,12,0.62,2026-09-11
미국S&P500,CEG,Constellation Energy Corp,9,0.57,2026-09-11
미국S&P500,CRWD,Crowdstrike Holdings Inc,12,0.54,2026-09-11
미국S&P500,ETN,Eaton Corp PLC,6,0.54,2026-09-11
미국S&P500,ABT,Abbott Laboratories,23,0.52,2026-09-11
미국S&P500,VZ,Verizon Communications Inc,47,0.5,2026-09-11
미국S&P500,WFC,Wells Fargo & Co,25,0.48,2026-09-11
미국S&P500,FSLR,First Solar Inc,11,0.48,2026-09-11
미국S&P500,FCX,Freeport-McMoRan Inc,29,0.48,2026-09-11
미국S&P500,NOW,ServiceNow Inc,16,0.45,2026-09-11
미국S&P500,CVS,CVS Health Corp,20,0.41,2026-09-11
미국S&P500,T,AT&T Inc,70,0.38,2026-09-11
미국S&P500,ORCL,Oracle Corp,10,0.35,2026-09-11
글로벌AI인공지능,SNDK,Sandisk Corp,27,5.54,2026-09-11
글로벌AI인공지능,SKHY,SK hynix Inc,210,4.86,2026-09-11
글로벌AI인공지능,INTC,Intel Corp,329,4.07,2026-09-11
글로벌AI인공지능,SNOW,Snowflake Inc,90,3.47,2026-09-11
글로벌AI인공지능,WDC,Western Digital Corp,58,3.26,2026-09-11
글로벌AI인공지능,NVDA,NVIDIA Corp,117,3.05,2026-09-11
글로벌AI인공지능,STX,Seagate Technology Holdings PLC,29,2.99,2026-09-11
글로벌AI인공지능,AMD,Advanced Micro Devices Inc,49,2.97,2026-09-11
글로벌AI인공지능,LITE,Lumentum Holdings Inc,25,2.88,2026-09-11
글로벌AI인공지능,DELL,Dell Technologies Inc,44,2.74,2026-09-11
글로벌AI인공지능,CRM,Salesforce Inc,94,2.67,2026-09-11
