ETF,종목코드,종목명,수량,비중,기준일
Korea플러스배당,000660,SK하이닉스,59,18.55,2026-09-23
Korea플러스배당,005930,삼성전자,370,17.48,2026-09-23
Korea플러스배당,138040,메리츠금융지주,200,4.4,2026-09-23
Korea플러스배당,005830,DB손해보험,130,4.13,2026-09-23
Korea플러스배당,316140,우리금융지주,590,3.6,2026-09-23
Korea플러스배당,034730,SK,33,3.32,2026-09-23
Korea플러스배당,086790,하나금융지주,130,3.02,2026-09-23
Korea플러스배당,071050,한국금융지주,89,2.83,2026-09-23
Korea플러스배당,039490,키움증권,60,2.69,2026-09-23
Korea플러스배당,032830,삼성생명,49,2.44,2026-09-23
Korea플러스배당,078930,GS,125,2.36,2026-09-23
Korea플러스배당,017670,SK텔레콤,150,2.24,2026-09-23
Korea플러스배당,105560,KB금융,69,2.07,2026-09-23
Korea플러스배당,024110,기업은행,603,2.06,2026-09-23
Korea플러스배당,402340,SK스퀘어,10,1.94,2026-09-23
Korea플러스배당,003230,삼양식품,9,1.93,2026-09-23
Korea플러스배당,009150,삼성전기,7,1.78,2026-09-23
Korea플러스배당,138930,BNK금융지주,644,1.72,2026-09-23
Korea플러스배당,006800,미래에셋증권,300,1.68,2026-09-23
Korea플러스배당,016360,삼성증권,100,1.55,2026-09-23
Korea플러스배당,005940,NH투자증권,325,1.45,2026-09-23
Korea플러스배당,003530,한화투자증권,1798,1.43,2026-09-23
Korea플러스배당,000810,삼성화재,11,1.23,2026-09-23
Korea플러스배당,175330,JB금융지주,231,1.22,2026-09-23
Korea플러스배당,055550,신한지주,60,1.16,2026-09-23
Korea플러스배당,003470,유안타증권,1494,1.14,2026-09-23
Korea플러스배당,000150,두산,4,1.01,2026-09-23
Korea플러스배당,000270,기아,49,0.99,2026-09-23
Korea플러스배당,001040,CJ,43,0.95,2026-09-23
Korea플러스배당,028260,삼성물산,15,0.94,2026-09-23
Korea플러스배당,004370,농심,14,0.94,2026-09-23
Korea플러스배당,005387,현대차2우B,29,0.87,2026-09-23
Korea플러스배당,005380,현대차,14,0.86,2026-09-23
Korea플러스배당,003490,대한항공,150,0.81,2026-09-23
Korea플러스배당,033780,KT&G,24,0.73,2026-09-23
Korea플러스배당,139130,iM금융지주,136,0.42,2026-09-23
코스피,005930,삼성전자,2590,27.53,2026-09-23
코스피,000660,SK하이닉스,343,24.26,2026-09-23
코스피,006400,삼성SDI,213,4.33,2026-09-23
코스피,105560,KB금융,590,3.99,2026-09-23
코스피,009150,삼성전기,55,3.14,2026-09-23
코스피,402340,SK스퀘어,54,2.35,2026-09-23
코스피,138040,메리츠금융지주,449,2.23,2026-09-23
코스피,278470,에이피알,130,1.81,2026-09-23
코스피,034020,두산에너빌리티,449,1.49,2026-09-23
코스피,055550,신한지주,335,1.46,2026-09-23
코스피,006360,GS건설,1009,1.45,2026-09-23
코스피,373220,LG에너지솔루션,100,1.35,2026-09-23
코스피,062040,산일전기,166,1.31,2026-09-23
코스피,000810,삼성화재,50,1.26,2026-09-23
코스피,192820,코스맥스,120,1.25,2026-09-23
코스피,005490,POSCO홀딩스,100,1.22,2026-09-23
코스피,034730,SK,51,1.15,2026-09-23
코스피,012450,한화에어로스페이스,28,1.14,2026-09-23
코스피,003490,대한항공,900,1.09,2026-09-23
코스피,017670,SK텔레콤,302,1.01,2026-09-23
코스피,032830,삼성생명,90,1.01,2026-09-23
코스피,006260,LS,80,1.0,2026-09-23
코스피,028260,삼성물산,70,0.99,2026-09-23
코스피,003230,삼양식품,20,0.96,2026-09-23
코스피,207940,삼성바이오로직스,18,0.96,2026-09-23
코스피,079550,LIG디펜스앤에어로스페이스,33,0.89,2026-09-23
코스피,329180,HD현대중공업,50,0.88,2026-09-23
코스피,088350,한화생명,4000,0.87,2026-09-23
코스피,007660,이수페타시스,200,0.87,2026-09-23
코스피,005935,삼성전자우,100,0.81,2026-09-23
코스피,005380,현대차,55,0.76,2026-09-23
코스피,078930,GS,159,0.68,2026-09-23
코스피,010120,LS ELECTRIC,80,0.65,2026-09-23
코스피,001820,삼화콘덴서,100,0.57,2026-09-23
코스피,000150,두산,10,0.57,2026-09-23
코스피,066970,엘앤에프,133,0.55,2026-09-23
코스피,068270,셀트리온,79,0.54,2026-09-23
코스피,161890,한국콜마,90,0.51,2026-09-23
코스피,375500,DL이앤씨,150,0.49,2026-09-23
코리아밸류업,005930,삼성전자,1184,22.77,2026-09-23
코리아밸류업,000660,SK하이닉스,156,19.97,2026-09-23
코리아밸류업,402340,SK스퀘어,93,7.33,2026-09-23
코리아밸류업,105560,KB금융,356,4.35,2026-09-23
코리아밸류업,055550,신한지주,480,3.78,2026-09-23
코리아밸류업,012450,한화에어로스페이스,40,2.94,2026-09-23
코리아밸류업,086790,하나금융지주,291,2.75,2026-09-23
코리아밸류업,000270,기아,284,2.34,2026-09-23
코리아밸류업,267260,HD현대일렉트릭,37,1.84,2026-09-23
코리아밸류업,316140,우리금융지주,734,1.83,2026-09-23
코리아밸류업,079550,LIG디펜스앤에어로스페이스,36,1.76,2026-09-23
코리아밸류업,329180,HD현대중공업,53,1.68,2026-09-23
코리아밸류업,009540,HD한국조선해양,69,1.63,2026-09-23
코리아밸류업,012330,현대모비스,61,1.58,2026-09-23
코리아밸류업,005380,현대차,63,1.58,2026-09-23
코리아밸류업,000810,삼성화재,34,1.55,2026-09-23
코리아밸류업,128940,한미약품,42,1.47,2026-09-23
코리아밸류업,058470,리노공업,258,1.35,2026-09-23
코리아밸류업,131290,티에스이,65,1.27,2026-09-23
코리아밸류업,000990,DB하이텍,138,1.26,2026-09-23
코리아밸류업,031980,피에스케이홀딩스,107,1.18,2026-09-23
코리아밸류업,009150,삼성전기,11,1.14,2026-09-23
코리아밸류업,007660,이수페타시스,128,1.01,2026-09-23
코리아밸류업,086280,현대글로비스,68,0.96,2026-09-23
코리아밸류업,267250,HD현대,56,0.81,2026-09-23
코리아밸류업,011070,LG이노텍,18,0.68,2026-09-23
코리아밸류업,033780,KT&G,55,0.68,2026-09-23
코리아밸류업,062040,산일전기,47,0.67,2026-09-23
코리아밸류업,005830,DB손해보험,49,0.63,2026-09-23
코리아밸류업,028050,삼성E&A,160,0.57,2026-09-23
코리아밸류업,000150,두산,5,0.51,2026-09-23
코리아밸류업,095610,테스,49,0.51,2026-09-23
코리아밸류업,003490,대한항공,230,0.5,2026-09-23
코리아밸류업,006800,미래에셋증권,219,0.5,2026-09-23
코리아밸류업,039030,이오테크닉스,15,0.49,2026-09-23
코리아밸류업,319660,피에스케이,54,0.49,2026-09-23
코리아밸류업,443060,HD현대마린솔루션,23,0.39,2026-09-23
코리아밸류업,278470,에이피알,15,0.38,2026-09-23
코리아밸류업,175330,JB금융지주,173,0.37,2026-09-23
코리아밸류업,034730,SK,9,0.37,2026-09-23
코리아밸류업,003230,삼양식품,4,0.35,2026-09-23
코리아밸류업,042700,한미반도체,19,0.32,2026-09-23
코리아밸류업,034020,두산에너빌리티,50,0.3,2026-09-23
코리아밸류업,403870,HPSP,78,0.3,2026-09-23
코리아밸류업,214450,파마리서치,7,0.16,2026-09-23
코스닥,119850,지엔씨에너지,399,5.66,2026-09-23
코스닥,095610,테스,129,4.95,2026-09-23
코스닥,036930,주성엔지니어링,89,4.68,2026-09-23
코스닥,058610,에스피지,180,4.59,2026-09-23
코스닥,403870,HPSP,299,4.19,2026-09-23
코스닥,039030,이오테크닉스,33,4.03,2026-09-23
코스닥,108490,로보티즈,49,3.8,2026-09-23
코스닥,131290,티에스이,50,3.63,2026-09-23
코스닥,064290,인텍플러스,230,3.3,2026-09-23
코스닥,277810,레인보우로보틱스,27,3.05,2026-09-23
코스닥,196170,알테오젠,47,3.03,2026-09-23
코스닥,086520,에코프로,128,2.65,2026-09-23
코스닥,031980,피에스케이홀딩스,59,2.41,2026-09-23
코스닥,240810,원익IPS,69,2.32,2026-09-23
코스닥,222800,심텍,59,2.26,2026-09-23
코스닥,067310,하나마이크론,191,2.25,2026-09-23
코스닥,095340,ISC,40,2.15,2026-09-23
코스닥,226950,올릭스,79,2.08,2026-09-23
코스닥,080220,제주반도체,99,1.93,2026-09-23
코스닥,084370,유진테크,49,1.89,2026-09-23
