ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,115,9.86,2026-09-07
글로벌휴머노이드로봇,TSLA,Tesla Inc,56,7.91,2026-09-07
글로벌휴머노이드로봇,TER,Teradyne Inc,47,5.97,2026-09-07
글로벌휴머노이드로봇,HSAI,Hesai Group,167,1.16,2026-09-07
미국나스닥100,NVDA,NVIDIA Corp,229,7.95,2026-09-07
미국나스닥100,DELL,Dell Technologies Inc,64,5.02,2026-09-07
미국나스닥100,SNDK,Sandisk Corp,20,4.72,2026-09-07
미국나스닥100,BE,Bloom Energy Corp,124,4.44,2026-09-07
미국나스닥100,AMZN,Amazon.com Inc,105,4.13,2026-09-07
미국나스닥100,TSLA,Tesla Inc,64,3.66,2026-09-07
미국나스닥100,HOOD,Robinhood Markets Inc,193,3.66,2026-09-07
미국나스닥100,SKHY,SK hynix Inc,144,3.58,2026-09-07
미국나스닥100,MSFT,Microsoft Corp,45,3.49,2026-09-07
미국나스닥100,COIN,Coinbase Global Inc,108,3.16,2026-09-07
미국나스닥100,SNOW,Snowflake Inc,58,3.14,2026-09-07
미국나스닥100,INTC,Intel Corp,210,2.92,2026-09-07
미국나스닥100,LITE,Lumentum Holdings Inc,22,2.83,2026-09-07
미국나스닥100,GOOGL,Alphabet Inc,50,2.6,2026-09-07
미국나스닥100,NBIS,Nebius Group NV,78,2.5,2026-09-07
미국나스닥100,MSTR,Strategy Inc,109,2.4,2026-09-07
미국나스닥100,MRVL,Marvell Technology Inc,74,2.35,2026-09-07
미국나스닥100,MU,Micron Technology Inc,16,2.33,2026-09-07
미국나스닥100,AAOI,Applied Optoelectronics Inc,141,2.15,2026-09-07
미국나스닥100,PLTR,Palantir Technologies Inc,74,2.05,2026-09-07
미국나스닥100,AMD,Advanced Micro Devices Inc,29,2.01,2026-09-07
미국나스닥100,VRT,Vertiv Holdings Co,40,1.63,2026-09-07
미국나스닥100,SPCX,Space Exploration Technologies Corp,71,1.62,2026-09-07
미국나스닥100,AVGO,Broadcom Inc,28,1.52,2026-09-07
미국나스닥100,CRWV,CoreWeave Inc,118,1.52,2026-09-07
미국나스닥100,AAPL,Apple Inc,30,1.5,2026-09-07
미국나스닥100,TSEM,Tower Semiconductor Ltd,45,1.41,2026-09-07
미국나스닥100,META,Meta Platforms Inc,15,1.39,2026-09-07
미국나스닥100,TER,Teradyne Inc,26,1.34,2026-09-07
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.33,2026-09-07
미국나스닥100,WDC,Western Digital Corp,19,1.27,2026-09-07
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,45,1.12,2026-09-07
미국나스닥100,GLW,Corning Inc,45,1.0,2026-09-07
미국나스닥100,NOW,ServiceNow Inc,44,0.97,2026-09-07
미국나스닥100,ARM,ARM Holdings PLC,25,0.92,2026-09-07
미국나스닥100,LLY,Eli Lilly & Co,5,0.88,2026-09-07
미국나스닥100,GEV,GE Vernova Inc,6,0.86,2026-09-07
미국나스닥100,PANW,Palo Alto Networks Inc,17,0.86,2026-09-07
미국나스닥100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,13,0.82,2026-09-07
미국나스닥100,QCOM,QUALCOMM Inc,32,0.82,2026-09-07
미국나스닥100,ALAB,Astera Labs Inc,19,0.82,2026-09-07
미국S&P500,NVDA,NVIDIA Corp,147,7.21,2026-09-07
미국S&P500,GOOGL,Alphabet Inc,69,5.07,2026-09-07
미국S&P500,MSFT,Microsoft Corp,44,4.82,2026-09-07
미국S&P500,AAPL,Apple Inc,55,3.87,2026-09-07
미국S&P500,AMZN,Amazon.com Inc,59,3.28,2026-09-07
미국S&P500,BRK-B,Berkshire Hathaway Inc,29,3.16,2026-09-07
미국S&P500,JNJ,Johnson & Johnson,51,3.05,2026-09-07
미국S&P500,JPM,JPMorgan Chase & Co,39,3.03,2026-09-07
미국S&P500,AVGO,Broadcom Inc,35,2.68,2026-09-07
미국S&P500,CVX,Chevron Corp,54,2.45,2026-09-07
미국S&P500,CAT,Caterpillar Inc,13,2.23,2026-09-07
미국S&P500,DELL,Dell Technologies Inc,18,2.0,2026-09-07
미국S&P500,LLY,Eli Lilly & Co,8,1.99,2026-09-07
미국S&P500,UNH,UnitedHealth Group Inc,22,1.89,2026-09-07
미국S&P500,HOOD,Robinhood Markets Inc,64,1.71,2026-09-07
미국S&P500,MRK,Merck & Co Inc,50,1.64,2026-09-07
미국S&P500,NEM,Newmont Corp,51,1.43,2026-09-07
미국S&P500,BE,Bloom Energy Corp,28,1.42,2026-09-07
미국S&P500,TSLA,Tesla Inc,17,1.37,2026-09-07
미국S&P500,TSM,Taiwan Semiconductor Manufacturing Co Ltd,15,1.34,2026-09-07
미국S&P500,KO,Coca-Cola Co/The,68,1.3,2026-09-07
미국S&P500,MU,Micron Technology Inc,6,1.23,2026-09-07
미국S&P500,SNOW,Snowflake Inc,16,1.22,2026-09-07
미국S&P500,V,Visa Inc,15,1.22,2026-09-07
미국S&P500,COST,Costco Wholesale Corp,6,1.19,2026-09-07
미국S&P500,META,Meta Platforms Inc,9,1.18,2026-09-07
미국S&P500,PLTR,Palantir Technologies Inc,28,1.1,2026-09-07
미국S&P500,AMD,Advanced Micro Devices Inc,11,1.08,2026-09-07
미국S&P500,NEE,NextEra Energy Inc,57,1.03,2026-09-07
미국S&P500,PEP,PepsiCo Inc,33,0.99,2026-09-07
미국S&P500,MRVL,Marvell Technology Inc,22,0.99,2026-09-07
미국S&P500,VRT,Vertiv Holdings Co,17,0.98,2026-09-07
미국S&P500,SBUX,Starbucks Corp,43,0.98,2026-09-07
미국S&P500,LIN,Linde PLC,9,0.93,2026-09-07
미국S&P500,LITE,Lumentum Holdings Inc,5,0.91,2026-09-07
미국S&P500,BAC,Bank of America Corp,66,0.89,2026-09-07
미국S&P500,MS,Morgan Stanley,18,0.84,2026-09-07
미국S&P500,WMT,Walmart Inc,36,0.84,2026-09-07
미국S&P500,ARM,ARM Holdings PLC,15,0.78,2026-09-07
미국S&P500,INTC,Intel Corp,39,0.77,2026-09-07
미국S&P500,GS,Goldman Sachs Group Inc/The,3,0.67,2026-09-07
미국S&P500,SNDK,Sandisk Corp,2,0.67,2026-09-07
미국S&P500,CSCO,Cisco Systems Inc,28,0.65,2026-09-07
미국S&P500,PANW,Palo Alto Networks Inc,9,0.64,2026-09-07
미국S&P500,VLO,Valero Energy Corp,8,0.64,2026-09-07
미국S&P500,GEV,GE Vernova Inc,3,0.61,2026-09-07
미국S&P500,ABT,Abbott Laboratories,24,0.56,2026-09-07
미국S&P500,CRWD,Crowdstrike Holdings Inc,12,0.55,2026-09-07
미국S&P500,CEG,Constellation Energy Corp,9,0.55,2026-09-07
미국S&P500,NBIS,Nebius Group NV,12,0.54,2026-09-07
미국S&P500,ETN,Eaton Corp PLC,6,0.51,2026-09-07
미국S&P500,VZ,Verizon Communications Inc,47,0.51,2026-09-07
미국S&P500,NOW,ServiceNow Inc,16,0.5,2026-09-07
미국S&P500,FSLR,First Solar Inc,11,0.49,2026-09-07
미국S&P500,GILD,Gilead Sciences Inc,15,0.49,2026-09-07
미국S&P500,WFC,Wells Fargo & Co,25,0.48,2026-09-07
미국S&P500,FCX,Freeport-McMoRan Inc,29,0.45,2026-09-07
미국S&P500,CVS,CVS Health Corp,20,0.42,2026-09-07
미국S&P500,T,AT&T Inc,71,0.4,2026-09-07
글로벌AI인공지능,SNDK,Sandisk Corp,27,4.99,2026-09-07
글로벌AI인공지능,SNOW,Snowflake Inc,103,4.37,2026-09-07
글로벌AI인공지능,SKHY,SK hynix Inc,209,4.07,2026-09-07
글로벌AI인공지능,CRM,Salesforce Inc,111,3.49,2026-09-07
글로벌AI인공지능,NVDA,NVIDIA Corp,117,3.18,2026-09-07
글로벌AI인공지능,INTC,Intel Corp,287,3.13,2026-09-07
글로벌AI인공지능,AMZN,Amazon.com Inc,101,3.11,2026-09-07
글로벌AI인공지능,WDC,Western Digital Corp,58,3.05,2026-09-07
글로벌AI인공지능,NOW,ServiceNow Inc,169,2.93,2026-09-07
글로벌AI인공지능,STX,Seagate Technology Holdings PLC,29,2.75,2026-09-07
글로벌AI인공지능,GOOG,Alphabet Inc,67,2.7,2026-09-07
글로벌AI인공지능,SAP,SAP SE,104,2.68,2026-09-07
글로벌AI인공지능,AMD,Advanced Micro Devices Inc,49,2.66,2026-09-07
글로벌AI인공지능,MSTR,Strategy Inc,148,2.55,2026-09-07
글로벌AI인공지능,COIN,Coinbase Global Inc,106,2.43,2026-09-07
글로벌AI인공지능,BABA,Alibaba Group Holding Ltd,172,2.29,2026-09-07
글로벌AI인공지능,DELL,Dell Technologies Inc,35,2.15,2026-09-07
글로벌AI인공지능,ACN,Accenture PLC,93,2.14,2026-09-07
글로벌AI인공지능,IBM,International Business Machines Corp,73,2.04,2026-09-07
글로벌AI인공지능,LITE,Lumentum Holdings Inc,20,2.02,2026-09-07
글로벌AI인공지능,TSLA,Tesla Inc,45,2.01,2026-09-07
글로벌AI인공지능,META,Meta Platforms Inc,27,1.96,2026-09-07
글로벌AI인공지능,MELI,MercadoLibre Inc,8,1.89,2026-09-07
글로벌AI인공지능,AAOI,Applied Optoelectronics Inc,151,1.8,2026-09-07
글로벌AI인공지능,ARM,ARM Holdings PLC,55,1.59,2026-09-07
글로벌AI인공지능,ASML,ASML Holding NV,8,1.57,2026-09-07
글로벌AI인공지능,ROP,Roper Technologies Inc,28,1.41,2026-09-07
글로벌AI인공지능,HOOD,Robinhood Markets Inc,89,1.32,2026-09-07
글로벌AI인공지능,QCOM,QUALCOMM Inc,62,1.24,2026-09-07
글로벌AI인공지능,TSM,Taiwan Semiconductor Manufacturing Co Ltd,24,1.19,2026-09-07
글로벌AI인공지능,EBAY,eBay Inc,65,0.82,2026-09-07
글로벌AI인공지능,PDD,PDD Holdings Inc,84,0.82,2026-09-07
글로벌바이오,LLY,Eli Lilly & Co,43,11.81,2026-09-07
글로벌바이오,JNJ,Johnson & Johnson,102,6.73,2026-09-07
글로벌바이오,MRNA,Moderna Inc,174,6.14,2026-09-07
글로벌바이오,MRK,Merck & Co Inc,167,6.03,2026-09-07
글로벌바이오,TMO,Thermo Fisher Scientific Inc,36,5.28,2026-09-07
글로벌바이오,BIIB,Biogen Inc,82,4.36,2026-09-07
글로벌바이오,ILMN,Illumina Inc,81,4.25,2026-09-07
글로벌바이오,NVS,Novartis AG,108,4.17,2026-09-07
글로벌바이오,GILD,Gilead Sciences Inc,99,3.55,2026-09-07
글로벌바이오,RVTY,Revvity Inc,113,3.5,2026-09-07
글로벌바이오,ABT,Abbott Laboratories,133,3.43,2026-09-07
글로벌바이오,NTRA,Natera Inc,43,3.34,2026-09-07
