종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),EPS(FY2),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,fwd기준,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
SBUX,Starbucks,107.06,1140.0,38340.0,122050.0,,13.67,8.33,2.32,,36.34,1.85,,FY 2026,FY 2025,37990.0,4300.0,2670.0,2952.638707266953,2.59,3.12,28.38372093023256,41.335907335907336,18.973691787025068,2.453486112840952,21.25768990387627,1.9657128425740988,,2.0199999999999996,20.463320463320468,eps,11.318768096867597,9.897794513179129,2.1785906401291077,16.84782608695652,112.23,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Starbucks Corp,1,미국S&P500,0.98,2.453486112840952,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30",,2026-08-24
LIN,Linde,487.57,460.98,35450.0,224760.0,18.4,12.37,7.53,1.31,0.69,26.08,3.0,,FY 2026,FY 2025,36300.0,10800.0,7650.0,8242.321717907173,17.88,19.57,20.81111111111111,27.269015659955258,4.0124408756791325,2.141288278871895,4.698380979889688,3.016931931108676,,2.885029585798814,9.451901565995534,eps,29.75206611570248,28.184760223595173,6.796116504854366,12.734864300626313,547.24,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Linde PLC,1,미국S&P500,0.95,2.141288278871895,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
TKO,TKO Group,193.14,189.27,5300.0,36560.0,7.06,7.84,7.39,1.64,0.59,36.69,1.19,,FY 2026,FY 2025,5820.0,1590.0,495.13,662.5245935590764,3.5,3.99,22.9937106918239,55.18285714285714,2.4219142857142844,0.7030985973164099,4.849952644443081,1.0112108395434045,,3.9416326530612205,14.000000000000012,eps,27.31958762886598,18.793881856540086,22.78481012658229,78.4852328727142,231.16,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,TKO Group Holdings Inc,1,글로벌소비트렌드,0.93,0.7030985973164099,탈락,"PEG매출>1,ROE<10,fPER>30",비지배괴리,2026-08-24
PSKY,Paramount Skydance,10.37,1120.0,29110.0,11610.0,-0.9,7.17,7.83,1.93,1.26,12.54,0.55,-25.97,FY 2026,FY 2025,29910.0,1770.0,444.03,638.1581485053036,0.57,0.86,6.559322033898305,18.192982456140353,5.152894736842095,,6.742858676779711,0.6360748994159056,,0.35758620689655174,50.877192982456144,eps,5.917753259779338,6.5420560747663545,3.530633437175501,-6.349206349206349,9.81,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Paramount Skydance Corp,1,글로벌소비트렌드,0.92,0.35758620689655174,탈락,"PEG매출>1,ROE<10,이익률<10","기저효과(fwd),비지배괴리",2026-08-24
BAC,Bank of America,61.69,6990.0,113930.0,431380.0,11.2,,3.77,2.08,,12.4,0.8,,FY 2026,FY 2025,124070.0,50400.0,34050.0,32725.861565893985,4.68,5.3,8.559126984126983,13.181623931623932,1.3590170161045285,0.8132105688684633,1.7742091600438448,0.7346023652550479,,0.9950000000000002,13.247863247863245,eps,40.622229386636576,38.34659593280283,9.699381078691417,16.209361309661062,68.77,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Bank of America Corp,1,미국S&P500,0.91,0.8132105688684633,탈락,PEG매출>1,,2026-08-24
MS,Morgan Stanley,213.99,1570.0,77830.0,336420.0,17.97,3.43,3.89,2.15,5.17,16.39,1.5,,FY 2026,FY 2025,82660.0,27080.0,20340.0,20390.52011776251,12.97,13.63,12.423190546528804,16.498843484965306,0.9384050946545807,5.153924441017738,1.5101579474320932,1.0616526818100043,,3.2422727272727223,5.088666152659993,eps,32.76070650858941,37.32574679943101,17.581792318634413,3.2012195121951192,236.62,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Morgan Stanley,1,미국S&P500,0.86,5.153924441017738,탈락,PEG영익>1,,2026-08-24
ULTA,Ulta Beauty,521.52,42.99,12710.0,22420.0,47.45,26.13,8.11,,0.89,17.61,1.88,,FY 2027,FY 2026,13250.0,1650.0,1240.0,1237.6741064580456,28.79,31.82,13.587878787878788,18.114623133032303,2.6097695420729075,2.30961444946162,2.9469830094793923,1.588791595535136,,1.721188118811881,10.52448766932963,eps,12.452830188679245,12.34866828087167,6.94108151735271,7.843137254901955,623.42,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Ulta Beauty Inc,1,글로벌소비트렌드,0.86,2.30961444946162,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
EXPE,Expedia Group,321.63,120.02,15700.0,38600.0,89.49,256.54,10.35,0.6,2.3,14.48,0.63,,FY 2026,FY 2025,16200.0,2840.0,2270.0,2504.6855081926437,20.87,24.19,13.591549295774648,15.411116435074268,1.5442567693105043,0.4895295808788296,1.8067720042714661,0.6557970684178971,,0.968765060240964,15.908001916626734,eps,17.530864197530864,14.663951120162933,9.979633401221989,31.481481481481488,336.23,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Expedia Group Inc,1,글로벌소비트렌드,0.81,0.4895295808788296,탈락,PEG매출>1,,2026-08-24
ETSY,"Etsy, Inc.",81.03,91.78,2940.0,7440.0,,26.36,10.25,,,13.16,1.09,,FY 2026,FY 2025,2850.0,537.3,281.87,543.5616438356165,5.92,6.84,13.847012841987718,13.6875,,0.29728839512367927,8.827911026538155,0.3439435951479634,,0.880760869565217,15.540540540540547,eps,18.852631578947367,12.774652777777778,-1.041666666666663,46.041151368541186,87.04,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Etsy Inc,1,글로벌소비트렌드,0.76,0.29728839512367927,탈락,"PEG매출>1,ROE<10",,2026-08-24
XYZ,Block,81.63,600.79,25040.0,49360.0,1.61,2.72,16.17,,0.33,17.94,0.71,,FY 2026,FY 2025,26040.0,2230.0,1040.0,2448.952590959206,4.05,5.19,22.134529147982065,20.155555555555555,2.6354750750750733,0.7547612293144206,2.144838684205668,0.42006310214366377,,0.7160526315789468,28.148148148148167,eps,8.563748079877112,7.275733774286895,7.647788342290207,26.70454545454546,97.98,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Block Inc,1,글로벌소비트렌드,0.76,0.7547612293144206,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-08-24
MTCH,Match Group,40.86,229.55,3510.0,9380.0,,25.77,9.31,1.96,,13.55,0.74,,FY 2026,FY 2025,3480.0,983.25,680.1,922.8487518355358,4.02,4.75,9.539791507754895,10.164179104477613,,3.6954437349725358,5.507738568515661,0.49523790233314124,,0.5597260273972601,18.159203980099512,eps,28.254310344827587,27.419197707736387,-0.2865329512893977,2.7504624162687064,41.81,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Match Group Inc,1,글로벌소비트렌드,0.75,3.6954437349725358,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
SPHR,Sphere Entertainment Co.,158.45,35.91,1360.0,5690.0,-3.1,-3.21,11.78,,0.41,,,,FY 2026,FY 2025,1370.0,-91.26,-86.08,,-1.88,-2.05,,,,,,,,,,,-6.661313868613139,-12.63360655737705,12.295081967213118,,178.77,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Sphere Entertainment Co,1,글로벌소비트렌드,0.75,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
MSGS,Madison Square Garden Sports,406.15,24.08,1150.0,9780.0,,1.5,6.73,,,,,,FY 2027,FY 2026,1080.0,-3.6,-23.48,,-0.56,-0.19,,,,,,,,,,,-0.33333333333333337,2.672173913043478,-6.086956521739129,,480.67,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Madison Square Garden Sports Corp,1,글로벌소비트렌드,0.74,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
ACHR,Archer Aviation,6.2,770.02,6.9,4850.0,-44.47,-30.71,21.43,,0.07,,,-31.74,FY 2026,FY 2025,15.13,-1010.0,-1030.0,,-0.96,-0.81,,,,,,,,,,,-6675.4791804362185,-243100.0,4943.333333333334,,10.61,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Archer Aviation Inc,1,글로벌우주테크&방산,0.73,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
M,Macy's,22.81,263.04,22720.0,6000.0,14.36,7.48,7.26,3.36,1.06,10.09,,,FY 2027,FY 2026,21810.0,926.55,638.2,589.2152564664622,2.24,2.34,6.475635421725757,10.183035714285714,,1.8023253928211023,,23.675448775171812,,2.281000000000008,4.464285714285698,eps,4.2482806052269595,3.87709991158267,-3.5809018567639295,5.649942987457246,22.95,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Macys Inc,1,글로벌소비트렌드,0.72,1.8023253928211023,탈락,"PEG매출>1,PEG영익>1,이익률<10,전년이익률<5",,2026-08-24
GS,The Goldman Sachs Group,1033.11,302.77,67570.0,314660.0,16.9,2.14,2.94,1.92,7.25,14.9,1.03,,FY 2026,FY 2025,72130.0,28830.0,21570.0,21539.579715615957,70.72,74.03,10.914325355532432,14.60845588235294,0.681651437087011,0.4939789413105667,1.2930328243807547,0.7266134660471227,,3.1211782477341425,4.680429864253388,eps,39.969499514765005,37.45791245791246,21.430976430976422,29.57303370786517,1142.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Goldman Sachs Group Inc/The,1,미국S&P500,0.66,0.4939789413105667,통과,,,2026-08-24
JOYY,JOYY Inc.,73.61,50.38,2190.0,3710.0,3.26,1.01,6.73,8.15,0.01,12.51,1.23,,FY 2026,FY 2025,2330.0,171.77,210.59,272.6681157451433,5.41,6.37,21.59864935669791,13.606284658040664,1.373586832145057,,1.346774485833754,1.428133687616871,,0.7667708333333331,17.744916820702407,eps,7.372103004291845,3.0377358490566038,9.905660377358494,166.72360248447205,81.08,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,JOYY Inc,1,글로벌소비트렌드,0.66,0.7667708333333331,탈락,"PEG매출>1,ROE<10,이익률<10,전년이익률<5",기저효과(fwd),2026-08-24
SNAP,Snap Inc.,5.24,1690.0,6350.0,8860.0,-15.58,-3.26,7.57,,2.19,7.3,0.2,-26.82,FY 2026,FY 2025,6680.0,-88.36,-104.84,1031.4122137404581,0.61,0.78,,8.59016393442623,0.6791956284153006,,0.6852233734805386,0.19852433732032276,,0.30823529411764694,27.868852459016402,eps,-1.322754491017964,-8.974198988195615,12.647554806070826,,7.38,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Snap Inc,1,글로벌소비트렌드,0.64,0.30823529411764694,탈락,"ROE<10,이익률<10,전년이익률<5",기저효과(fwd),2026-08-24
WMG,Warner Music Group,27.13,523.11,7300.0,14190.0,70.07,18.11,9.16,2.95,4.53,16.43,0.41,-16.37,FY 2026,FY 2025,7330.0,1220.0,769.47,931.0062661260598,1.78,1.97,11.631147540983607,15.241573033707864,1.6495315331641895,0.7330470840021402,2.02145743642581,0.5629810914914013,,1.427894736842106,10.67415730337078,eps,16.64392905866303,15.052160953800298,9.239940387481372,20.79207920792079,36.88,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Warner Music Group Corp,1,글로벌소비트렌드,0.64,0.7330470840021402,탈락,PEG매출>1,,2026-08-24
ENTG,Entegris,143.66,152.8,3330.0,21950.0,7.67,7.01,10.75,0.28,0.86,32.07,1.16,,FY 2026,FY 2025,3570.0,880.32,412.0,598.9419462620075,3.92,5.02,24.93411486732097,36.64795918367347,3.1695532266960815,0.45085754407154033,3.03312896022296,1.0438223558360755,,1.3060000000000005,28.06122448979591,eps,24.658823529411766,15.174999999999999,11.562500000000009,81.28500823723228,173.36,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Entegris Inc,1,미국S&P500,0.6,0.45085754407154033,탈락,"PEG매출>1,ROE<10,fPER>30",,2026-08-24
RUM,RUM Group,8.95,400.02,117.66,3620.0,-18.41,-6.62,9.29,,0.35,,,,FY 2026,FY 2025,243.73,-216.44,-205.26,80.89385474860336,0.2,0.34,,44.74999999999999,0.31463524561526096,,0.3297916804225123,,,0.6392857142857142,70.0,eps,-88.80318385098265,-112.00556549393758,142.22818525144106,,,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,RUM Group Inc,1,글로벌소비트렌드,0.59,0.6392857142857142,탈락,"ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
GRND,Grindr,15.53,173.82,509.82,2700.0,108.65,32.25,5.29,,,26.64,,-1.58,FY 2026,FY 2025,542.58,149.36,91.22,104.31423052157116,0.6,0.77,18.077129084092125,25.883333333333333,1.108889592260745,,1.2814087998694652,0.9245364893312304,,0.9135294117647056,28.333333333333343,eps,27.5277378451104,30.054557854057744,23.34166856103661,12.971787308070493,20.8,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Grindr Inc,1,글로벌소비트렌드,0.56,0.9135294117647056,탈락,PEG매출>1,기저효과(fwd),2026-08-24
DUOL,Duolingo,146.13,46.79,1150.0,6840.0,34.42,78.85,8.98,,0.06,55.41,,-56.88,FY 2026,FY 2025,1210.0,131.7,138.46,310.3346335454732,6.63,7.68,51.93621867881549,22.040723981900452,1.3483737024221447,,1.535470824300773,,,1.3917142857142868,15.837104072398178,eps,10.884297520661155,13.580769230769233,16.346153846153854,-6.75446049277827,127.07,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Duolingo Inc,1,글로벌소비트렌드,0.55,,탈락,"PEG매출>1,PEG영익>1",비지배괴리,2026-08-24
ETN,Eaton Corporation,414.0,388.4,30030.0,162820.0,19.68,10.61,9.68,1.05,1.05,27.94,2.61,,FY 2026,FY 2025,32750.0,6640.0,4290.0,5317.213526570048,13.52,16.01,24.521084337349397,30.62130177514793,1.5859523277883225,1.2111410403603289,2.0248849604972983,2.018449292811303,,1.662650602409638,18.417159763313617,eps,20.27480916030534,19.30783242258652,19.307832422586515,25.283018867924522,477.37,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eaton Corp PLC,1,미국S&P500,0.55,1.2111410403603289,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
CEG,Constellation Energy Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: forecast 표 없음,미분류,Stock Lists Top Stocks Corporate Actions,Constellation Energy Corp,1,미국S&P500,0.54,,보류,컨센서스 없음,,2026-08-24
TAL,TAL Education Group,11.32,554.65,3190.0,6280.0,23.71,23.94,4.77,,0.1,12.66,0.58,,FY 2027,FY 2026,3740.0,526.19,810.91,732.2968197879858,1.32,1.17,11.934852429730704,8.575757575757576,0.35360315483603166,,0.40231270823859583,0.9844223924693482,,,-11.363636363636376,eps,14.069251336898397,9.17076411960133,24.252491694352152,90.62092450369512,16.01,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,TAL Education Group,1,글로벌소비트렌드,0.54,,탈락,FY2역성장,"기저효과(fwd),비지배괴리",2026-08-24
LRN,Stride,84.31,41.16,2520.0,3470.0,21.74,26.56,4.38,,0.33,9.67,,-48.35,FY 2027,FY 2026,2570.0,467.2,344.94,359.30613213141976,8.73,9.28,7.427226027397261,9.65750286368843,4.867381443298986,2.649612030349862,3.0896578556306107,1.7406051197031969,,1.5329090909090963,6.300114547537206,eps,18.17898832684825,17.88769841269841,1.984126984126977,3.644874326153036,109.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Stride Inc,1,글로벌소비트렌드,0.52,2.649612030349862,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
VZ,Verizon,49.51,4150.0,138900.0,205450.0,15.84,8.27,4.26,5.72,1.84,9.75,1.34,,FY 2026,FY 2025,140910.0,32530.0,18710.0,20789.830337305593,5.01,5.28,6.315708576698432,9.882235528942116,5.020684293178359,3.5542358464888513,5.106812226263424,1.6811698508910369,,1.8337037037037007,5.389221556886237,eps,23.08565751188702,22.903249149721397,1.9683045082856898,2.7804107424960423,51.56,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Verizon Communications Inc,1,미국S&P500,0.52,3.5542358464888513,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
CRWD,CrowdStrike,190.39,1020.0,5090.0,195450.0,-0.25,-31.88,11.0,,0.18,147.07,5.19,,FY 2027,FY 2026,5950.0,1470.0,175.09,1262.689742108304,1.23,1.57,132.9591836734694,154.78861788617886,6.53099343888176,,6.82294227413312,5.1717440364662615,,5.5997058823529375,27.642276422764244,eps,24.705882352941178,-5.166735966735967,23.70062370062369,,209.74,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Crowdstrike Holdings Inc,1,미국S&P500,0.5,5.5997058823529375,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
MSGE,MSGE,79.75,47.31,1060.0,3780.0,407.54,11.27,6.12,,25.67,33.2,1.07,,FY 2027,FY 2026,1130.0,189.18,116.07,130.81880877742947,2.76,2.91,19.980970504281636,28.894927536231886,4.375517598343679,2.238254789040988,5.24537253220112,1.0506147846568525,,5.316666666666643,5.434782608695676,eps,16.741592920353984,15.806603773584907,6.60377358490567,12.90957923008056,91.63,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Madison Square Garden Entertainment Corp,1,글로벌소비트렌드,0.48,2.238254789040988,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
PANW,Palo Alto Networks,355.85,815.0,10610.0,291660.0,4.83,3.65,9.1,,0.08,91.43,5.37,,FY 2026,FY 2025,11420.0,3330.0,904.57,3098.1447239005197,3.78,4.12,87.58558558558559,94.14021164021165,3.945330687830688,0.4457080816594091,4.1805242064274735,8.508290016223992,,10.466176470588229,8.994708994709,eps,29.15936952714536,11.605206073752711,23.86117136659436,211.21495327102804,359.15,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Palo Alto Networks Inc,1,미국S&P500,0.46,10.466176470588229,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30",기저효과(fwd),2026-08-24
WFC,Wells Fargo & Company,83.95,3020.0,83030.0,253530.0,12.58,,3.22,2.39,,11.28,0.84,,FY 2026,FY 2025,88930.0,33040.0,22370.0,21744.08576533651,7.2,7.9,7.673426150121065,11.659722222222223,1.8660014340344158,0.8050229266347688,2.169151019519571,0.9804713527730229,,1.1992857142857132,9.722222222222232,eps,37.15281682221973,34.48028673835125,6.24850657108722,14.483714483714483,100.24,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Wells Fargo & Co,1,미국S&P500,0.46,0.8050229266347688,탈락,PEG매출>1,,2026-08-24
CHWY,Chewy,24.01,409.42,12840.0,9830.0,63.82,81.7,11.48,,1.23,15.02,0.52,-41.31,FY 2027,FY 2026,13490.0,431.62,323.2,626.4014993752603,1.53,1.83,22.774662897919466,15.692810457516341,2.221678783873101,,2.236782071071905,0.7830992417287777,,0.8003333333333335,19.6078431372549,eps,3.199555226093403,2.018253968253968,7.063492063492061,69.72866692882423,30.77,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Chewy Inc,1,글로벌소비트렌드,0.44,0.8003333333333335,탈락,"PEG매출>1,이익률<10,전년이익률<5",기저효과(fwd),2026-08-24
KLAC,KLA Corporation,183.99,1310.0,13580.0,240390.0,87.5,66.75,12.06,0.5,0.97,33.76,1.67,,FY 2027,FY 2026,18100.0,8400.0,7010.0,7120.634273601826,5.45,6.6,28.617857142857144,33.75963302752294,1.0142827798977025,0.6973705216634298,1.3614219868130224,1.0391269749355454,,1.5999130434782622,21.100917431192645,eps,46.408839779005525,41.67893961708395,33.28424153166421,48.40989399293287,231.78,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,KLA Corp,1,미국나스닥100,0.43,0.6973705216634298,탈락,"PEG매출>1,fPER>30",,2026-08-24
CVS,CVS Health,93.02,1280.0,412650.0,118970.0,6.21,7.17,5.93,2.86,0.96,11.42,1.08,,FY 2026,FY 2025,417730.0,16760.0,8800.0,10167.829499032467,7.95,8.51,7.098448687350835,11.70062893081761,2.6135544499490586,,3.1972253511269293,0.9526095669345175,,1.661071428571429,7.044025157232703,eps,4.012160965216767,2.506065077658005,4.476902683640538,67.26546906187625,116.08,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,CVS Health Corp,1,미국S&P500,0.41,1.661071428571429,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,전년이익률<5",기저효과(fwd),2026-08-24
CVNA,Carvana Co.,69.91,1110.0,25060.0,77890.0,58.77,29.73,22.23,,1.11,34.24,1.21,,FY 2026,FY 2025,28900.0,2570.0,1300.0,1816.0592189958518,1.63,2.26,30.30739299610895,42.88957055214724,1.0157529995566807,1.1685854005512584,1.2999789885749238,2.7421699222426694,,1.1096825396825398,38.65030674846626,eps,8.892733564013842,9.251968503937007,42.22440944881889,36.70212765957446,82.98,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Carvana Co,1,글로벌소비트렌드,0.4,1.1685854005512584,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30",,2026-08-24
LOPE,Grand Canyon Education,147.3,25.73,1140.0,3790.0,30.98,46.35,7.24,,0.16,13.76,0.92,-26.81,FY 2026,FY 2025,1170.0,330.74,260.03,263.21588594704684,10.23,11.32,11.459152204148273,14.39882697947214,2.663782991202351,1.5927980304206732,2.528877889221151,1.2353630022511504,,1.351376146788992,10.654936461388065,eps,28.268376068376067,27.326126126126127,5.405405405405395,9.03995780034288,195.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Grand Canyon Education Inc,1,글로벌소비트렌드,0.4,1.5927980304206732,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
VLO,Valero Energy,348.03,287.93,132430.0,100450.0,27.64,25.15,6.95,1.38,0.4,8.41,0.42,,FY 2026,FY 2025,148260.0,16860.0,12090.0,12532.07769445163,43.42,30.52,5.957888493475682,8.015430677107323,0.28753373536628185,0.031347476410469234,1.6455357438319935,0.11515859636055141,,,-29.709811146936904,eps,11.371914204775395,4.088321545627049,27.87648783853718,255.69620253164555,312.53,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Valero Energy Corp,1,미국S&P500,0.37,,탈락,"FY2역성장,전년이익률<5",기저효과(fwd),2026-08-24
ASO,ASO,45.7,62.02,6140.0,2840.0,18.85,10.48,6.48,1.31,0.92,6.98,0.61,-10.51,FY 2027,FY 2026,6320.0,544.72,400.82,401.45295404814,6.46,7.0,5.213687766191804,7.074303405572756,1.585167985322785,0.7330772728035932,1.485380518258843,0.7039985819145149,,0.8462962962962957,8.359133126934992,eps,8.618987341772153,8.211239669421486,4.46280991735537,9.650146946334415,60.05,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Academy Sports & Outdoors Inc,1,글로벌소비트렌드,0.35,0.7330772728035932,탈락,"PEG매출>1,이익률<10",,2026-08-24
NVO,Novo Nordisk,46.92,4430.0,50340.0,207840.0,59.82,39.22,5.6,2.74,0.63,15.24,,-13.92,FY 2026,FY 2025,45664.03241963391,18709.982697386396,14998.24241872325,94661.99488491048,21.37,21.91,11.108508402257007,2.195601310248011,,,,,,0.8688888888888886,2.52690687880206,eps,40.97312853461835,45.49925580793373,-3.3100368860415452,-12.92845967856634,47.49,DKK,6.544,,미분류,Stock Lists Top Stocks Corporate Actions,Novo Nordisk A/S,1,글로벌바이오,0.28,,탈락,"PEG매출>1,PEG영익>1",비지배괴리,2026-08-24
PLTK,Playtika Holding,2.37,381.42,2830.0,903.96,,17.09,5.98,8.44,,3.22,,-34.17,FY 2026,FY 2025,2780.0,349.04,159.84,354.71848101265823,0.93,0.65,2.589846435938574,2.5483870967741935,3.5167741935483714,,4.701739755633321,1.0659247525162232,,,-30.107526881720435,eps,12.555395683453238,15.757246376811592,0.7246376811594235,-19.742469533226014,4.9,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Playtika Holding Corp,1,글로벌소비트렌드,0.27,,탈락,"PEG매출>1,FY2역성장,ROE<10",기저효과(fwd),2026-08-24
