종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,218.36,24150.0,302970.0,65.21,5270000.0,117.21,92.03,16.33,0.46,0.17,18.12,0.35,,FY 2027,FY 2026,411290.0,268850.0,242390.0,224450.44880014655,9.3,19.602008554956296,23.47956989247312,0.2595432978029509,0.22111087088542322,0.3042054913440191,0.2910584136868402,,65.36750224902137,60.382513661202175,90.46494396591646,106.18912493289363,327.65,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",10.06,0.22111087088542322,통과,,,2026-09-11
TSLA,Tesla,363.56,3950.0,103620.0,4.13,1440000.0,4.67,5.46,14.25,,0.18,190.99,7.06,,FY 2026,FY 2025,106100.0,4180.0,3810.0,7010.672241170645,1.77,344.4976076555024,205.40112994350284,17.283220188591287,,16.147344980546794,14.59813789943265,,3.939679547596607,4.597701149425287,11.884424760097012,-4.128440366972475,390.09,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.66,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-11
AMZN,Amazon,251.89,10790.0,775680.0,12.08,2720000.0,30.56,11.94,11.24,,0.46,27.19,1.31,,FY 2026,FY 2025,828280.0,109810.0,134170.0,135519.47278573984,12.55,24.77005737182406,20.07091633466135,1.292137332852497,0.5381400899920263,1.3459913871809177,0.9821250216987851,,13.257594050321147,11.156056463761647,15.53311387602523,37.29682420605152,328.17,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.75,0.5381400899920263,탈락,PEG매출>1,,2026-09-11
META,Meta Platforms,644.38,2550.0,228250.0,38.08,1640000.0,29.85,25.4,10.46,0.33,0.43,19.91,0.99,-15.84,FY 2026,FY 2025,254190.0,87940.0,80980.0,79406.56134578974,31.2,18.649078917443713,20.65320512820513,0.77990880019079,3.6909848134697922,0.8833636316204596,2.4209623591496126,,34.59616822062237,41.43902074936558,26.4815644125989,5.595581171950048,754.15,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.19,3.6909848134697922,탈락,PEG영익>1,,2026-09-11
LLY,Eli Lilly,1123.0,891.36,79670.0,49.72,1000000.0,102.29,42.24,6.66,0.62,1.62,27.53,1.3,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32689.225289403385,36.71,24.360535931790498,30.591119585943883,0.8669257280920969,0.8004900896057563,1.2255629637200671,0.7702260253559774,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1316.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.93,0.8004900896057563,탈락,fPER>30,,2026-09-11
MSFT,Microsoft,492.6,7430.0,331840.0,46.78,3660000.0,34.04,26.18,10.06,0.74,0.29,24.93,1.55,-1.2,FY 2027,FY 2026,391080.0,182160.0,146920.0,146741.77831912303,19.75,20.092226613965746,24.941772151898736,1.3971434285763127,1.4383212142870576,1.335891161181185,1.4854596695798912,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,572.92,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.3,1.4383212142870576,탈락,"PEG매출>1,PEG영익>1",,2026-09-11
AAPL,Apple,325.67,14590.0,466820.0,33.17,4770000.0,148.75,101.57,10.04,0.33,0.78,35.48,3.19,,FY 2026,FY 2025,477810.0,156320.0,129900.0,129330.61074093406,8.83,30.514329580348004,36.88221970554927,2.489684436765836,2.1088007442300505,2.9534164597425785,2.780917707071005,,32.71593311148783,31.970876585928487,14.814013840830453,17.48966553927096,324.53,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.86,2.1088007442300505,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-11
BE,Bloom Energy,258.49,294.53,3110.0,11.74,76130.0,22.21,22.93,24.36,,1.72,73.19,,,FY 2026,FY 2025,4120.0,649.9,652.52,798.1442222136252,2.71,117.14109863055855,95.38376383763838,0.9175009664382359,0.150305498222679,1.144502152663631,0.6176330551664935,,15.774271844660193,4.379702970297029,103.96039603960396,634.5992991974681,276.05,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Bloom Energy Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.83,0.6176330551664935,탈락,"fPER>30,전년이익률<5","기저효과(2y),비지배괴리",2026-09-11
SNDK,Sandisk,1692.59,146.42,20250.0,61.58,247830.0,91.64,102.23,,,0.01,7.91,0.2,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31348.644976042633,214.1,6.364406779661017,7.905604857543204,0.05576053582906649,0.037243253711206556,0.11468577241132331,0.08477374186785346,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.54,0.08477374186785346,통과,,기저효과(2y),2026-09-11
DELL,Dell Technologies,506.62,635.81,151200.0,9.9,322120.0,,29.05,11.18,0.5,,18.02,0.47,,FY 2027,FY 2026,193530.0,20490.0,15870.0,16455.066124511468,25.88,15.72083943387018,19.575734157650697,0.27786333994995127,0.14503007804138834,0.49260536510662895,0.293650267370508,,10.58750581305224,7.6801127355997885,70.45094239915448,134.97706422018348,564.46,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.02,0.14503007804138834,탈락,ROE<10,,2026-09-11
