종목코드,현재가,시총(억),네이버업종,배당수익률(사이트),52주고가,52주저가,추정PER(사이트),목표주가,외인비율,기업,순이익(E),당기순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,영업이익률(E),ROE(E),부채비율,매출증가율1y,영익증가율1y,배당수익률,괴리율(목표주가),추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
009150,1501000.0,1121152.0,282,0.16,2417000.0,188600.0,75.3,2355500.0,37.95,삼성전기,16107.0,16107.0,19535.0,57.39196314307653,69.60650648786242,74.55,2.6042882763695623,0.611148071287875,3.862528081412882,1.1043688406177012,4.032021093049542,1.598591472741123,13.624063716122913,15.0,48.98,26.72765036015732,113.89466768860177,0.16,56.928714190539644,2026.12(E),8.071943081886076,2025.12,순이익=당기순이익 대체;,5,"Korea플러스배당,K신재생에너지,K이노베이션,코리아밸류업,코스피",4.53,반도체,전자부품,삼성전기,0.611148071287875,탈락,"PEG매출>1,fPER>30",,2026-09-23
005930,286500.0,16749588.0,278,0.58,380000.0,82400.0,5.93,487381.0,46.55,삼성전자,3262847.0,3262847.0,3900897.0,4.2937785847716565,5.133427341214589,5.72,0.042367485724681624,0.006459753043737411,0.0907009082674078,0.02093126418585736,0.12289613831569282,0.01769044848482789,52.87077883248046,56.53,29.94,121.16431394049086,794.6785746231174,0.58,70.11553228621293,2026.12(E),13.069642952957366,2025.12,순이익=당기순이익 대체;,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",27.53,반도체,메모리,삼성전자,0.02093126418585736,통과,,기저효과,2026-09-23
000660,1863000.0,13609073.0,278,0.16,3002000.0,333000.0,5.3,3296818.0,50.15,SK하이닉스,2540268.0,2540268.0,2651148.0,5.133275471607017,5.357337493524305,5.23,0.021087343537128912,0.011605792381690315,0.04186994627189894,0.02268971000790492,0.04503576412830327,,77.07892138563359,102.37,45.95,254.0546410737575,461.60893779008313,0.16,76.96285560923242,2026.12(E),48.59279831430198,2025.12,순이익=당기순이익 대체;,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",24.26,반도체,메모리,SK하이닉스,0.02268971000790492,통과,,기저효과,2026-09-23
214450,323500.0,33611.0,281,1.14,621000.0,254500.0,16.78,524667.0,12.82,파마리서치,2242.0,2242.0,2727.0,12.325265859919325,14.991525423728813,16.81,0.49204131485592195,0.5513178474866993,0.3623692519542964,0.3185838107592913,0.3852124447342416,0.34469583749419125,38.9738459339717,28.66,44.21,30.46802162968487,27.192164179104484,1.14,62.184544049459035,2026.12(E),39.97762446391945,2025.12,순이익=당기순이익 대체;,4,"K바이오,K컬처,코리아밸류업,코스닥",8.13,바이오·헬스케어,미용의료·의료기기,파마리서치,0.5513178474866993,통과,,,2026-09-23
005380,357000.0,726375.0,273,2.8,787000.0,211000.0,9.5,694000.0,24.37,현대차,109997.0,109997.0,113600.0,6.394146126760563,6.603589188796058,9.59,1.6776443824707639,,1.293077098661871,,1.1056085797774016,,5.8681959791493075,8.33,188.95,3.936227044178797,-0.9408871720192891,2.8,94.39775910364145,2026.12(E),6.157112982505121,2025.12,순이익=당기순이익 대체;,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",3.85,자동차,완성차,현대차,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",PER괴리,2026-09-23
034730,607000.0,440091.0,313,1.32,920000.0,203500.0,3.98,836182.0,30.26,SK,319617.0,319617.0,119051.0,3.6966594148726175,1.3769323909554247,3.86,0.06690882416306457,,0.14496636896484008,0.011203070477469164,0.29108321169372287,0.03846464753036347,8.046449352403135,35.54,149.17,20.579234625311614,554.6659334616442,1.32,37.75650741350907,2026.12(E),1.4820302306457935,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,4,"Korea플러스배당,K신재생에너지,코리아밸류업,코스피",3.32,지주·소재,지주,SK,0.011203070477469164,탈락,"이익률<10,전년이익률<5","기저효과,PER괴리",2026-09-23
003230,1218000.0,91752.0,268,0.39,1587000.0,981000.0,16.22,1864615.0,18.55,삼양식품,5659.0,5659.0,7338.0,12.503679476696648,16.21346527655063,16.67,0.48291321729219566,0.4054913405519008,0.46548953487450695,0.3530383351703518,0.4256234867721814,0.22929148488371176,23.359011905519832,37.36,72.74,33.57428352751084,39.98473864937046,0.39,53.08825944170772,2026.12(E),22.28931031550302,2025.12,순이익=당기순이익 대체;,4,"Korea플러스배당,K컬처,코리아밸류업,코스피",2.51,소비재·식품,음식료,삼양식품,0.4054913405519008,통과,,,2026-09-23
006400,521000.0,419851.0,283,,820000.0,200500.0,52.07,715895.0,25.46,삼성SDI,10157.0,10157.0,3986.0,105.3314099347717,41.33612287092645,52.87,2.0757558624161394,,,8.710339667127238,,,2.5055630288020314,3.67,79.27,19.91376906088176,,,37.40786948176584,2026.12(E),-12.982881952557909,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K신재생에너지,K이노베이션,코스피",11.38,2차전지·에너지,셀,삼성SDI,8.710339667127238,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-09-23
128940,519000.0,66489.0,261,0.39,648000.0,302000.0,25.29,668333.0,12.58,한미약품,2845.0,2845.0,3665.0,18.141609822646657,23.370474516695957,24.46,1.7043265463990103,0.5542693956213631,2.7578666916660515,0.7738709039402225,4.113832497229916,1.2687774675807626,20.827413763709725,19.06,50.23,13.7124394184168,42.16446858029481,0.39,28.773217726396915,2026.12(E),16.65912762520194,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코리아밸류업",11.03,바이오·헬스케어,제약,한미약품,0.5542693956213631,탈락,PEG매출>1,,2026-09-23
068270,178100.0,414291.0,261,0.4,258500.0,145200.0,26.16,276200.0,25.19,셀트리온,16084.0,16084.0,18570.0,22.309693053311793,25.75795821934842,26.22,0.7785745486024093,0.43715576150048846,1.0390562851160694,0.273213109454972,0.7050058557285676,0.6164296771563652,33.52227597660481,8.93,28.71,33.08348348348349,58.921694480102694,0.4,55.08141493542953,2026.12(E),28.072072072072075,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스피",10.89,바이오·헬스케어,바이오시밀러·CDMO,셀트리온,0.43715576150048846,탈락,ROE<10,,2026-09-23
226950,102300.0,23274.0,262,,225500.0,84000.0,,,9.94,올릭스,,,,,,,,,,,,,,,30.18,,,,,2026.12(E),-204.08163265306123,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K바이오,K컬처,코스닥",10.34,바이오·헬스케어,신약·플랫폼,올릭스,,보류,컨센서스 없음,기저효과,2026-09-23
196170,251500.0,175183.0,286,0.11,569000.0,247500.0,57.75,438000.0,15.18,알테오젠,3129.0,3129.0,3127.0,56.02270546850016,55.98689677213167,57.3,0.4371635086113283,0.2908162908134536,0.4714620590646412,0.22317034454793824,0.7758801980520269,,63.505280259951256,51.62,53.76,128.06855025474758,192.51637043966326,0.11,74.15506958250498,2026.12(E),49.51366373320982,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스닥",9.29,바이오·헬스케어,신약·플랫폼,알테오젠,0.22317034454793824,탈락,fPER>30,기저효과,2026-09-23
005490,311500.0,246837.0,304,3.21,542000.0,257000.0,13.18,507053.0,32.35,POSCO홀딩스,20974.0,20974.0,30929.0,7.980762391283261,11.768713645465814,13.43,1.786964273073499,,17.930696100146037,0.6101888292472166,,,4.199719194953113,3.33,68.64,6.585869579375614,69.2791855946582,3.21,62.777849117174966,2026.12(E),2.644334097017291,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K신재생에너지,K이노베이션,코스피",9.17,지주·소재,철강·비철,POSCO홀딩스,0.6101888292472166,탈락,"PEG매출>1,ROE<10,이익률<10,전년이익률<5",기저효과,2026-09-23
373220,352000.0,823680.0,283,,527000.0,290500.0,-274.14,519667.0,5.55,LG에너지솔루션,-5176.0,-5176.0,8494.0,96.9719802213327,,-272.98,,,,,,,2.6304950372400553,-1.46,129.0,36.4091450586774,-36.89919025332442,,47.63267045454545,2026.12(E),5.686513066180011,2025.12,순이익=당기순이익 대체;,3,"K신재생에너지,K이노베이션,코스피",8.44,2차전지·에너지,셀,LG에너지솔루션,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",,2026-09-23
207940,1373000.0,635575.0,261,,1987000.0,982000.0,33.91,1997143.0,13.21,삼성바이오로직스,18765.0,18765.0,24162.0,26.304734707391773,33.87023714361844,34.36,1.6453114877248618,2.0197203082874715,1.3359604947531267,0.9616051952495358,2.393946462025548,1.1498660107192733,43.97008243708031,21.05,48.44,20.585911784068458,16.76976609317611,,45.45833940276766,2026.12(E),45.40706605222734,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스피",8.06,바이오·헬스케어,바이오시밀러·CDMO,삼성바이오로직스,2.0197203082874715,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-23
402340,1181000.0,1558022.0,278,,2338000.0,193600.0,3.38,1956000.0,46.76,SK스퀘어,459158.0,459158.0,496238.0,3.139666853405019,3.3932154073325522,3.24,0.134234214956134,0.007311806386178402,0.06892519988638506,0.013266691714062936,0.04287624952538086,,378.84812117325515,97.48,9.01,25.278319752094582,464.0734762543479,,65.62235393734125,2026.12(E),84.14055625693409,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",7.33,반도체,지주(하이닉스),SK스퀘어,0.013266691714062936,통과,,기저효과,2026-09-23
105560,174100.0,617511.0,301,2.51,195900.0,109200.0,9.46,226278.0,78.89,KB금융,67343.0,67343.0,94483.0,6.5356836679614325,9.169639012221017,9.54,,0.8392889986502784,,1.095645996921563,,0.6571166873497696,,11.02,1211.73,,10.92548457917044,2.51,29.970132107983915,2026.12(E),10.4858138610156,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",4.35,금융,은행,KB금융,0.8392889986502784,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-23
278470,369000.0,138147.0,266,1.38,475000.0,204000.0,23.38,537619.0,38.13,에이피알,5932.0,5932.0,7667.0,18.018390504760664,23.288435603506407,22.91,0.22864764526379103,0.21216159554041858,0.2186213739189424,0.15528576907101624,0.28911703157447693,0.24643888960057497,24.869441110642576,90.12,73.11,101.85294310220652,109.7674418604651,1.38,45.69620596205961,2026.12(E),23.93112027761409,2025.12,순이익=당기순이익 대체;,3,"K컬처,코리아밸류업,코스피",3.87,화장품·뷰티,브랜드·디바이스,에이피알,0.21216159554041858,통과,,,2026-09-23
055550,110100.0,516865.0,301,2.35,116500.0,68100.0,8.85,137556.0,61.72,신한지주,59921.0,59921.0,80830.0,6.3944698750463935,8.62577393568198,9.1,,0.5717465143437978,,0.7266854370718362,,0.8773765164011783,,9.91,1201.94,,15.086710140387849,2.35,24.93732970027247,2026.12(E),10.858353173989672,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",3.78,금융,은행,신한지주,0.5717465143437978,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-23
010120,207000.0,310500.0,306,0.29,920000.0,146500.0,57.42,297500.0,19.01,LS ELECTRIC,5359.0,5359.0,7200.0,43.125,57.93991416309013,58.81,1.8259695738470076,0.8414706879816631,2.9144683249689955,1.6127781272074437,3.7054098244023375,1.907488012225299,11.006649850951616,23.77,131.48,31.731040315759795,68.85553470919325,0.29,43.71980676328502,2026.12(E),8.586733255467397,2025.12,순이익=당기순이익 대체;,3,"K신재생에너지,K이노베이션,코스피",2.93,AI·전력인프라,변압기·전력기기,LS ELECTRIC,0.8414706879816631,탈락,"PEG매출>1,fPER>30",,2026-09-23
078930,110600.0,102742.0,313,2.71,133200.0,44000.0,4.15,145600.0,20.4,GS,29960.0,29960.0,51915.0,1.9790426658961764,3.429305740987984,4.15,0.24837219231455052,0.044643010490887744,0.5242690245396123,0.11473907945644579,1.029759605302781,0.29228840385988347,18.113274694448613,15.97,86.04,13.807124336386845,76.81618473485234,2.71,31.645569620253156,2026.12(E),11.658546463840281,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,K신재생에너지,코스피",2.36,지주·소재,지주,GS,0.044643010490887744,통과,,,2026-09-23
000810,648000.0,289316.0,315,3.01,757000.0,419000.0,13.06,778125.0,57.59,삼성화재,24100.0,24100.0,32317.0,8.952439892316738,12.0048132780083,13.2,,0.5574921234291279,,1.149915358400349,,1.0825624895725288,,8.17,352.98,,21.533601594524466,3.01,20.081018518518512,2026.12(E),10.731480920959703,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",1.55,금융,보험,삼성화재,0.5574921234291279,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-23
066970,109500.0,44551.0,283,,225000.0,62500.0,-80.69,179857.0,16.75,엘앤에프,-648.0,-648.0,2056.0,21.66877431906615,,-79.88,,,,,,,5.78177727784027,-8.36,363.06,65.01925843426608,,,64.2529680365297,2026.12(E),-7.2810803285535295,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K신재생에너지,K이노베이션,코스피",1.2,미분류,283,엘앤에프,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-09-23
003490,31500.0,115989.0,305,2.38,32100.0,21000.0,29.36,37091.0,52.74,대한항공,3169.0,3169.0,10710.0,10.829971988795519,36.601136005048915,29.27,2.91421613627726,,1.4050753006553551,,1.7606343014682848,,3.7719634989451882,3.6,339.88,12.559513191017025,-3.8254310344827624,2.38,17.74920634920636,2026.12(E),4.414580484034014,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",1.09,미분류,305,대한항공,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-23
