ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,120,10.25,2026-09-25
글로벌휴머노이드로봇,TSLA,Tesla Inc,57,8.04,2026-09-25
글로벌휴머노이드로봇,TER,Teradyne Inc,51,7.31,2026-09-25
글로벌휴머노이드로봇,HSAI,Hesai Group,166,1.08,2026-09-25
미국나스닥100,NVDA,NVIDIA Corp,227,7.28,2026-09-25
미국나스닥100,BE,Bloom Energy Corp,147,5.66,2026-09-25
미국나스닥100,DELL,Dell Technologies Inc,69,5.6,2026-09-25
미국나스닥100,SNDK,Sandisk Corp,20,4.98,2026-09-25
미국나스닥100,INTC,Intel Corp,241,4.14,2026-09-25
미국나스닥100,MU,Micron Technology Inc,26,3.83,2026-09-25
미국나스닥100,SKHY,SK hynix Inc,142,3.78,2026-09-25
미국나스닥100,AMD,Advanced Micro Devices Inc,41,3.56,2026-09-25
미국나스닥100,SPCX,Space Exploration Technologies Corp,157,3.36,2026-09-25
미국나스닥100,LITE,Lumentum Holdings Inc,22,2.96,2026-09-25
미국나스닥100,HOOD,Robinhood Markets Inc,162,2.82,2026-09-25
미국나스닥100,MSFT,Microsoft Corp,38,2.69,2026-09-25
미국나스닥100,MRVL,Marvell Technology Inc,73,2.65,2026-09-25
미국나스닥100,NBIS,Nebius Group NV,77,2.53,2026-09-25
미국나스닥100,GOOGL,Alphabet Inc,50,2.5,2026-09-25
미국나스닥100,COIN,Coinbase Global Inc,88,2.5,2026-09-25
미국나스닥100,TSLA,Tesla Inc,45,2.38,2026-09-25
미국나스닥100,MSTR,Strategy Inc,83,1.97,2026-09-25
미국나스닥100,PLTR,Palantir Technologies Inc,74,1.91,2026-09-25
미국나스닥100,TER,Teradyne Inc,35,1.88,2026-09-25
미국나스닥100,CRWV,CoreWeave Inc,156,1.88,2026-09-25
미국나스닥100,QCOM,QUALCOMM Inc,68,1.86,2026-09-25
미국나스닥100,AMZN,Amazon.com Inc,51,1.86,2026-09-25
미국나스닥100,SNOW,Snowflake Inc,38,1.82,2026-09-25
미국나스닥100,AAOI,Applied Optoelectronics Inc,106,1.62,2026-09-25
미국나스닥100,META,Meta Platforms Inc,15,1.57,2026-09-25
미국나스닥100,ALAB,Astera Labs Inc,31,1.49,2026-09-25
미국나스닥100,AAPL,Apple Inc,30,1.43,2026-09-25
미국나스닥100,AVGO,Broadcom Inc,28,1.43,2026-09-25
미국나스닥100,VRT,Vertiv Holdings Co,40,1.42,2026-09-25
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.36,2026-09-25
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,45,1.19,2026-09-25
미국나스닥100,TSEM,Tower Semiconductor Ltd,36,1.19,2026-09-25
미국나스닥100,ARM,ARM Holdings PLC,25,1.14,2026-09-25
미국나스닥100,WDC,Western Digital Corp,18,1.14,2026-09-25
미국나스닥100,PANW,Palo Alto Networks Inc,18,0.94,2026-09-25
미국나스닥100,LLY,Eli Lilly & Co,5,0.82,2026-09-25
미국나스닥100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,13,0.82,2026-09-25
미국나스닥100,GEV,GE Vernova Inc,6,0.8,2026-09-25
미국나스닥100,NOW,ServiceNow Inc,18,0.35,2026-09-25
미국S&P500,NVDA,NVIDIA Corp,146,7.02,2026-09-25
미국S&P500,GOOGL,Alphabet Inc,68,5.1,2026-09-25
미국S&P500,MSFT,Microsoft Corp,41,4.35,2026-09-25
미국S&P500,AAPL,Apple Inc,59,4.23,2026-09-25
미국S&P500,AMZN,Amazon.com Inc,58,3.17,2026-09-25
미국S&P500,BRK-B,Berkshire Hathaway Inc,29,3.08,2026-09-25
미국S&P500,JNJ,Johnson & Johnson,51,2.9,2026-09-25
미국S&P500,JPM,JPMorgan Chase & Co,39,2.9,2026-09-25
미국S&P500,AVGO,Broadcom Inc,34,2.61,2026-09-25
미국S&P500,CVX,Chevron Corp,59,2.54,2026-09-25
미국S&P500,META,Meta Platforms Inc,15,2.35,2026-09-25
미국S&P500,CAT,Caterpillar Inc,13,2.24,2026-09-25
미국S&P500,DELL,Dell Technologies Inc,18,2.19,2026-09-25
미국S&P500,BE,Bloom Energy Corp,33,1.9,2026-09-25
미국S&P500,INTC,Intel Corp,72,1.85,2026-09-25
미국S&P500,AMD,Advanced Micro Devices Inc,14,1.82,2026-09-25
미국S&P500,MU,Micron Technology Inc,8,1.77,2026-09-25
미국S&P500,LLY,Eli Lilly & Co,7,1.72,2026-09-25
미국S&P500,HOOD,Robinhood Markets Inc,64,1.67,2026-09-25
미국S&P500,MRK,Merck & Co Inc,49,1.55,2026-09-25
미국S&P500,TSM,Taiwan Semiconductor Manufacturing Co Ltd,15,1.41,2026-09-25
미국S&P500,TSLA,Tesla Inc,17,1.35,2026-09-25
미국S&P500,NEM,Newmont Corp,50,1.3,2026-09-25
미국S&P500,KO,Coca-Cola Co/The,67,1.23,2026-09-25
미국S&P500,LITE,Lumentum Holdings Inc,6,1.21,2026-09-25
미국S&P500,MRVL,Marvell Technology Inc,22,1.2,2026-09-25
미국S&P500,V,Visa Inc,15,1.17,2026-09-25
미국S&P500,COST,Costco Wholesale Corp,6,1.14,2026-09-25
미국S&P500,SNDK,Sandisk Corp,3,1.12,2026-09-25
미국S&P500,ETN,Eaton Corp PLC,12,1.1,2026-09-25
