종목코드,현재가,시총(억),네이버업종,배당수익률(사이트),52주고가,52주저가,추정PER(사이트),목표주가,외인비율,기업,순이익(E),당기순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,영업이익률(E),ROE(E),부채비율,매출증가율1y,영익증가율1y,배당수익률,괴리율(목표주가),추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
005490,327000.0,259516.0,304,3.05,542000.0,257000.0,13.85,507053.0,32.48,POSCO홀딩스,20974.0,20974.0,30929.0,8.390701283584985,12.373223991608658,13.81,1.8787532675042322,,18.851722104569003,0.641531716115982,,,4.199719194953113,3.33,68.64,6.585869579375614,69.2791855946582,3.05,55.06207951070336,2026.12(E),2.644334097017291,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K신재생에너지,K이노베이션,코스피",10.33,지주·소재,철강·비철,POSCO홀딩스,0.641531716115982,탈락,"PEG매출>1,ROE<10,이익률<10,전년이익률<5",기저효과,2026-09-17
373220,366500.0,857610.0,283,,527000.0,290500.0,-276.6,519667.0,5.54,LG에너지솔루션,-5254.0,-5254.0,8408.0,101.99928639391057,,-277.07,,,,,,,2.602193666592389,-1.5,129.0,36.49659088028794,-37.53807295148949,,41.79181446111868,2026.12(E),5.686513066180011,2025.12,순이익=당기순이익 대체;,3,"K신재생에너지,K이노베이션,코스피",9.73,2차전지·에너지,셀,LG에너지솔루션,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",,2026-09-17
068270,177400.0,421037.0,261,0.4,258500.0,145200.0,26.59,276200.0,25.31,셀트리온,16084.0,16084.0,18570.0,22.672967151319334,26.17738124844566,26.03,0.7912522652433014,0.44427407391152873,1.0559754885247676,0.2776619042305844,0.7164856356483459,0.6264671498557404,33.52227597660481,8.93,28.71,33.08348348348349,58.921694480102694,0.4,55.69334836527622,2026.12(E),28.072072072072075,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스피",9.43,바이오·헬스케어,바이오시밀러·CDMO,셀트리온,0.44427407391152873,탈락,ROE<10,,2026-09-17
207940,1405000.0,648073.0,261,,1987000.0,982000.0,34.58,1997143.0,13.19,삼성바이오로직스,18765.0,18765.0,24162.0,26.82199321248241,34.536264321875834,34.8,1.6776650305381968,2.0594362574877656,1.3622309337468326,0.980514280298867,2.4410212256370736,1.1724770722021345,43.97008243708031,21.05,48.44,20.585911784068458,16.76976609317611,,42.14540925266903,2026.12(E),45.40706605222734,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스피",8.07,바이오·헬스케어,바이오시밀러·CDMO,삼성바이오로직스,2.0594362574877656,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-17
196170,256500.0,176924.0,286,0.11,569000.0,250500.0,56.15,447500.0,15.3,알테오젠,3249.0,3249.0,3164.0,55.91782553729456,54.454909202831644,56.48,0.4062479231821477,0.2778629973165968,0.44782522791130736,0.2152875073829303,0.7393773733547113,,62.61626756382347,53.22,53.76,134.04353867531262,195.97754911131898,0.11,74.46393762183237,2026.12(E),49.51366373320982,2025.12,순이익=당기순이익 대체;,3,"K바이오,K이노베이션,코스닥",7.34,바이오·헬스케어,신약·플랫폼,알테오젠,0.2152875073829303,탈락,fPER>30,기저효과,2026-09-17
402340,1017000.0,1340348.0,278,,2338000.0,193600.0,2.98,1938333.0,46.49,SK스퀘어,448978.0,448978.0,482125.0,2.7800840031112264,2.9853311298103695,2.99,0.0408370988838021,0.0066632209689671575,0.039584223575602435,0.011909217617016535,0.029995164129669894,,266.3821205591469,95.25,9.01,73.1034086996442,448.03123650169374,,90.59321533923304,2026.12(E),84.14055625693409,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",5.99,반도체,지주(하이닉스),SK스퀘어,0.011909217617016535,통과,,기저효과,2026-09-17
105560,177000.0,636664.0,301,2.43,195900.0,109200.0,9.75,226278.0,78.99,KB금융,67343.0,67343.0,94483.0,6.738397383656319,9.454048676180152,9.6,,0.8653207651955688,,1.129629047877803,,0.6774981152317184,,11.02,1211.73,,10.92548457917044,2.43,27.8406779661017,2026.12(E),10.4858138610156,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",4.97,금융,은행,KB금융,0.8653207651955688,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
055550,112600.0,533295.0,301,2.28,116500.0,68100.0,9.13,137556.0,61.82,신한지주,59921.0,59921.0,80830.0,6.5977359891129534,8.899968291583919,9.01,,0.5899210768130473,,0.7497851666551709,,0.9052663835124577,,9.91,1201.94,,15.086710140387849,2.28,22.16341030195381,2026.12(E),10.858353173989672,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",4.31,금융,은행,신한지주,0.5899210768130473,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
278470,350500.0,132531.0,266,1.44,475000.0,204000.0,22.52,536000.0,37.92,에이피알,5910.0,5910.0,7657.0,17.308475904401202,22.4248730964467,22.45,0.2202682402739922,0.20480487548104115,0.2105609852868907,0.14969035592440652,0.2784434738880329,0.23751327345017972,24.84264486405814,90.3,73.11,101.80711058731093,109.49384404924763,1.44,52.92439372325251,2026.12(E),23.93112027761409,2025.12,순이익=당기순이익 대체;,3,"K컬처,코리아밸류업,코스피",3.63,화장품·뷰티,브랜드·디바이스,에이피알,0.20480487548104115,통과,,,2026-09-17
010120,199000.0,303750.0,306,0.3,920000.0,146500.0,56.17,297500.0,18.62,LS ELECTRIC,5359.0,5359.0,7200.0,42.1875,56.680350811718604,55.32,1.786274583111203,0.8231778469385835,2.851110317904452,1.5777177331377166,3.62485743691533,1.8660208815247492,11.006649850951616,23.77,131.48,31.731040315759795,68.85553470919325,0.3,49.49748743718594,2026.12(E),8.586733255467397,2025.12,순이익=당기순이익 대체;,3,"K신재생에너지,K이노베이션,코스피",2.75,AI·전력인프라,변압기·전력기기,LS ELECTRIC,0.8231778469385835,탈락,"PEG매출>1,fPER>30",,2026-09-17
078930,111400.0,105994.0,313,2.63,133200.0,44000.0,4.28,145600.0,20.04,GS,29960.0,29960.0,51915.0,2.0416835211403255,3.5378504672897195,4.2,0.2562336936422151,0.046056055497957556,0.5408632398342612,0.1183708122083132,1.0623536587224598,0.301539945482125,18.113274694448613,15.97,86.04,13.807124336386845,76.81618473485234,2.63,30.700179533213646,2026.12(E),11.658546463840281,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,K신재생에너지,코스피",2.46,지주·소재,지주,GS,0.046056055497957556,통과,,,2026-09-17
062040,195800.0,62052.0,306,0.62,348500.0,105000.0,29.0,285000.0,16.81,산일전기,2131.0,2131.0,2554.0,24.296006264682852,29.11872360394181,28.11,0.7973097314139879,0.6771619838104177,0.6735693058717935,0.5501129098957769,0.6159390220739279,0.38158183502448134,37.273788674839466,31.82,16.48,36.52121936640764,43.00111982082866,0.62,45.55669050051072,2026.12(E),35.584777844192075,2025.12,순이익=당기순이익 대체;,3,"K이노베이션,코리아밸류업,코스피",2.45,미분류,306,산일전기,0.6771619838104177,통과,,,2026-09-17
000810,664000.0,297352.0,315,2.93,757000.0,419000.0,13.43,778125.0,57.65,삼성화재,24100.0,24100.0,32317.0,9.20110158739982,12.338257261410789,13.33,,0.5729769452290853,,1.1818552435781655,,1.1126315910608835,,8.17,352.98,,21.533601594524466,2.93,17.1875,2026.12(E),10.731480920959703,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",1.63,금융,보험,삼성화재,0.5729769452290853,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
066970,112100.0,45975.0,283,,225000.0,62500.0,-83.27,179857.0,16.96,엘앤에프,-551.0,-551.0,2112.0,21.76846590909091,,-81.8,,,,,,,5.910006715916722,-8.33,363.06,65.83600167061117,,,60.443354148082065,2026.12(E),-7.2810803285535295,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,3,"K신재생에너지,K이노베이션,코스피",1.22,미분류,283,엘앤에프,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-09-17
033780,171700.0,180111.0,275,3.46,194900.0,132100.0,13.84,241538.0,51.08,KT&G,13456.0,13456.0,15314.0,11.761198902964608,13.38518133174792,13.72,2.1783447343186157,0.9582135405151669,1.5353052227973387,0.9916089073699453,2.227952044701098,1.4131690857450718,21.92726231386025,14.17,51.98,6.144657051233349,13.968891865743839,3.46,40.67443214909727,2026.12(E),20.42190373421281,2025.12,순이익=당기순이익 대체;,3,"Korea플러스배당,코리아밸류업,코스피",0.96,소비재·식품,담배·기호,KT&G,0.9582135405151669,탈락,PEG매출>1,,2026-09-17
036570,201500.0,43950.0,263,0.56,343500.0,176100.0,9.35,365278.0,38.98,NC,4843.0,4843.0,5228.0,8.406656465187453,9.074953541193475,9.22,0.10618097283348434,,0.27434544675271366,,0.5590705918141552,0.16160635242815483,18.70616859882639,13.11,28.56,85.46685247859844,3147.204968944099,0.56,81.27940446650123,2026.12(E),1.0684186077377398,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,2,"K이노베이션,K컬처",8.84,엔터·게임·콘텐츠,게임,NC,,탈락,"PEG영익>1,전년이익률<5",기저효과,2026-09-17
035420,202000.0,304037.0,300,1.32,308500.0,181100.0,15.92,325783.0,35.96,NAVER,19679.0,19679.0,21970.0,13.838734638142922,15.449819604654708,16.04,1.0592376606016822,,1.159300605970316,2.8845892148286247,1.2303249869307027,1.1155485040665927,15.931372549019606,6.78,41.9,14.585791441628594,-0.5026946243376629,1.32,61.27871287128712,2026.12(E),18.34732031574574,2025.12,순이익=당기순이익 대체;,2,"K이노베이션,코스피",8.76,인터넷·통신,플랫폼,NAVER,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-09-17
259960,204000.0,93555.0,263,1.1,322000.0,173000.0,10.42,361667.0,43.52,크래프톤,9126.0,9126.0,14508.0,6.448511166253102,10.251479289940828,10.35,0.22429999346170196,0.2726831423641172,0.3038193368875686,0.9522825982441647,0.28174737826996465,0.434051586052926,29.931916649473898,12.3,31.31,45.70432273191847,37.59484066767831,1.1,77.28774509803922,2026.12(E),31.696025972464376,2025.12,순이익=당기순이익 대체;,2,"K이노베이션,K컬처",7.17,엔터·게임·콘텐츠,게임,크래프톤,0.2726831423641172,통과,,,2026-09-17
145020,229500.0,28910.0,286,,315000.0,208500.0,16.41,393333.0,58.41,휴젤,1809.0,1809.0,2191.0,13.194888178913738,15.981205085682697,16.41,0.6006728808066946,1.7640791767657455,0.7942714784611525,1.0785821870101593,0.8428979081016216,0.695457956196542,40.709773318468976,16.8,9.86,26.60550458715596,9.059233449477343,,71.38692810457516,2026.12(E),47.259468360385796,2025.12,순이익=당기순이익 대체;,2,"K바이오,K컬처",7.05,바이오·헬스케어,미용의료·의료기기,휴젤,1.7640791767657455,탈락,PEG영익>1,,2026-09-17
141080,82500.0,30689.0,261,,260000.0,75700.0,,220000.0,13.69,리가켐바이오,-1147.0,-1147.0,-1214.0,,,-25.24,,,,,,,-64.09714889123548,-23.48,29.7,33.75706214689265,,,166.66666666666666,2026.12(E),-75.21186440677965,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,2,"K바이오,코스닥",5.2,바이오·헬스케어,신약·플랫폼,리가켐바이오,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-09-17
095610,135700.0,26388.0,278,0.62,238000.0,35450.0,24.09,214625.0,6.79,테스,1084.0,1084.0,1047.0,25.20343839541547,24.343173431734318,23.98,0.6610122344842939,0.3000075531672161,0.5872786838566763,0.37503844227481864,0.5026274869385006,,21.794338051623647,24.57,24.43,36.827114782113355,81.14186851211073,0.62,58.16138540899043,2026.12(E),16.462546283110225,2025.12,순이익=당기순이익 대체;,2,"코리아밸류업,코스닥",4.73,반도체,전공정 장비,테스,0.3000075531672161,통과,,,2026-09-17
138040,125800.0,211862.0,321,,149800.0,98000.0,8.42,153333.0,14.25,메리츠금융지주,25551.0,25551.0,32423.0,6.534312062424822,8.291730264960275,8.32,,0.644471145350416,,9.944469539097366,,2.4441360114583484,,23.56,1102.87,,12.865944929856932,,21.886327503974567,2026.12(E),14.139390658069598,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코스피",4.4,금융,보험,메리츠금융지주,0.644471145350416,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
298380,56800.0,32249.0,286,,257500.0,54100.0,,,14.09,에이비엘바이오,,,,,,,,,,,,,,,79.29,,,,,2026.12(E),-50.945775535939475,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,2,"K바이오,코스닥",4.3,바이오·헬스케어,신약·플랫폼,에이비엘바이오,,보류,컨센서스 없음,기저효과,2026-09-17
310210,139600.0,26044.0,261,,375500.0,97500.0,,,6.17,보로노이,,,,,,,,,,,,,,,64.97,,,,,2026.12(E),-725.3333333333333,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,2,"K바이오,코스닥",4.19,바이오·헬스케어,신약·플랫폼,보로노이,,보류,컨센서스 없음,기저효과,2026-09-17
039030,468000.0,57655.0,278,0.26,628000.0,219000.0,,532500.0,25.0,이오테크닉스,1160.0,1160.0,1332.0,43.28453453453454,49.702586206896555,50.05,1.7148292650549724,0.7664062911292447,2.0941645732151914,0.4661605798581203,3.1435776807439133,0.7921002810952642,27.111744351719924,15.64,13.06,28.983985297978478,64.85148514851484,0.26,13.782051282051277,2026.12(E),21.21291677605671,2025.12,순이익=당기순이익 대체;,2,"코리아밸류업,코스닥",4.17,미분류,278,이오테크닉스,0.7664062911292447,탈락,"PEG매출>1,fPER>30",,2026-09-17
241710,136600.0,14098.0,266,0.28,172900.0,60400.0,19.06,135200.0,24.13,코스메카코리아,858.0,858.0,1145.0,12.312663755458516,16.431235431235432,19.69,0.5202953946580428,0.44258327693811567,0.6125594103405572,0.43602390749392694,0.7658740389403514,0.505271701878154,13.577611763310804,25.97,87.91,31.580589795599945,37.125748502994014,0.28,-1.0248901903367469,2026.12(E),13.028553596504915,2025.12,순이익=당기순이익 대체;,2,"K컬처,코리아밸류업",3.92,화장품·뷰티,ODM,코스메카코리아,0.44258327693811567,통과,,,2026-09-17
257720,42450.0,27673.0,308,0.73,56100.0,29850.0,11.46,59636.0,11.84,실리콘투,2487.0,2487.0,2961.0,9.345829111786559,11.127060715721752,11.61,0.25088139521228425,0.2519843738709204,0.21132779913143476,0.23830151654779405,0.1648480314943155,0.1330108026173567,18.375325803649,42.64,55.09,44.35187673564454,44.157740993184035,0.73,40.48527679623086,2026.12(E),18.400071665322944,2025.12,순이익=당기순이익 대체;,2,"K컬처,코스닥",3.91,화장품·뷰티,유통,실리콘투,0.2519843738709204,통과,,,2026-09-17
316140,36300.0,267454.0,301,3.75,41900.0,24450.0,8.24,43778.0,50.18,우리금융지주,33427.0,33427.0,43793.0,6.1072317493663375,8.00113680557633,8.24,,0.41735383297561246,,5.526654089011521,,1.0301080513284306,,8.59,1488.67,,19.171111352998803,3.75,20.600550964187335,2026.12(E),8.844624582414726,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코리아밸류업",3.78,금융,은행,우리금융지주,0.41735383297561246,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
009540,333000.0,247352.0,291,3.52,494500.0,314000.0,6.31,563500.0,33.25,HD한국조선해양,49253.0,49253.0,61927.0,3.9942512958806335,5.022069721641321,6.0,0.30489740668471915,0.08569474358949628,0.29824161290758927,0.04658593346517461,0.28123250269202327,0.027910547457134633,17.762652164435114,27.21,133.86,16.471342856761062,58.60417467025228,3.52,69.21921921921923,2026.12(E),13.044044739620219,2025.12,순이익=당기순이익 대체;,2,"K신재생에너지,코리아밸류업",3.71,조선·방산·우주,조선,HD한국조선해양,0.08569474358949628,통과,,,2026-09-17
005830,187000.0,126612.0,315,3.93,237000.0,118100.0,7.69,234875.0,43.35,DB손해보험,20510.0,20510.0,,,6.173183812774257,7.44,,,,,,,,,576.91,,,3.93,25.601604278074873,2026.12(E),10.343675562632605,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코리아밸류업",3.69,금융,보험,DB손해보험,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
476830,26200.0,7617.0,286,,245250.0,19990.0,,,9.78,알지노믹스,,,,,,,,,,,,,,,6.72,,,,,2026.12(E),-184.81012658227849,2025.12,순이익=당기순이익 대체;기저효과→PEG(영익)1y 산출불가,2,"K바이오,코스닥",3.52,바이오·헬스케어,신약·플랫폼,알지노믹스,,보류,컨센서스 없음,기저효과,2026-09-17
240810,117900.0,58312.0,278,0.17,187800.0,43200.0,26.76,154714.0,15.21,원익IPS,2160.0,2160.0,1794.0,32.50390189520624,26.996296296296297,26.9,0.7349261032426803,0.188667297979798,0.9327059480961786,0.08669489111449168,1.244546946711179,,14.42122186495177,20.28,20.06,36.73334798856891,143.08943089430892,0.17,31.22476675148431,2026.12(E),8.111672895141789,2025.12,순이익=당기순이익 대체;,2,"K신재생에너지,코스닥",3.49,반도체,전공정 장비,원익IPS,0.188667297979798,통과,,,2026-09-17
086790,137200.0,374751.0,301,2.97,146400.0,84000.0,8.58,166053.0,68.92,하나금융지주,44808.0,44808.0,59870.0,6.259412059462168,8.363484199250134,8.48,,0.7035398145223635,,0.7571829501079803,,0.9894396034049823,,9.61,1377.89,,11.887719822833542,2.97,21.029883381924197,2026.12(E),7.761271532092899,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코리아밸류업",3.4,금융,은행,하나금융지주,0.7035398145223635,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
131290,243000.0,27488.0,278,0.18,318500.0,44500.0,19.18,380000.0,9.39,티에스이,1610.0,1610.0,1876.0,14.652452025586355,17.07329192546584,18.76,0.2760171468839916,0.06069407245180052,0.4142185469627048,0.1461312898886802,0.4192369011451523,,27.02391241717084,31.16,30.88,61.855910468640715,281.3008130081301,0.18,56.37860082304527,2026.12(E),11.47120540918629,2025.12,순이익=당기순이익 대체;,2,"코리아밸류업,코스닥",3.28,반도체,테스트·후공정,티에스이,0.1461312898886802,통과,,기저효과,2026-09-17
012450,1057000.0,564104.0,284,0.64,1713000.0,783000.0,24.29,1650526.0,45.48,한화에어로스페이스,36103.0,36103.0,46454.0,12.14328152581048,15.624851120405506,23.42,0.731018549247615,0.3101976258998055,0.22382738426980603,0.24499594071820835,0.2597419104657326,0.15869276061029416,14.333053587737268,21.41,221.38,21.374082964771613,50.37063412423526,0.64,56.15193945127719,2026.12(E),11.569155410086545,2025.12,순이익=당기순이익 대체;,2,"코리아밸류업,코스피",3.21,조선·방산·우주,방산,한화에어로스페이스,0.3101976258998055,통과,,PER괴리,2026-09-17
017670,88400.0,188586.0,333,,140300.0,51400.0,14.04,121900.0,70.48,SK텔레콤,13395.0,13395.0,19601.0,9.621243814091118,14.078835386338186,14.09,4.299639614896852,0.17036200402095097,,3.8249887048865108,147.12123587079688,3.716276492622099,11.09965966555487,10.02,132.4,3.2744221951904073,82.6407007081625,1.8778280542986425,37.89592760180995,2026.12(E),6.27631702067933,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코스피",3.1,인터넷·통신,통신,SK텔레콤,0.17036200402095097,탈락,PEG매출>1,,2026-09-17
004370,398500.0,24087.0,268,1.52,485000.0,319000.0,11.58,567500.0,25.22,농심,2082.0,2082.0,2323.0,10.368919500645717,11.569164265129682,11.64,1.6717727786572854,0.4395804356110225,2.552353406724666,0.5981002716408675,3.5255215633389976,3.757639927989493,6.182302062541583,7.12,35.0,6.920297071963133,26.31865144100054,1.52,42.409033877038894,2026.12(E),5.232905557294482,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,K컬처",2.98,소비재·식품,음식료,농심,0.4395804356110225,탈락,"PEG매출>1,ROE<10,이익률<10",,2026-09-17
031980,166800.0,35988.0,278,0.65,174000.0,39550.0,25.5,208000.0,6.54,피에스케이홀딩스,1411.0,1411.0,1089.0,33.04683195592286,25.505315379163715,25.49,0.7433386445708584,0.5273493376987652,1.8477194044915608,2.3338805566481415,0.5880343663336857,0.4309798636826091,39.01827302042279,24.86,15.5,34.31183830606352,48.36512261580381,0.65,24.70023980815348,2026.12(E),35.322425409047156,2025.12,순이익=당기순이익 대체;,2,"코리아밸류업,코스닥",2.7,반도체,후공정 장비,피에스케이홀딩스,0.5273493376987652,통과,,,2026-09-17
032830,285000.0,563000.0,330,1.88,518000.0,143600.0,17.67,402538.0,23.15,삼성생명,32918.0,32918.0,34544.0,16.29805465493284,17.103104684367217,17.79,,0.5050298848610778,,0.9743698666044901,,1.3225417793932683,,3.22,440.89,,33.86552993605891,1.88,41.241403508771924,2026.12(E),6.948352509404039,2025.12,순이익=당기순이익 대체;,2,"Korea플러스배당,코스피",2.44,금융,보험,삼성생명,0.5050298848610778,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-17
