종목코드,기업,현재가,시총(억),네이버업종,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
086790,하나금융지주,139900.0,379087.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",3.82,금융,은행,하나금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
005830,DB손해보험,190200.0,124582.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",3.68,금융,보험,DB손해보험,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
316140,우리금융지주,36550.0,269295.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",3.56,금융,은행,우리금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
476830,알지노믹스,25450.0,7140.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",3.49,바이오·헬스케어,신약·플랫폼,알지노믹스,,보류,컨센서스 없음,,2026-09-14
012450,한화에어로스페이스,1122000.0,578541.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",3.2,조선·방산·우주,방산,한화에어로스페이스,,보류,컨센서스 없음,,2026-09-14
310210,보로노이,144900.0,26841.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",3.18,바이오·헬스케어,신약·플랫폼,보로노이,,보류,컨센서스 없음,,2026-09-14
240810,원익IPS,108700.0,53354.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스닥",3.16,반도체,전공정 장비,원익IPS,,보류,컨센서스 없음,,2026-09-14
257720,실리콘투,44900.0,29444.0,,컨센서스 없음 → 산출불가,2,"K컬처,코스닥",3.0,화장품·뷰티,유통,실리콘투,,보류,컨센서스 없음,,2026-09-14
032830,삼성생명,294000.0,589000.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",2.58,금융,보험,삼성생명,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
012330,현대모비스,395500.0,355240.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코리아밸류업",2.48,자동차,부품,현대모비스,,보류,컨센서스 없음,,2026-09-14
347850,디앤디파마텍,45600.0,20902.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",2.35,바이오·헬스케어,신약·플랫폼,디앤디파마텍,,보류,컨센서스 없음,,2026-09-14
004370,농심,413500.0,25152.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,K컬처",2.13,소비재·식품,음식료,농심,,보류,컨센서스 없음,,2026-09-14
001040,CJ,132400.0,38630.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,K컬처",2.04,지주·소재,지주,CJ,,보류,컨센서스 없음,,2026-09-14
078600,대주전자재료,82200.0,12909.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스닥",1.99,2차전지·에너지,소재,대주전자재료,,보류,컨센서스 없음,,2026-09-14
031980,피에스케이홀딩스,152400.0,32861.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",1.98,반도체,후공정 장비,피에스케이홀딩스,,보류,컨센서스 없음,,2026-09-14
006800,미래에셋증권,32700.0,177568.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.72,금융,증권,미래에셋증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
006260,LS,306500.0,95628.0,,컨센서스 없음 → 산출불가,2,"K신재생에너지,코스피",1.65,AI·전력인프라,전선·케이블,LS,,보류,컨센서스 없음,,2026-09-14
028300,HLB,30300.0,40359.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",1.62,바이오·헬스케어,신약·플랫폼,HLB,,보류,컨센서스 없음,,2026-09-14
000150,두산,1243000.0,201289.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",1.32,반도체,기판·PCB,두산,,보류,컨센서스 없음,,2026-09-14
329180,HD현대중공업,468000.0,491219.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.28,조선·방산·우주,조선,HD현대중공업,,보류,컨센서스 없음,,2026-09-14
192820,코스맥스,272000.0,30871.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.27,화장품·뷰티,ODM,코스맥스,,보류,컨센서스 없음,,2026-09-14
175330,JB금융지주,32200.0,60060.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.26,금융,은행,JB금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
079550,LIG디펜스앤에어로스페이스,698000.0,153560.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.24,조선·방산·우주,방산,LIG디펜스앤에어로스페이스,,보류,컨센서스 없음,,2026-09-14
319660,피에스케이,114300.0,33109.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",1.22,반도체,전공정 장비,피에스케이,,보류,컨센서스 없음,,2026-09-14
058470,리노공업,64500.0,49157.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스닥",1.21,반도체,테스트·후공정,리노공업,,보류,컨센서스 없음,,2026-09-14
491000,리브스메드,30400.0,7703.0,,컨센서스 없음 → 산출불가,2,"K바이오,코스닥",1.12,바이오·헬스케어,미용의료·의료기기,리브스메드,,보류,컨센서스 없음,,2026-09-14
000270,기아,123600.0,482550.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코리아밸류업",1.06,자동차,완성차,기아,,보류,컨센서스 없음,,2026-09-14
028260,삼성물산,351500.0,568397.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",1.0,지주·소재,지주,삼성물산,,보류,컨센서스 없음,,2026-09-14
086280,현대글로비스,203500.0,152625.0,,컨센서스 없음 → 산출불가,2,"코리아밸류업,코스피",1.0,미분류,-,현대글로비스,,보류,컨센서스 없음,,2026-09-14
290650,엘앤씨바이오,46150.0,12447.0,,컨센서스 없음 → 산출불가,2,"K컬처,코스닥",0.89,바이오·헬스케어,미용의료·의료기기,엘앤씨바이오,,보류,컨센서스 없음,,2026-09-14
003490,대한항공,29700.0,109362.0,,컨센서스 없음 → 산출불가,2,"Korea플러스배당,코스피",0.79,미분류,-,대한항공,,보류,컨센서스 없음,,2026-09-14
112610,씨에스윈드,51300.0,21634.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,8.39,2차전지·에너지,풍력,씨에스윈드,,보류,컨센서스 없음,,2026-09-14
006730,서부T&D,11350.0,7295.0,,컨센서스 없음 → 산출불가,1,K컬처,7.1,지주·소재,부동산,서부T&D,,보류,컨센서스 없음,,2026-09-14
009420,한올바이오파마,48800.0,25493.0,,컨센서스 없음 → 산출불가,1,K바이오,6.15,바이오·헬스케어,신약·플랫폼,한올바이오파마,,보류,컨센서스 없음,,2026-09-14
336260,두산퓨얼셀,46600.0,30520.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,6.01,2차전지·에너지,수소,두산퓨얼셀,,보류,컨센서스 없음,,2026-09-14
263750,펄어비스,34250.0,21524.0,,컨센서스 없음 → 산출불가,1,K컬처,5.91,엔터·게임·콘텐츠,게임,펄어비스,,보류,컨센서스 없음,,2026-09-14
036930,주성엔지니어링,199000.0,92497.0,,컨센서스 없음 → 산출불가,1,코스닥,5.89,반도체,전공정 장비,주성엔지니어링,,보류,컨센서스 없음,,2026-09-14
122870,와이지엔터테인먼트,44250.0,8271.0,,컨센서스 없음 → 산출불가,1,K컬처,5.54,엔터·게임·콘텐츠,엔터,와이지엔터테인먼트,,보류,컨센서스 없음,,2026-09-14
041510,에스엠,86600.0,19827.0,,컨센서스 없음 → 산출불가,1,K컬처,5.16,엔터·게임·콘텐츠,엔터,에스엠,,보류,컨센서스 없음,,2026-09-14
022100,포스코DX,21450.0,32611.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,5.05,로봇·산업재,산업자동화·IT,포스코DX,,보류,컨센서스 없음,,2026-09-14
462870,시프트업,32250.0,18944.0,,컨센서스 없음 → 산출불가,1,K컬처,4.77,엔터·게임·콘텐츠,게임,시프트업,,보류,컨센서스 없음,,2026-09-14
475830,오름테라퓨틱,49250.0,10697.0,,컨센서스 없음 → 산출불가,1,K바이오,4.74,바이오·헬스케어,신약·플랫폼,오름테라퓨틱,,보류,컨센서스 없음,,2026-09-14
058610,에스피지,89100.0,19760.0,,컨센서스 없음 → 산출불가,1,코스닥,4.68,로봇·산업재,로봇,에스피지,,보류,컨센서스 없음,,2026-09-14
178320,서진시스템,34400.0,21921.0,,컨센서스 없음 → 산출불가,1,K이노베이션,4.6,AI·전력인프라,ESS·함체,서진시스템,,보류,컨센서스 없음,,2026-09-14
352820,하이브,173500.0,74790.0,,컨센서스 없음 → 산출불가,1,K컬처,4.36,엔터·게임·콘텐츠,엔터,하이브,,보류,컨센서스 없음,,2026-09-14
403870,HPSP,51000.0,41973.0,,컨센서스 없음 → 산출불가,1,코스닥,4.28,반도체,전공정 장비,HPSP,,보류,컨센서스 없음,,2026-09-14
068760,셀트리온제약,39200.0,17406.0,,컨센서스 없음 → 산출불가,1,K바이오,4.27,바이오·헬스케어,바이오시밀러·CDMO,셀트리온제약,,보류,컨센서스 없음,,2026-09-14
119850,지엔씨에너지,48750.0,8019.0,,컨센서스 없음 → 산출불가,1,코스닥,4.06,AI·전력인프라,발전설비,지엔씨에너지,,보류,컨센서스 없음,,2026-09-14
035900,JYP Ent.,39200.0,13929.0,,컨센서스 없음 → 산출불가,1,K컬처,3.98,엔터·게임·콘텐츠,엔터,JYP Ent.,,보류,컨센서스 없음,,2026-09-14
100090,SK오션플랜트,12330.0,7704.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,3.96,2차전지·에너지,풍력,SK오션플랜트,,보류,컨센서스 없음,,2026-09-14
039030,이오테크닉스,425500.0,52420.0,,컨센서스 없음 → 산출불가,1,코스닥,3.95,미분류,-,이오테크닉스,,보류,컨센서스 없음,,2026-09-14
237690,에스티팜,87900.0,18371.0,,컨센서스 없음 → 산출불가,1,K바이오,3.84,바이오·헬스케어,바이오시밀러·CDMO,에스티팜,,보류,컨센서스 없음,,2026-09-14
131290,티에스이,236000.0,26105.0,,컨센서스 없음 → 산출불가,1,코스닥,3.5,반도체,테스트·후공정,티에스이,,보류,컨센서스 없음,,2026-09-14
222800,심텍,121900.0,46291.0,,컨센서스 없음 → 산출불가,1,코스닥,3.49,반도체,기판·PCB,심텍,,보류,컨센서스 없음,,2026-09-14
000880,한화,139800.0,74554.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,3.26,미분류,-,한화,,보류,컨센서스 없음,,2026-09-14
277810,레인보우로보틱스,416500.0,80800.0,,컨센서스 없음 → 산출불가,1,코스닥,3.16,로봇·산업재,로봇,레인보우로보틱스,,보류,컨센서스 없음,,2026-09-14
064290,인텍플러스,44200.0,5727.0,,컨센서스 없음 → 산출불가,1,코스닥,3.02,반도체,검사·계측,인텍플러스,,보류,컨센서스 없음,,2026-09-14
071050,한국금융지주,193100.0,107607.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,2.95,금융,증권,한국금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
086520,에코프로,80400.0,109164.0,,컨센서스 없음 → 산출불가,1,코스닥,2.9,2차전지·에너지,소재,에코프로,,보류,컨센서스 없음,,2026-09-14
035760,CJ ENM,36800.0,8070.0,,컨센서스 없음 → 산출불가,1,K컬처,2.88,엔터·게임·콘텐츠,미디어·콘텐츠,CJ ENM,,보류,컨센서스 없음,,2026-09-14
039490,키움증권,273500.0,71734.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,2.86,금융,증권,키움증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
080220,제주반도체,69500.0,23938.0,,컨센서스 없음 → 산출불가,1,코스닥,2.77,반도체,메모리,제주반도체,,보류,컨센서스 없음,,2026-09-14
020150,롯데에너지머티리얼즈,37600.0,19689.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,2.71,미분류,-,롯데에너지머티리얼즈,,보류,컨센서스 없음,,2026-09-14
456160,지투지바이오,31250.0,5197.0,,컨센서스 없음 → 산출불가,1,K바이오,2.24,바이오·헬스케어,신약·플랫폼,지투지바이오,,보류,컨센서스 없음,,2026-09-14
214150,클래시스,31300.0,20419.0,,컨센서스 없음 → 산출불가,1,K컬처,2.23,바이오·헬스케어,미용의료·의료기기,클래시스,,보류,컨센서스 없음,,2026-09-14
458870,씨어스,23500.0,9011.0,,컨센서스 없음 → 산출불가,1,K바이오,2.2,바이오·헬스케어,미용의료·의료기기,씨어스,,보류,컨센서스 없음,,2026-09-14
108490,로보티즈,316000.0,46494.0,,컨센서스 없음 → 산출불가,1,코스닥,2.17,로봇·산업재,로봇,로보티즈,,보류,컨센서스 없음,,2026-09-14
024110,기업은행,20800.0,165865.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,2.15,금융,은행,기업은행,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
000100,유한양행,78300.0,57641.0,,컨센서스 없음 → 산출불가,1,K바이오,2.04,바이오·헬스케어,제약,유한양행,,보류,컨센서스 없음,,2026-09-14
095340,ISC,178800.0,37900.0,,컨센서스 없음 → 산출불가,1,코스닥,2.04,반도체,테스트·후공정,ISC,,보류,컨센서스 없음,,2026-09-14
161580,필옵틱스,30700.0,7197.0,,컨센서스 없음 → 산출불가,1,코스닥,1.89,반도체,기판·PCB,필옵틱스,,보류,컨센서스 없음,,2026-09-14
039200,오스코텍,34200.0,13084.0,,컨센서스 없음 → 산출불가,1,K바이오,1.8,바이오·헬스케어,신약·플랫폼,오스코텍,,보류,컨센서스 없음,,2026-09-14
067310,하나마이크론,32800.0,21809.0,,컨센서스 없음 → 산출불가,1,코스닥,1.76,반도체,테스트·후공정,하나마이크론,,보류,컨센서스 없음,,2026-09-14
138930,BNK금융지주,15950.0,48941.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.76,금융,은행,BNK금융지주,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
084370,유진테크,130400.0,29883.0,,컨센서스 없음 → 산출불가,1,코스닥,1.73,반도체,전공정 장비,유진테크,,보류,컨센서스 없음,,2026-09-14
131970,두산테스나,81200.0,15694.0,,컨센서스 없음 → 산출불가,1,코스닥,1.69,반도체,테스트·후공정,두산테스나,,보류,컨센서스 없음,,2026-09-14
034020,두산에너빌리티,86100.0,551523.0,,컨센서스 없음 → 산출불가,1,코스피,1.59,미분류,-,두산에너빌리티,,보류,컨센서스 없음,,2026-09-14
241710,코스메카코리아,129900.0,13873.0,,컨센서스 없음 → 산출불가,1,K컬처,1.53,화장품·뷰티,ODM,코스메카코리아,,보류,컨센서스 없음,,2026-09-14
006360,GS건설,35950.0,30767.0,,컨센서스 없음 → 산출불가,1,코스피,1.51,로봇·산업재,플랜트·건설,GS건설,,보류,컨센서스 없음,,2026-09-14
016360,삼성증권,86400.0,77155.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.5,금융,증권,삼성증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
089970,브이엠,47000.0,12374.0,,컨센서스 없음 → 산출불가,1,코스닥,1.5,반도체,전공정 장비,브이엠,,보류,컨센서스 없음,,2026-09-14
003530,한화투자증권,4800.0,10298.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.47,금융,증권,한화투자증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
059090,미코,19670.0,6573.0,,컨센서스 없음 → 산출불가,1,코스닥,1.47,반도체,소재·부품,미코,,보류,컨센서스 없음,,2026-09-14
005940,NH투자증권,26300.0,97101.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.46,금융,증권,NH투자증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
161890,한국콜마,144100.0,34015.0,,컨센서스 없음 → 산출불가,1,K컬처,1.43,미분류,-,한국콜마,,보류,컨센서스 없음,,2026-09-14
247540,에코프로비엠,103800.0,101548.0,,컨센서스 없음 → 산출불가,1,코스닥,1.42,2차전지·에너지,소재,에코프로비엠,,보류,컨센서스 없음,,2026-09-14
267260,HD현대일렉트릭,724000.0,260981.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,1.42,AI·전력인프라,변압기·전력기기,HD현대일렉트릭,,보류,컨센서스 없음,,2026-09-14
010140,삼성중공업,21900.0,192720.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,1.39,조선·방산·우주,조선,삼성중공업,,보류,컨센서스 없음,,2026-09-14
051910,LG화학,266000.0,187776.0,,컨센서스 없음 → 산출불가,1,K신재생에너지,1.39,2차전지·에너지,소재,LG화학,,보류,컨센서스 없음,,2026-09-14
950260,인제니아테라퓨틱스(Reg.S),14020.0,6932.0,,컨센서스 없음 → 산출불가,1,K바이오,1.3,미분류,-,인제니아테라퓨틱스(Reg.S),,보류,컨센서스 없음,,2026-09-14
140860,파크시스템스,249000.0,17436.0,,컨센서스 없음 → 산출불가,1,코스닥,1.29,반도체,검사·계측,파크시스템스,,보류,컨센서스 없음,,2026-09-14
356860,티엘비,36150.0,8568.0,,컨센서스 없음 → 산출불가,1,코스닥,1.24,반도체,기판·PCB,티엘비,,보류,컨센서스 없음,,2026-09-14
003470,유안타증권,4750.0,9152.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,1.22,금융,증권,유안타증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
389470,인벤티지랩,24750.0,3294.0,,컨센서스 없음 → 산출불가,1,K바이오,1.2,바이오·헬스케어,신약·플랫폼,인벤티지랩,,보류,컨센서스 없음,,2026-09-14
253450,스튜디오드래곤,21600.0,6493.0,,컨센서스 없음 → 산출불가,1,K컬처,1.16,엔터·게임·콘텐츠,미디어·콘텐츠,스튜디오드래곤,,보류,컨센서스 없음,,2026-09-14
082920,비츠로셀,27550.0,12436.0,,컨센서스 없음 → 산출불가,1,코스닥,1.09,2차전지·에너지,셀,비츠로셀,,보류,컨센서스 없음,,2026-09-14
483650,달바글로벌,165500.0,20755.0,,컨센서스 없음 → 산출불가,1,K컬처,1.04,화장품·뷰티,브랜드·디바이스,달바글로벌,,보류,컨센서스 없음,,2026-09-14
042700,한미반도체,227000.0,216835.0,,컨센서스 없음 → 산출불가,1,코리아밸류업,0.95,반도체,후공정 장비,한미반도체,,보류,컨센서스 없음,,2026-09-14
100790,미래에셋벤처투자,15680.0,8329.0,,컨센서스 없음 → 산출불가,1,코스닥,0.95,금융,증권,미래에셋벤처투자,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-09-14
124500,아이티센글로벌,31850.0,7391.0,,컨센서스 없음 → 산출불가,1,코스닥,0.94,미분류,-,아이티센글로벌,,보류,컨센서스 없음,,2026-09-14
088350,한화생명,6030.0,52372.0,,컨센서스 없음 → 산출불가,1,코스피,0.93,미분류,-,한화생명,,보류,컨센서스 없음,,2026-09-14
005387,현대차2우B,175700.0,61432.0,,컨센서스 없음 → 산출불가,1,Korea플러스배당,0.9,자동차,완성차,현대차2우B,,보류,컨센서스 없음,,2026-09-14
171090,선익시스템,66100.0,6694.0,,컨센서스 없음 → 산출불가,1,코스닥,0.9,미분류,-,선익시스템,,보류,컨센서스 없음,,2026-09-14
393890,더블유씨피,9700.0,3283.0,,컨센서스 없음 → 산출불가,1,코스닥,0.9,2차전지·에너지,소재,더블유씨피,,보류,컨센서스 없음,,2026-09-14
033790,피노,7290.0,6074.0,,컨센서스 없음 → 산출불가,1,코스닥,0.81,미분류,-,피노,,보류,컨센서스 없음,,2026-09-14
417200,LS머트리얼즈,11160.0,7550.0,,컨센서스 없음 → 산출불가,1,코스닥,0.77,AI·전력인프라,전선·케이블,LS머트리얼즈,,보류,컨센서스 없음,,2026-09-14
397030,에이프릴바이오,16680.0,4597.0,,컨센서스 없음 → 산출불가,1,K바이오,0.76,바이오·헬스케어,신약·플랫폼,에이프릴바이오,,보류,컨센서스 없음,,2026-09-14
420770,기가비스,92700.0,11750.0,,컨센서스 없음 → 산출불가,1,코스닥,0.76,반도체,검사·계측,기가비스,,보류,컨센서스 없음,,2026-09-14
