종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,224.43,24150.0,302970.0,65.21,5420000.0,117.21,92.03,16.33,0.45,0.17,18.61,0.38,,FY 2027,FY 2026,411250.0,268850.0,242370.0,224354.14160317247,9.29,20.159940487260553,24.15823466092573,0.2670999535446368,0.22750196572570458,0.31635926607711756,0.30318844172010895,,65.37386018237082,60.382513661202175,90.44642030193573,106.18912493289363,325.99,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",9.47,0.22750196572570458,통과,,,2026-09-03
TSLA,Tesla,356.96,3950.0,103620.0,4.13,1410000.0,4.67,5.46,14.25,,0.18,187.54,6.93,,FY 2026,FY 2025,106030.0,4290.0,3840.0,6991.539668310175,1.77,328.6713286713287,201.6723163841808,17.07552300242131,,15.692727048752626,14.33312604406832,,4.04602470998774,4.597701149425287,11.810608457239269,-1.6055045871559592,390.09,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.55,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-03
AMZN,Amazon,254.87,10790.0,775680.0,12.08,2750000.0,30.56,11.94,11.31,,0.46,27.53,1.32,,FY 2026,FY 2025,828280.0,109750.0,134130.0,135412.17091066035,12.55,25.056947608200456,20.30836653386454,1.3074240423364005,0.5456040159148424,1.361915220337451,0.9965683728893787,,13.250350123146761,11.156056463761647,15.53311387602523,37.22180545136284,327.67,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.67,0.5456040159148424,탈락,PEG매출>1,,2026-09-03
META,Meta Platforms,592.16,2550.0,228250.0,38.08,1510000.0,29.85,25.4,10.41,0.35,0.43,18.32,0.94,-19.74,FY 2026,FY 2025,254200.0,87760.0,80800.0,79457.57903269387,31.16,17.20601640838651,19.00385109114249,0.7174908799148801,3.5326801760498867,0.816198962852187,2.2276255857116234,,34.523996852871754,41.43902074936558,26.486540279643723,5.379442843419779,754.77,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.9,3.5326801760498867,탈락,PEG영익>1,,2026-09-03
LLY,Eli Lilly,1155.54,891.36,79670.0,49.72,1030000.0,102.29,42.24,6.67,0.6,1.62,28.44,1.35,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32721.757792893368,36.71,25.091352009744213,31.477526559520566,0.8920457309345874,0.8236850562271021,1.2610748237730067,0.792544061745188,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1315.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.98,0.8236850562271021,탈락,fPER>30,,2026-09-03
MSFT,Microsoft,496.82,7430.0,331840.0,46.78,3690000.0,34.04,26.18,10.06,0.73,0.29,25.15,1.56,-1.95,FY 2027,FY 2026,391080.0,182160.0,146940.0,146687.93526830644,19.75,20.25691699604743,25.155443037974685,1.4091124607902632,1.4506430078808281,1.3472438390594799,1.4981852883489273,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,571.38,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.29,1.4506430078808281,탈락,"PEG매출>1,PEG영익>1",,2026-09-03
AAPL,Apple,324.96,14590.0,466820.0,33.17,4740000.0,148.75,101.57,10.04,0.33,0.78,35.48,3.36,,FY 2026,FY 2025,477680.0,156310.0,129940.0,128652.14180206797,8.82,30.324355447508157,36.84353741496598,2.492328759852446,2.107494691771806,2.991024718500755,2.8157206825625005,,32.72274325908558,31.970876585928487,14.78277585544021,17.48214956783165,324.45,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.88,2.107494691771806,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-03
GOOGL,Alphabet,336.88,12230.0,445870.0,33.11,4120000.0,48.68,24.93,10.78,0.26,0.19,25.29,1.92,,FY 2026,FY 2025,498030.0,171640.0,251870.0,251935.4072666825,20.6,24.00372873456071,16.353398058252427,0.6920687964898004,0.4953620857833079,0.7095750501595772,0.9548207822275058,,34.46378732204887,32.03256876179128,23.629728924635085,33.01301921884689,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.09,0.4953620857833079,통과,,비지배괴리,2026-09-03
SNDK,Sandisk,1534.0,146.42,20250.0,61.58,227450.0,91.64,102.23,,,0.01,7.26,0.18,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31745.140156453715,214.1,5.841037493579867,7.164876226062588,0.05053596084213424,0.03375368588553097,0.10394010060260901,0.07683072688913865,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.05,0.07683072688913865,통과,,기저효과(2y),2026-09-03
SNOW,Snowflake,305.84,346.6,5430.0,-20.76,106010.0,-48.06,-14.12,11.27,,1.29,127.62,4.08,,FY 2027,FY 2026,6100.0,824.2,-987.37,672.4411456970965,1.94,128.6216937636496,157.64948453608247,5.195771743865253,,5.626501500037831,3.3371115816044816,,13.511475409836066,-28.418803418803417,30.341880341880344,,357.4,USD,,기저효과→PEG(영익)1y 산출불가,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Snowflake Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.01,3.3371115816044816,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-03
