ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,120,10.13,2026-09-21
글로벌휴머노이드로봇,TSLA,Tesla Inc,57,8.03,2026-09-21
글로벌휴머노이드로봇,TER,Teradyne Inc,51,6.93,2026-09-21
글로벌휴머노이드로봇,HSAI,Hesai Group,166,1.08,2026-09-21
미국나스닥100,NVDA,NVIDIA Corp,227,7.4,2026-09-21
미국나스닥100,BE,Bloom Energy Corp,148,6.18,2026-09-21
미국나스닥100,DELL,Dell Technologies Inc,69,6.03,2026-09-21
미국나스닥100,SNDK,Sandisk Corp,20,4.8,2026-09-21
미국나스닥100,INTC,Intel Corp,241,3.9,2026-09-21
미국나스닥100,SKHY,SK hynix Inc,143,3.89,2026-09-21
미국나스닥100,SPCX,Space Exploration Technologies Corp,157,3.61,2026-09-21
미국나스닥100,MU,Micron Technology Inc,23,3.34,2026-09-21
미국나스닥100,AMD,Advanced Micro Devices Inc,41,3.32,2026-09-21
미국나스닥100,LITE,Lumentum Holdings Inc,22,2.92,2026-09-21
미국나스닥100,MSFT,Microsoft Corp,38,2.81,2026-09-21
미국나스닥100,HOOD,Robinhood Markets Inc,162,2.64,2026-09-21
미국나스닥100,MRVL,Marvell Technology Inc,73,2.61,2026-09-21
미국나스닥100,GOOGL,Alphabet Inc,50,2.58,2026-09-21
미국나스닥100,TSLA,Tesla Inc,46,2.5,2026-09-21
미국나스닥100,NBIS,Nebius Group NV,77,2.49,2026-09-21
미국나스닥100,COIN,Coinbase Global Inc,89,2.3,2026-09-21
미국나스닥100,PLTR,Palantir Technologies Inc,74,1.94,2026-09-21
미국나스닥100,SNOW,Snowflake Inc,38,1.91,2026-09-21
미국나스닥100,QCOM,QUALCOMM Inc,68,1.91,2026-09-21
미국나스닥100,AMZN,Amazon.com Inc,51,1.9,2026-09-21
미국나스닥100,CRWV,CoreWeave Inc,156,1.85,2026-09-21
미국나스닥100,TER,Teradyne Inc,35,1.84,2026-09-21
미국나스닥100,MSTR,Strategy Inc,83,1.63,2026-09-21
미국나스닥100,AAOI,Applied Optoelectronics Inc,106,1.55,2026-09-21
미국나스닥100,META,Meta Platforms Inc,15,1.52,2026-09-21
미국나스닥100,AAPL,Apple Inc,30,1.5,2026-09-21
미국나스닥100,AVGO,Broadcom Inc,28,1.45,2026-09-21
미국나스닥100,VRT,Vertiv Holdings Co,40,1.44,2026-09-21
미국나스닥100,ALAB,Astera Labs Inc,31,1.35,2026-09-21
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.31,2026-09-21
미국나스닥100,WDC,Western Digital Corp,19,1.2,2026-09-21
미국나스닥100,TSEM,Tower Semiconductor Ltd,36,1.17,2026-09-21
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,45,1.13,2026-09-21
미국나스닥100,PANW,Palo Alto Networks Inc,18,1.0,2026-09-21
미국나스닥100,ARM,ARM Holdings PLC,25,0.98,2026-09-21
미국나스닥100,LLY,Eli Lilly & Co,5,0.86,2026-09-21
미국나스닥100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,13,0.83,2026-09-21
미국나스닥100,GEV,GE Vernova Inc,6,0.83,2026-09-21
미국나스닥100,NOW,ServiceNow Inc,18,0.37,2026-09-21
미국S&P500,NVDA,NVIDIA Corp,145,6.86,2026-09-21
미국S&P500,GOOGL,Alphabet Inc,68,5.1,2026-09-21
미국S&P500,MSFT,Microsoft Corp,44,4.73,2026-09-21
미국S&P500,AAPL,Apple Inc,58,4.22,2026-09-21
미국S&P500,BRK-B,Berkshire Hathaway Inc,29,3.19,2026-09-21
미국S&P500,AMZN,Amazon.com Inc,58,3.14,2026-09-21
미국S&P500,JNJ,Johnson & Johnson,51,2.97,2026-09-21
미국S&P500,JPM,JPMorgan Chase & Co,38,2.87,2026-09-21
미국S&P500,CVX,Chevron Corp,59,2.69,2026-09-21
미국S&P500,AVGO,Broadcom Inc,34,2.55,2026-09-21
미국S&P500,DELL,Dell Technologies Inc,18,2.29,2026-09-21
미국S&P500,CAT,Caterpillar Inc,13,2.24,2026-09-21
미국S&P500,BE,Bloom Energy Corp,33,2.0,2026-09-21
미국S&P500,META,Meta Platforms Inc,13,1.91,2026-09-21
미국S&P500,LLY,Eli Lilly & Co,7,1.74,2026-09-21
미국S&P500,MU,Micron Technology Inc,8,1.69,2026-09-21
미국S&P500,MRK,Merck & Co Inc,49,1.56,2026-09-21
미국S&P500,HOOD,Robinhood Markets Inc,63,1.49,2026-09-21
미국S&P500,TSM,Taiwan Semiconductor Manufacturing Co Ltd,15,1.39,2026-09-21
미국S&P500,TSLA,Tesla Inc,17,1.34,2026-09-21
미국S&P500,NEM,Newmont Corp,50,1.34,2026-09-21
미국S&P500,AMD,Advanced Micro Devices Inc,11,1.29,2026-09-21
미국S&P500,KO,Coca-Cola Co/The,67,1.27,2026-09-21
미국S&P500,V,Visa Inc,15,1.2,2026-09-21
미국S&P500,SNOW,Snowflake Inc,16,1.17,2026-09-21
미국S&P500,COST,Costco Wholesale Corp,6,1.16,2026-09-21
미국S&P500,INTC,Intel Corp,49,1.15,2026-09-21
미국S&P500,MRVL,Marvell Technology Inc,22,1.14,2026-09-21
미국S&P500,PLTR,Palantir Technologies Inc,28,1.07,2026-09-21
미국S&P500,PANW,Palo Alto Networks Inc,13,1.05,2026-09-21
미국S&P500,SNDK,Sandisk Corp,3,1.05,2026-09-21
미국S&P500,NEE,NextEra Energy Inc,57,1.0,2026-09-21
미국S&P500,VLO,Valero Energy Corp,11,0.98,2026-09-21
미국S&P500,LITE,Lumentum Holdings Inc,5,0.96,2026-09-21
미국S&P500,CRWD,Crowdstrike Holdings Inc,18,0.95,2026-09-21
미국S&P500,PEP,PepsiCo Inc,33,0.95,2026-09-21
미국S&P500,LIN,Linde PLC,9,0.89,2026-09-21
미국S&P500,VRT,Vertiv Holdings Co,17,0.89,2026-09-21
미국S&P500,SBUX,Starbucks Corp,42,0.88,2026-09-21
미국S&P500,ARM,ARM Holdings PLC,15,0.86,2026-09-21
미국S&P500,BAC,Bank of America Corp,65,0.82,2026-09-21
미국S&P500,WMT,Walmart Inc,35,0.81,2026-09-21
미국S&P500,ETN,Eaton Corp PLC,9,0.8,2026-09-21
미국S&P500,MS,Morgan Stanley,18,0.79,2026-09-21
미국S&P500,UNH,UnitedHealth Group Inc,9,0.73,2026-09-21
미국S&P500,CSCO,Cisco Systems Inc,28,0.67,2026-09-21
미국S&P500,GS,Goldman Sachs Group Inc/The,3,0.62,2026-09-21
미국S&P500,NBIS,Nebius Group NV,12,0.57,2026-09-21
미국S&P500,CEG,Constellation Energy Corp,9,0.51,2026-09-21
미국S&P500,ABT,Abbott Laboratories,23,0.51,2026-09-21
미국S&P500,VZ,Verizon Communications Inc,47,0.49,2026-09-21
미국S&P500,FSLR,First Solar Inc,11,0.48,2026-09-21
미국S&P500,NOW,ServiceNow Inc,16,0.48,2026-09-21
미국S&P500,WFC,Wells Fargo & Co,25,0.47,2026-09-21
미국S&P500,FCX,Freeport-McMoRan Inc,29,0.44,2026-09-21
미국S&P500,T,AT&T Inc,70,0.38,2026-09-21
글로벌AI인공지능,INTC,Intel Corp,416,5.41,2026-09-21
글로벌AI인공지능,SNDK,Sandisk Corp,27,5.21,2026-09-21
글로벌AI인공지능,SKHY,SK hynix Inc,211,4.61,2026-09-21
글로벌AI인공지능,AMD,Advanced Micro Devices Inc,66,4.3,2026-09-21
글로벌AI인공지능,DELL,Dell Technologies Inc,59,4.15,2026-09-21
글로벌AI인공지능,SNOW,Snowflake Inc,91,3.68,2026-09-21
글로벌AI인공지능,NVDA,NVIDIA Corp,118,3.09,2026-09-21
글로벌AI인공지능,GOOG,Alphabet Inc,68,2.79,2026-09-21
글로벌AI인공지능,LITE,Lumentum Holdings Inc,25,2.67,2026-09-21
글로벌AI인공지능,AMZN,Amazon.com Inc,85,2.55,2026-09-21
글로벌AI인공지능,WDC,Western Digital Corp,49,2.48,2026-09-21
글로벌AI인공지능,STX,Seagate Technology Holdings PLC,24,2.3,2026-09-21
글로벌AI인공지능,CRM,Salesforce Inc,79,2.29,2026-09-21
글로벌AI인공지능,BABA,Alibaba Group Holding Ltd,174,2.26,2026-09-21
글로벌AI인공지능,AAOI,Applied Optoelectronics Inc,191,2.24,2026-09-21
