종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,217.44,24150.0,302970.0,65.21,5250000.0,117.21,92.03,16.33,0.46,0.17,18.03,0.36,,FY 2027,FY 2026,411250.0,268850.0,242370.0,224303.25607064017,9.29,19.52761763064906,23.405812701829927,0.2587809735719192,0.22041628760592258,0.30650607679814834,0.29374546525696427,,65.37386018237082,60.382513661202175,90.44642030193573,106.18912493289363,325.99,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",9.41,0.22041628760592258,통과,,,2026-09-02
TSLA,Tesla,356.09,3950.0,103620.0,4.13,1410000.0,4.67,5.46,14.25,,0.18,187.06,6.91,,FY 2026,FY 2025,106030.0,4290.0,3840.0,7008.621415934174,1.77,328.6713286713287,201.18079096045196,17.033905720338982,,15.654479983164283,14.29819266313393,,4.04602470998774,4.597701149425287,11.810608457239269,-1.6055045871559592,390.09,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.64,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-02
AMZN,Amazon,254.92,10790.0,775680.0,12.08,2750000.0,30.56,11.94,11.31,,0.46,27.52,1.32,,FY 2026,FY 2025,828190.0,109710.0,133310.0,134630.47230503688,12.48,25.066083310545984,20.42628205128205,1.3160789186847432,0.5495102719345907,1.3703248253236575,1.0023547011563632,,13.246960238592592,11.156056463761647,15.52056017407799,37.17179294823707,327.67,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.71,0.5495102719345907,탈락,PEG매출>1,,2026-09-02
META,Meta Platforms,575.0,2550.0,228250.0,38.08,1470000.0,29.85,25.4,10.4,0.36,0.43,17.88,0.92,-21.68,FY 2026,FY 2025,254200.0,87760.0,80800.0,79661.21739130435,31.16,16.750227894257065,18.453145057766367,0.6966989596579575,3.4303078580597894,0.792546615171588,2.1630719936912044,,34.523996852871754,41.43902074936558,26.486540279643723,5.379442843419779,754.77,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.85,3.4303078580597894,탈락,PEG영익>1,,2026-09-02
LLY,Eli Lilly,1155.54,891.36,79670.0,49.72,1030000.0,102.29,42.24,6.69,0.6,1.62,28.44,1.35,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32721.757792893368,36.71,25.091352009744213,31.477526559520566,0.8920457309345874,0.8236850562271021,1.2610748237730067,0.792544061745188,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1315.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",12.07,0.8236850562271021,탈락,fPER>30,,2026-09-02
MSFT,Microsoft,501.02,7430.0,331840.0,46.78,3720000.0,34.04,26.18,10.06,0.73,0.29,25.36,1.58,-1.12,FY 2027,FY 2026,391080.0,182160.0,146940.0,146640.85266057245,19.75,20.421607378129117,25.368101265822784,1.4210247677330574,1.4629064043485618,1.3586331231544233,1.5108505961285363,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,571.38,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.32,1.4629064043485618,탈락,"PEG매출>1,PEG영익>1",,2026-09-02
AAPL,Apple,324.93,14590.0,466820.0,33.17,4750000.0,148.75,101.57,10.04,0.33,0.78,35.5,3.36,,FY 2026,FY 2025,477680.0,156310.0,129940.0,128935.4630228049,8.82,30.38833088094172,36.84013605442177,2.4920986704174526,2.1073001298541763,2.9907485899263,2.81546073789092,,32.72274325908558,31.970876585928487,14.78277585544021,17.48214956783165,324.45,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.68,2.1073001298541763,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-02
GOOGL,Alphabet,335.02,12230.0,445870.0,33.11,4099999.9999999995,48.68,24.93,10.78,0.26,0.19,25.13,1.91,,FY 2026,FY 2025,498010.0,171650.0,251890.0,252104.35197898632,20.6,23.88581415671424,16.263106796116503,0.6883923444097478,0.4925114529384822,0.7054411816811623,0.9495489742990351,,34.46717937390815,32.03256876179128,23.624764174362035,33.02076875387478,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.11,0.4925114529384822,통과,,비지배괴리,2026-09-02
SNDK,Sandisk,1536.87,146.42,20250.0,61.58,225030.0,91.64,102.23,,,0.01,7.18,0.18,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31348.730211403697,214.1,5.778890600924499,7.178281177020084,0.050630509869263915,0.03381683652340024,0.10413456480647439,0.0769744714694332,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.06,0.0769744714694332,통과,,기저효과(2y),2026-09-02
SNOW,Snowflake,319.8,346.6,5030.0,-25.71,110840.0,-54.87,-16.48,11.28,,1.43,150.83,4.82,,FY 2027,FY 2026,6100.0,824.2,-987.37,672.3877423389619,1.94,134.48192186362533,164.84536082474227,5.432931610280238,,5.8833219320955354,3.489433310872068,,13.511475409836066,-28.418803418803417,30.341880341880344,,331.66,USD,,기저효과→PEG(영익)1y 산출불가,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Snowflake Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.08,3.489433310872068,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-02
