종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,217.55,24150.0,302970.0,65.21,5250000.0,117.21,92.03,16.32,0.46,0.17,18.9,0.38,,FY 2027,FY 2026,409000.0,268840.0,244310.0,223707.19374856353,9.27,19.528343996429104,23.46817691477886,0.26249446405145277,0.22101954408941965,0.33158825054294244,0.31952538479337184,,65.73105134474328,60.382513661202175,89.40446420301936,106.18145563310071,323.42,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",8.95,0.22101954408941965,통과,,,2026-08-28
AMZN,Amazon,266.31,10790.0,775680.0,12.08,2870000.0,30.56,11.94,11.34,,0.46,27.66,1.33,,FY 2026,FY 2025,828190.0,109710.0,133310.0,134495.8882505351,12.48,26.159876036824354,21.338942307692307,1.3748822251488073,0.5740627668244972,1.4315518760079367,1.0471405949511652,,13.246960238592592,11.156056463761647,15.52056017407799,37.17179294823707,327.0,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.71,0.5740627668244972,탈락,PEG매출>1,,2026-08-28
META,Meta Platforms,577.83,2550.0,228250.0,38.08,1470000.0,29.85,25.4,10.4,0.36,0.43,17.65,0.91,-22.66,FY 2026,FY 2025,254190.0,88290.0,81630.0,79271.06588442967,31.16,16.649677200135915,18.543966623876766,0.7002594837280183,3.082518044783343,0.7968617462905162,2.281868072174819,,34.733860498052636,41.43902074936558,26.4815644125989,6.015850144092227,754.77,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.89,3.082518044783343,탈락,PEG영익>1,,2026-08-28
LLY,Eli Lilly,1174.61,891.36,79670.0,49.72,1050000.0,102.29,42.24,6.7,0.59,1.62,28.8,1.36,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32815.572828428165,36.71,25.578562728380025,31.997003541269404,0.9067672568782349,0.8372784186570056,1.282833029929568,0.8065241511919877,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1315.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",12.05,0.8372784186570056,탈락,fPER>30,,2026-08-28
MSFT,Microsoft,512.74,7430.0,331840.0,46.78,3810000.0,34.04,26.18,10.02,0.71,0.29,26.0,1.62,,FY 2027,FY 2026,391080.0,182160.0,146940.0,146755.6656395054,19.75,20.915678524374176,25.961518987341773,1.4542657766305693,1.4971271202061427,1.3904146492479323,1.5461928359325892,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,569.45,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",6.13,1.4971271202061427,탈락,"PEG매출>1,PEG영익>1",,2026-08-28
AAPL,Apple,320.08,14590.0,466820.0,33.17,4670000.0,148.75,101.57,10.04,0.34,0.78,34.35,3.26,,FY 2026,FY 2025,477680.0,156310.0,129940.0,128684.703824044,8.82,29.876527413473227,36.290249433106574,2.454900878426794,2.075845953170605,2.9461078037226787,2.7734363493187018,,32.72274325908558,31.970876585928487,14.78277585544021,17.48214956783165,324.45,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.61,2.075845953170605,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-28
SNDK,Sandisk,1480.39,146.42,20250.0,61.58,217430.0,91.64,102.23,,,0.01,6.94,0.18,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31445.607576381895,214.1,5.58371854134566,6.914479215319945,0.0487698377256109,0.03257406717606336,0.1003076176865035,0.074145658265588,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2126.0,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.28,0.074145658265588,통과,,기저효과(2y),2026-08-28
GOOGL,Alphabet,346.0,12230.0,445870.0,33.11,4240000.0,48.68,24.93,10.79,0.25,0.19,25.55,1.94,,FY 2026,FY 2025,497860.0,171550.0,251890.0,252316.76300578035,20.59,24.715826289711455,16.80427391937834,0.712421985443314,0.5100972727726606,0.7322807992237791,0.985692864223495,,34.457478005865106,32.03256876179128,23.587528547314072,32.943273403595796,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.14,0.5100972727726606,통과,,비지배괴리,2026-08-28
TSLA,Tesla,348.75,3950.0,103620.0,4.13,1380000.0,4.67,5.46,14.15,,0.18,186.39,6.89,-0.24,FY 2026,FY 2025,106030.0,4290.0,3840.0,7003.870967741936,1.77,321.67832167832165,197.03389830508473,16.68278980024213,,15.331797843602864,14.003467357319662,,4.04602470998774,4.597701149425287,11.810608457239269,-1.6055045871559592,390.09,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,4,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.79,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-08-28
AMD,Advanced Micro Devices,465.58,1630.0,41310.0,15.82,760050.0,10.2,9.77,17.86,,0.06,42.92,0.65,,FY 2026,FY 2025,50810.0,14340.0,9380.0,12357.872975643284,7.57,53.00209205020921,61.50330250990753,1.3175475565511419,0.21700221828967375,1.0453801074354279,0.665010564424915,,28.22279078921472,10.796766743648961,46.68013856812934,283.4224598930481,613.84,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Advanced Micro Devices Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.39,0.665010564424915,탈락,"PEG매출>1,fPER>30","기저효과(2y),비지배괴리",2026-08-28
HOOD,Robinhood,104.26,899.08,4930.0,46.03,93740.0,23.62,7.01,13.7,,2.4,44.05,2.49,,FY 2026,FY 2025,5170.0,2260.0,1890.0,2247.7460195664685,2.5,41.47787610619469,41.704,2.663098285714287,5.127138823529406,2.034849863384754,2.336210622968733,,43.7137330754352,46.75615212527964,15.659955257270685,8.133971291866038,120.08,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Robinhood Markets Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.21,5.127138823529406,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-28
LITE,Lumentum Holdings,895.0,89.7,3010.0,17.79,80280.0,-240.03,16.03,12.34,,0.36,41.38,0.36,,FY 2027,FY 2026,6270.0,2560.0,1950.0,1940.1747486033519,21.63,31.359375,41.37771613499769,0.3820457839458375,0.10962907101287558,0.5413399487731396,0.43498195029098613,,40.82934609250399,17.813953488372096,108.30564784053158,377.4337933606863,1148.0,USD,,,AI·전력인프라,Stock Lists Top Analysts Top Stocks Corporate Actions,Lumentum Holdings Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.16,0.43498195029098613,탈락,"ROE<10,fPER>30",기저효과(2y),2026-08-28
INTC,Intel,89.47,5250.0,57030.0,7.82,470120.0,-10.72,3.42,15.14,,0.49,55.43,0.8,,FY 2026,FY 2025,62990.0,9610.0,-11800.0,7934.293059125964,1.51,48.91987513007284,59.25165562913907,3.088214990138066,,3.683513162717746,0.4921672636938555,,15.256389903159231,1.7540208136234625,19.18637653736992,936.6774541531823,114.88,USD,,기저효과→PEG(영익)1y 산출불가,반도체,Stock Lists Top Stocks Corporate Actions,Intel Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.06,0.4921672636938555,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-28
DELL,Dell Technologies,456.24,646.14,134000.0,8.44,294800.0,,23.97,11.19,0.55,,24.55,0.96,,FY 2027,FY 2026,172940.0,15900.0,11060.0,12121.795546203753,18.76,18.540880503144653,24.319829424307034,0.4648608472787576,0.2953606024790492,0.77715324971383,0.5162564012893868,,9.193940094830577,7.6801127355997885,52.316364276906825,82.33944954128441,510.26,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.84,0.2953606024790492,탈락,"ROE<10,이익률<10",,2026-08-28
PLTR,Palantir,185.46,2400.0,6160.0,42.8,447670.0,38.1,363.8,12.84,,0.02,97.68,1.82,,FY 2026,FY 2025,8189.999999999999,4940.0,3860.0,3862.137388116036,1.6,90.62145748987854,115.9125,1.3996981132075477,0.4629932719546742,1.7863933722824068,1.5352793841861434,,60.31746031746032,31.473214285714285,82.81249999999997,250.354609929078,191.68,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Palantir Technologies Inc,4,"글로벌우주테크&방산,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.25,1.5352793841861434,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(2y),2026-08-28
WMT,Walmart,103.07,7960.0,735840.0,4.34,820400.0,22.31,14.74,7.16,0.96,0.7,34.34,3.34,,FY 2027,FY 2026,752110.0,33730.0,22990.0,22923.76055108179,2.88,24.322561517936556,35.78819444444444,6.552685173299113,2.7373380519943,7.215357867718441,3.372665482856112,,4.4847163313876965,4.182792080318582,5.461607493409604,13.074086490110638,127.73,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Walmart Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.2,2.7373380519943,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30,전년이익률<5",,2026-08-28
TER,Teradyne,354.97,156.34,4460.0,30.74,55500.0,36.46,38.24,14.1,0.15,0.03,36.4,1.06,,FY 2026,FY 2025,5140.0,1660.0,1410.0,1421.2327802349494,9.09,33.433734939759034,39.05060506050605,0.6388278468872529,0.27369473835812524,0.9741934679227566,0.5460077643825189,,32.295719844357976,21.44294670846395,61.12852664576802,142.6794146455565,446.47,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Teradyne Inc,3,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국나스닥100",6.39,0.27369473835812524,탈락,fPER>30,,2026-08-28
