종목코드,기업,현재가,주식수(M),TTM매출($M),영업이익률TTM,시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
NVDA,NVIDIA,230.23,24150.0,302970.0,65.21,5560000.0,117.21,92.03,16.33,0.43,0.17,19.1,0.37,,FY 2027,FY 2026,411310.0,268880.0,242390.0,224834.296138644,9.31,20.67836953287712,24.729323308270676,0.2733300954695178,0.232829552037361,0.3204463511672186,0.3076579034902506,,65.37161751476988,60.382513661202175,90.47420579790683,106.21213283227245,325.99,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,NVIDIA Corp,6,"글로벌AI인공지능,글로벌소비트렌드,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",9.96,0.232829552037361,통과,,,2026-09-08
TSLA,Tesla,354.08,3950.0,103620.0,4.13,1400000.0,4.67,5.46,14.25,,0.18,186.01,6.87,,FY 2026,FY 2025,106100.0,4260.0,3810.0,6998.4184365115225,1.77,328.63849765258215,200.045197740113,16.832551997954678,,15.526608399801093,14.217484507182068,,4.015080113100848,4.597701149425287,11.884424760097012,-2.2935779816513735,390.09,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Tesla Inc,5,"글로벌AI인공지능,글로벌휴머노이드로봇,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.46,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-09-08
AMZN,Amazon,258.51,10790.0,775680.0,12.08,2790000.0,30.56,11.94,11.26,,0.46,27.91,1.34,,FY 2026,FY 2025,828280.0,109810.0,134170.0,135447.3714749913,12.55,25.407522083598945,20.59840637450199,1.3260963988872088,0.5522831182811495,1.3813658084883842,1.007936557065993,,13.257594050321147,11.156056463761647,15.53311387602523,37.29682420605152,328.17,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Amazon.com Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.73,0.5522831182811495,탈락,PEG매출>1,,2026-09-08
META,Meta Platforms,610.97,2550.0,228250.0,38.08,1570000.0,29.85,25.4,10.44,0.34,0.43,19.06,0.95,-16.32,FY 2026,FY 2025,254190.0,87940.0,80980.0,80071.36193266444,31.16,17.853081646577213,19.607509627727858,0.7404211217370287,3.5041060124402916,0.8386379162103472,2.2983862538878523,,34.59616822062237,41.43902074936558,26.4815644125989,5.595581171950048,754.77,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Meta Platforms Inc,5,"글로벌AI인공지능,글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",1.95,3.5041060124402916,탈락,PEG영익>1,,2026-09-08
LLY,Eli Lilly,1144.97,891.36,79670.0,49.72,1020000.0,102.29,42.24,6.67,0.6,1.62,28.18,1.33,,FY 2026,FY 2025,88180.0,41050.0,31500.0,32703.21493139558,36.71,24.84774665042631,31.189594116044674,0.8838859758625184,0.816150612552006,1.2495394715677342,0.7852944721743842,,46.552506237242,45.56612457809143,35.286897821417604,38.215488215488215,1315.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Eli Lilly & Co,4,"글로벌바이오,나스닥100채권혼합50,미국S&P500,미국나스닥100",11.8,0.816150612552006,탈락,fPER>30,,2026-09-08
MSFT,Microsoft,499.7,7430.0,331840.0,46.78,3710000.0,34.04,26.18,10.06,0.73,0.29,25.3,1.57,-1.12,FY 2027,FY 2026,391080.0,182160.0,146920.0,146632.97978787273,19.75,20.366710584101888,25.30126582278481,1.4172808998367505,1.4590521940301313,1.355053633867441,1.5068700708263736,,46.578705124271245,46.78158148505304,17.8519768563163,17.340891522803403,571.38,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Microsoft Corp,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",7.27,1.4590521940301313,탈락,"PEG매출>1,PEG영익>1",,2026-09-08
AAPL,Apple,319.97,14590.0,466820.0,33.17,4670000.0,148.75,101.57,10.04,0.34,0.78,34.73,3.29,,FY 2026,FY 2025,477710.0,156310.0,129930.0,128728.94333843798,8.82,29.876527413473227,36.27777777777778,2.4528610885458977,2.0751325594726273,2.9109906098763694,2.735342812900984,,32.720688283686755,31.970876585928487,14.789984621299501,17.48214956783165,324.53,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Apple Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.79,2.0751325594726273,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-08
SNDK,Sandisk,1739.99,146.42,20250.0,61.58,254770.0,91.64,102.23,,,0.01,8.13,0.21,,FY 2027,FY 2026,48960.0,38940.0,33400.0,31348.603727607628,214.1,6.542629686697484,8.126996730499767,0.057322077252741306,0.038286229402845526,0.11789748086540656,0.08714778127759608,,79.5343137254902,61.58024691358025,141.77777777777777,212.26944667201283,2125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Sandisk Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.5,0.08714778127759608,통과,,기저효과(2y),2026-09-08
GOOGL,Alphabet,338.46,12230.0,445870.0,33.11,4139999.9999999995,48.68,24.93,10.72,0.26,0.19,25.39,1.93,,FY 2026,FY 2025,498080.0,171640.0,251870.0,251976.5998936359,20.6,24.120251689582844,16.430097087378638,0.6949496336286864,0.4976853821960887,0.7050728085356522,0.9548970798444417,,34.46032765820752,32.03256876179128,23.642140800317748,33.01301921884689,428.07,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",5.01,0.4976853821960887,통과,,비지배괴리,2026-09-08
DELL,Dell Technologies,519.84,646.14,151200.0,9.8,338670.0,,29.05,11.15,0.48,,18.64,0.49,,FY 2027,FY 2026,193530.0,20490.0,15890.0,16860.53324099723,25.88,16.528550512445094,20.086553323029367,0.28511404729300593,0.1488145666752898,0.50545966009441,0.3013129268285596,,10.58750581305224,7.6801127355997885,70.45094239915448,134.97706422018348,564.46,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.99,0.1488145666752898,탈락,ROE<10,,2026-09-08
SNOW,Snowflake,335.68,352.46,5430.0,-22.43,118840.0,-48.06,-15.26,11.3,,1.29,134.11,3.44,,FY 2027,FY 2026,6320.0,919.64,-915.61,785.941372735939,2.22,129.2244791440129,151.2072072072072,4.314937376400789,,4.866577593239543,2.806209820826573,,14.55126582278481,-28.418803418803417,35.04273504273505,,413.29,USD,,기저효과→PEG(영익)1y 산출불가,소프트웨어,Stock Lists Top Stocks Corporate Actions,Snowflake Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",4.06,2.806209820826573,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-08
PLTR,Palantir,174.33,2400.0,6160.0,42.8,418930.0,38.1,363.8,13.16,,0.02,91.59,1.71,,FY 2026,FY 2025,8189.999999999999,4940.0,3910.0,3868.9686227270117,1.61,84.80364372469636,108.27950310559007,1.3075260752373146,0.4325045308183626,1.6635540255624162,1.4199214867111842,,60.31746031746032,31.473214285714285,82.81249999999997,250.354609929078,191.68,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Palantir Technologies Inc,4,"글로벌우주테크&방산,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.69,1.4199214867111842,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(2y),2026-09-08
HOOD,Robinhood,122.11,899.08,4930.0,46.03,109790.0,23.62,7.01,14.16,,2.4,51.01,2.75,,FY 2026,FY 2025,5190.0,2280.0,1890.0,2265.75055278028,2.52,48.15350877192982,48.45634920634921,3.0083316798941806,5.330198412698418,2.3019004876962446,2.5837574926214364,,43.93063583815029,46.75615212527964,16.10738255033557,9.090909090909083,122.51,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Robinhood Markets Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.5,5.330198412698418,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-09-08
INTC,Intel,95.88,5250.0,57030.0,7.82,503380.0,-10.72,3.42,15.18,,0.49,57.56,0.83,,FY 2026,FY 2025,63030.0,9620.0,-11800.0,7927.657488527326,1.51,52.32640332640332,63.496688741721854,3.2964636542239685,,3.9098031622496614,0.5274281574043463,,15.262573377756624,1.7540208136234625,19.262062440870388,937.7562028047464,115.78,USD,,기저효과→PEG(영익)1y 산출불가,반도체,Stock Lists Top Stocks Corporate Actions,Intel Corp,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",3.22,0.5274281574043463,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과(2y),2026-09-08
LITE,Lumentum Holdings,881.27,89.7,3010.0,17.79,79050.0,-240.03,16.03,12.48,,0.36,40.72,0.38,,FY 2027,FY 2026,6280.0,2560.0,1940.0,1941.1099889931577,21.64,30.87890625,40.72412199630314,0.3748611841249922,0.107897392106027,0.5282429050387238,0.4242963743508231,,40.76433121019109,17.813953488372096,108.63787375415282,377.4337933606863,1148.0,USD,,,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Lumentum Holdings Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.88,0.4242963743508231,탈락,"ROE<10,fPER>30",기저효과(2y),2026-09-08
NOW,ServiceNow,141.26,1030.0,14730.0,12.39,146040.0,14.24,10.28,9.11,,0.68,31.18,1.28,-23.18,FY 2026,FY 2025,16219.999999999998,5110.0,1740.0,4207.721931190713,4.07,28.57925636007828,34.7076167076167,1.5677454077454085,0.22320010744448035,1.698984177961161,1.7824580598634758,,31.50431565967941,15.060240963855422,22.138554216867455,155.50000000000003,141.19,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,ServiceNow Inc,4,"글로벌AI인공지능,글로벌소비트렌드,미국S&P500,미국나스닥100",2.79,1.7824580598634758,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(2y),2026-09-08
AMD,Advanced Micro Devices,478.29,1630.0,41310.0,15.82,779620.0,10.2,9.77,17.79,,0.06,43.0,0.65,,FY 2026,FY 2025,50810.0,14340.0,9380.0,12339.215538689918,7.57,54.366806136680616,63.18229854689564,1.3535156596564406,0.22292622317489597,1.07391823442865,0.6831648757652661,,28.22279078921472,10.796766743648961,46.68013856812934,283.4224598930481,613.84,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Advanced Micro Devices Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.74,0.6831648757652661,탈락,"PEG매출>1,fPER>30","기저효과(2y),비지배괴리",2026-09-08
TER,Teradyne,357.04,156.34,4460.0,30.74,55820.0,36.46,38.24,14.02,0.15,0.03,36.61,1.02,,FY 2026,FY 2025,5140.0,1660.0,1410.0,1421.13992829935,9.09,33.626506024096386,39.27832783278328,0.6425531578798906,0.2752907833996818,0.9798744563967126,0.5491917970395654,,32.295719844357976,21.44294670846395,61.12852664576802,142.6794146455565,446.47,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Teradyne Inc,3,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국나스닥100",6.31,0.2752907833996818,탈락,fPER>30,,2026-09-08
