ETF,종목코드,종목명,수량,비중,기준일
글로벌휴머노이드로봇,NVDA,NVIDIA Corp,115,9.66,2026-08-31
글로벌휴머노이드로봇,TSLA,Tesla Inc,53,6.93,2026-08-31
글로벌휴머노이드로봇,TER,Teradyne Inc,47,6.45,2026-08-31
글로벌휴머노이드로봇,HSAI,Hesai Group,265,1.71,2026-08-31
미국나스닥100,NVDA,NVIDIA Corp,230,7.89,2026-08-31
미국나스닥100,SNDK,Sandisk Corp,20,4.47,2026-08-31
미국나스닥100,AMZN,Amazon.com Inc,105,4.05,2026-08-31
미국나스닥100,MSFT,Microsoft Corp,52,3.95,2026-08-31
미국나스닥100,MU,Micron Technology Inc,27,3.8,2026-08-31
미국나스닥100,MRVL,Marvell Technology Inc,104,3.78,2026-08-31
미국나스닥100,SKHY,SK hynix Inc,144,3.5,2026-08-31
미국나스닥100,HOOD,Robinhood Markets Inc,193,3.19,2026-08-31
미국나스닥100,LITE,Lumentum Holdings Inc,22,3.16,2026-08-31
미국나스닥100,COIN,Coinbase Global Inc,108,3.1,2026-08-31
미국나스닥100,INTC,Intel Corp,210,2.91,2026-08-31
미국나스닥100,DELL,Dell Technologies Inc,40,2.84,2026-08-31
미국나스닥100,AMD,Advanced Micro Devices Inc,37,2.65,2026-08-31
미국나스닥100,GOOGL,Alphabet Inc,51,2.61,2026-08-31
미국나스닥100,NBIS,Nebius Group NV,78,2.56,2026-08-31
미국나스닥100,CRDO,Credo Technology Group Holding Ltd,70,2.53,2026-08-31
미국나스닥100,AAOI,Applied Optoelectronics Inc,141,2.4,2026-08-31
미국나스닥100,MSTR,Strategy Inc,109,2.25,2026-08-31
미국나스닥100,BE,Bloom Energy Corp,66,2.16,2026-08-31
미국나스닥100,TSEM,Tower Semiconductor Ltd,65,2.15,2026-08-31
미국나스닥100,GLW,Corning Inc,72,1.66,2026-08-31
미국나스닥100,VRT,Vertiv Holdings Co,40,1.62,2026-08-31
미국나스닥100,AVGO,Broadcom Inc,28,1.57,2026-08-31
미국나스닥100,TSLA,Tesla Inc,29,1.55,2026-08-31
미국나스닥100,CRWV,CoreWeave Inc,118,1.54,2026-08-31
미국나스닥100,SPCX,Space Exploration Technologies Corp,71,1.5,2026-08-31
미국나스닥100,TER,Teradyne Inc,26,1.46,2026-08-31
미국나스닥100,AAPL,Apple Inc,30,1.42,2026-08-31
미국나스닥100,STX,Seagate Technology Holdings PLC,11,1.4,2026-08-31
미국나스닥100,WDC,Western Digital Corp,19,1.32,2026-08-31
미국나스닥100,META,Meta Platforms Inc,15,1.29,2026-08-31
미국나스닥100,PLTR,Palantir Technologies Inc,40,1.12,2026-08-31
미국나스닥100,AMAT,Applied Materials Inc,15,1.09,2026-08-31
미국나스닥100,COST,Costco Wholesale Corp,7,0.98,2026-08-31
미국나스닥100,ARM,ARM Holdings PLC,25,0.96,2026-08-31
미국나스닥100,WMT,Walmart Inc,62,0.96,2026-08-31
미국나스닥100,ALAB,Astera Labs Inc,20,0.92,2026-08-31
미국나스닥100,LLY,Eli Lilly & Co,5,0.89,2026-08-31
미국나스닥100,GEV,GE Vernova Inc,6,0.86,2026-08-31
미국나스닥100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,13,0.84,2026-08-31
미국나스닥100,QCOM,QUALCOMM Inc,32,0.79,2026-08-31
미국나스닥100,RKLB,Rocket Lab Corp,53,0.54,2026-08-31
미국나스닥100,SIMO,Silicon Motion Technology Corp,14,0.54,2026-08-31
미국나스닥100,LRCX,Lam Research Corp,11,0.53,2026-08-31
미국나스닥100,KLAC,KLA Corp,15,0.42,2026-08-31
미국나스닥100,ASML,ASML Holding NV,1,0.26,2026-08-31
미국S&P500,NVDA,NVIDIA Corp,138,6.79,2026-08-31
미국S&P500,GOOGL,Alphabet Inc,69,5.07,2026-08-31
미국S&P500,MSFT,Microsoft Corp,42,4.58,2026-08-31
미국S&P500,AMZN,Amazon.com Inc,59,3.26,2026-08-31
미국S&P500,BRK-B,Berkshire Hathaway Inc,30,3.26,2026-08-31
미국S&P500,AAPL,Apple Inc,48,3.26,2026-08-31
미국S&P500,JNJ,Johnson & Johnson,52,2.98,2026-08-31
미국S&P500,JPM,JPMorgan Chase & Co,39,2.98,2026-08-31
미국S&P500,AVGO,Broadcom Inc,35,2.81,2026-08-31
미국S&P500,CAT,Caterpillar Inc,15,2.65,2026-08-31
미국S&P500,LLY,Eli Lilly & Co,8,2.03,2026-08-31
미국S&P500,CVX,Chevron Corp,46,1.98,2026-08-31
미국S&P500,UNH,UnitedHealth Group Inc,22,1.88,2026-08-31
미국S&P500,DELL,Dell Technologies Inc,18,1.83,2026-08-31
미국S&P500,MRVL,Marvell Technology Inc,35,1.82,2026-08-31
미국S&P500,HOOD,Robinhood Markets Inc,65,1.54,2026-08-31
미국S&P500,NEM,Newmont Corp,51,1.46,2026-08-31
미국S&P500,AMD,Advanced Micro Devices Inc,14,1.44,2026-08-31
미국S&P500,TSM,Taiwan Semiconductor Manufacturing Co Ltd,15,1.38,2026-08-31
미국S&P500,MRK,Merck & Co Inc,42,1.36,2026-08-31
미국S&P500,KO,Coca-Cola Co/The,68,1.31,2026-08-31
미국S&P500,TSLA,Tesla Inc,17,1.3,2026-08-31
미국S&P500,LITE,Lumentum Holdings Inc,6,1.24,2026-08-31
미국S&P500,V,Visa Inc,15,1.23,2026-08-31
미국S&P500,MU,Micron Technology Inc,6,1.21,2026-08-31
미국S&P500,COST,Costco Wholesale Corp,6,1.21,2026-08-31
미국S&P500,PLTR,Palantir Technologies Inc,29,1.16,2026-08-31
