종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),EPS(FY2),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,fwd기준,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
LITE,Lumentum Holdings,830.17,89.7,3010.0,74470.0,-240.03,16.03,12.32,,0.36,38.39,0.31,,FY 2027,FY 2026,6270.0,2570.0,1950.0,1939.4116867629523,21.62,33.01,28.976653696498055,38.39824236817761,0.3545359187982043,,0.5023598327358245,0.4036603252475961,,0.7288586479367869,52.682701202590174,eps,40.98883572567783,17.813953488372096,108.30564784053158,379.2987691160015,1148.0,USD,,기저효과→PEG(영익)fwd 기준,AI·전력인프라,Stock Lists Top Analysts Top Stocks Corporate Actions,Lumentum Holdings Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.9,0.7288586479367869,탈락,"ROE<10,fPER>30",기저효과(fwd),2026-08-25
DELL,Dell Technologies,433.19,646.14,134000.0,279900.0,,23.97,11.16,0.58,,22.68,0.88,,FY 2027,FY 2026,172410.0,15840.0,10990.0,12069.835407096192,18.68,22.36,17.670454545454547,23.190042826552464,0.44725623620295,0.28401288405553016,0.7444031654469321,0.48987334765223645,,1.1771467391304353,19.700214132762305,eps,9.187402122846702,7.6801127355997885,51.84956843403206,81.65137614678899,508.96,USD,,,AI·전력인프라,Stock Lists Top Analysts Top Stocks Corporate Actions,Dell Technologies Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.69,0.28401288405553016,탈락,"ROE<10,이익률<10",,2026-08-25
PLTR,Palantir,175.89,2400.0,6160.0,422670.0,38.1,363.8,12.84,,0.02,92.41,1.72,,FY 2026,FY 2025,8189.999999999999,4940.0,3860.0,3844.857581442948,1.6,2.31,85.56072874493927,109.93124999999999,1.327471698113208,0.4391021600566572,1.6942129313639196,1.4560567825110577,,2.4773239436619723,44.374999999999986,eps,60.31746031746032,31.473214285714285,82.81249999999997,250.354609929078,191.68,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Palantir Technologies Inc,4,"글로벌우주테크&방산,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.27,2.4773239436619723,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(fwd),2026-08-25
WMT,Walmart,106.27,7960.0,735840.0,847460.0,22.31,14.74,7.17,0.93,0.7,35.6,3.81,,FY 2027,FY 2026,752110.0,33730.0,22990.0,22966.827891220477,2.88,3.23,25.124814705010376,36.89930555555556,6.756125481386405,2.8223238069800547,7.439372083074016,3.477376160503726,,3.0362857142857114,12.15277777777779,eps,4.4847163313876965,4.182792080318582,5.461607493409604,13.074086490110638,128.43,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Walmart Inc,4,"글로벌소비트렌드,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.2,2.8223238069800547,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30,전년이익률<5",,2026-08-25
MSTR,Strategy,122.6,384.23,498.35,47120.0,-63.56,-71.75,20.89,,0.15,4.0,,-65.76,FY 2026,FY 2025,499.1,-10980.0,-9160.0,11780.0,-17.44,49.49,,4.0,0.8728486511202563,,1.114839724680102,,,,,,-2199.959927870166,-1139.9115730360622,4.582695974687256,,229.07,USD,,기저효과→PEG(영익)fwd 기준,금융,Stock Lists Top Analysts Top Stocks Corporate Actions,Strategy Inc,4,"글로벌AI인공지능,나스닥100채권혼합50,미국S&P500,미국나스닥100",2.08,,금융,영업이익·PEG 기준 부적합(별도 판단),기저효과(2y),2026-08-25
TER,Teradyne,364.9,156.34,4460.0,57050.0,36.46,38.24,14.1,0.14,0.03,37.41,1.02,,FY 2026,FY 2025,5140.0,1670.0,1400.0,1421.168813373527,9.09,11.55,34.16167664670659,40.14301430143014,0.6566985416490367,0.27849758179870854,1.0127716241859572,0.5671318060456935,,1.4833333333333325,27.06270627062708,eps,32.490272373540854,21.44294670846395,61.12852664576802,144.14133883016825,449.8,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Teradyne Inc,3,"글로벌휴머노이드로봇,나스닥100채권혼합50,미국나스닥100",6.46,0.27849758179870854,탈락,fPER>30,,2026-08-25
MU,Micron Technology,910.43,1130.0,90270.0,1030000.0,66.64,67.64,16.34,0.07,0.06,6.33,0.04,,FY 2026,FY 2025,129720.0,98090.0,82620.0,83039.8822534407,73.4,155.03,10.500560709552452,12.40367847411444,0.050211122088195545,0.013783426124950458,0.08077581883560286,0.037310498198737274,,0.11153129976724241,111.21253405994551,eps,75.61671292013568,26.243980738362758,247.03049759229538,899.8980632008156,1515.0,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Micron Technology Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",3.97,0.11153129976724241,통과,,"기저효과(fwd),비지배괴리",2026-08-25
STX,Seagate Technology,794.65,226.64,12200.0,180100.0,371.53,85.92,15.61,0.37,1.8,22.21,0.33,,FY 2027,FY 2026,18780.0,9880.0,8420.0,8109.202793682754,35.78,55.37,18.228744939271255,22.209334823923978,0.4117840195317212,0.1662751970003512,0.5109803398216866,0.25090102963167954,,0.4056406329760083,54.751257685858,eps,52.609158679446224,34.67213114754099,53.93442622950819,133.56973995271866,1125.0,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Seagate Technology Holdings PLC,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.97,0.1662751970003512,통과,,,2026-08-25
WDC,Western Digital,435.38,360.54,12920.0,156970.0,130.85,52.9,16.42,0.14,0.13,21.67,0.31,,FY 2027,FY 2026,19190.0,9400.0,7750.0,7243.160687215765,20.09,31.75,16.698936170212765,21.671478347436537,0.4465637962502074,0.21035418186295843,0.509450863415174,0.28418995483404835,,0.37339622641509435,58.038825286212045,eps,48.98384575299635,35.8359133126935,48.529411764705884,103.02375809935205,664.92,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,Western Digital Corp,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.63,0.21035418186295843,통과,,,2026-08-25
AAOI,Applied Optoelectronics,107.63,84.91,595.97,9140.0,-5.45,-5.58,24.31,,0.18,46.77,,,FY 2026,FY 2025,1040.0,47.9,2.8,57.745981603642115,0.68,4.6,190.8141962421712,158.27941176470586,1.2345295668072116,,1.1178150986858209,,,0.27456632653061225,576.470588235294,eps,4.605769230769231,-11.98104099008163,128.2103045729834,,163.4,USD,,기저효과→PEG(영익)fwd 기준,AI·전력인프라,Stock Lists Top Stocks Corporate Actions,Applied Optoelectronics Inc,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.23,0.27456632653061225,탈락,"PEG매출>1,ROE<10,이익률<10,fPER>30,전년이익률<5","기저효과(fwd),비지배괴리",2026-08-25
COIN,Coinbase,179.48,263.84,6040.0,47350.0,-7.85,4.06,20.06,,0.51,156.0,10.27,-43.89,FY 2026,FY 2025,5360.0,-141.51,-813.59,303.52564102564105,-2.07,2.88,,156.0,,,,,,,,,-2.640111940298507,21.511627906976745,-22.093023255813947,,194.97,USD,,,금융,Stock Lists Top Stocks Corporate Actions,Coinbase Global Inc,3,"글로벌AI인공지능,나스닥100채권혼합50,미국나스닥100",3.09,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-25
AVGO,Broadcom,358.76,4760.0,75470.0,1710000.0,37.28,24.22,12.07,0.72,0.74,22.73,0.48,,FY 2026,FY 2025,106070.0,70910.0,44160.0,55433.4373954733,11.63,19.5,24.11507544775067,30.84780739466896,0.46725140219189193,0.1826350877856804,0.47649732520764876,0.44646919688244585,,0.4558576874205846,67.66981943250214,eps,66.8520788158763,41.27406479887306,66.01972139614962,168.904057641259,526.3,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,Broadcom Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",2.81,0.4558576874205846,탈락,fPER>30,"기저효과(fwd),비지배괴리",2026-08-25
BE,Bloom Energy,204.02,294.53,3110.0,60090.0,22.21,22.93,24.25,,1.72,58.56,,,FY 2026,FY 2025,4130.0,651.4,653.23,798.1761592000784,2.71,4.89,92.24746699416642,75.28413284132841,0.7207296129833336,,0.9062666666740247,0.4899478003339165,,0.9358715596330275,80.44280442804428,eps,15.772397094430993,4.379702970297029,104.45544554455446,636.2947891940771,275.08,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Bloom Energy Corp,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",2.02,0.9358715596330275,탈락,"fPER>30,전년이익률<5",기저효과(fwd),2026-08-25
MRVL,Marvell Technology,229.29,876.93,8720.0,201070.0,16.03,6.87,16.26,0.1,0.29,50.24,1.35,,FY 2027,FY 2026,11560.0,4280.0,1680.0,3560.3131405643503,4.06,6.25,46.978971962616825,56.475369458128085,1.372502302261332,,1.3027527846333826,1.1681085338296544,,1.0469863013698628,53.94088669950741,eps,37.0242214532872,16.361416361416364,41.14774114774116,219.40298507462686,266.36,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Marvell Technology Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",1.84,1.0469863013698628,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(fwd),2026-08-25
VRT,Vertiv Holdings Co,254.97,384.99,11480.0,98160.0,43.94,37.58,15.2,0.1,0.7,32.63,0.86,,FY 2026,FY 2025,14020.0,3320.0,2320.0,2583.259206965525,6.71,9.1,29.566265060240966,37.99850968703428,1.02565898178987,0.5084307634180643,1.1445728322083077,0.8051211556499067,,1.0668200836820085,35.618479880774956,eps,23.680456490727533,18.57282502443793,37.04789833822091,74.73684210526316,338.15,USD,,,AI·전력인프라,Stock Lists Top Analysts Top Stocks Corporate Actions,Vertiv Holdings Co,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",1.6,0.5084307634180643,탈락,"PEG매출>1,fPER>30",,2026-08-25
COST,Costco,969.39,443.48,293590.0,430800.0,29.15,38.44,8.84,0.61,0.25,44.33,4.1,,FY 2026,FY 2025,301570.0,11650.0,9150.0,9145.817472843746,20.58,22.66,36.97854077253219,47.10349854227405,4.923952502383409,3.849876495029961,5.326771668457556,4.077734819094186,,4.660528846153843,10.106899902818277,eps,3.8631163577278906,3.7712541781717777,9.566196773724744,12.235067437379566,1077.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Costco Wholesale Corp,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",1.24,3.849876495029961,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30,전년이익률<5",,2026-08-25
AMAT,Applied Materials,484.19,793.6,30840.0,384250.0,41.07,35.64,12.96,0.44,0.29,27.45,0.89,,FY 2026,FY 2025,34220.0,11330.0,10540.0,10150.059893843325,12.79,18.39,33.914386584289495,37.85691946833464,1.8358988125071005,1.1424198038139284,1.384903184051241,0.9530418778296844,,0.8646249999999995,43.78420641125882,eps,33.10929281122151,29.996475149806134,20.620373634120547,33.13748531139835,641.03,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Applied Materials Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",1.12,1.1424198038139284,탈락,"PEG매출>1,PEG영익>1,fPER>30",비지배괴리,2026-08-25
GEV,GE Vernova,942.1,266.33,41370.0,250910.0,82.58,41.4,9.79,0.21,0.28,43.99,1.14,,FY 2026,FY 2025,46210.0,4680.0,8380.0,4040.234263878569,15.17,25.14,53.613247863247864,62.10283454185893,2.904490062664091,0.523228605982591,3.533031105068567,2.723252285444549,,0.9449348044132397,65.72181938035597,eps,10.127677991776672,5.621224060940373,21.381665353296555,118.69158878504673,1239.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,GE Vernova Inc,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",1.04,0.523228605982591,탈락,"PEG매출>1,fPER>30",비지배괴리,2026-08-25
LRCX,Lam Research,310.17,1250.0,23230.0,388120.0,65.07,70.07,14.38,0.34,0.33,32.79,1.23,,FY 2027,FY 2026,34760.0,13820.0,11760.0,11837.428506947803,9.46,11.56,28.083936324167873,32.78752642706131,0.6605847692113048,0.4783945137044533,1.0376344556371324,0.8009747025673511,,1.4770000000000008,22.19873150105707,eps,39.758342922899885,35.29918209212226,49.63409384416701,68.53658536585365,368.94,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Lam Research Corp,3,"나스닥100채권혼합50,미국S&P500,미국나스닥100",0.55,0.4783945137044533,탈락,fPER>30,,2026-08-25
JNJ,Johnson & Johnson,273.03,2410.0,97930.0,658000.0,25.74,19.92,5.26,1.96,0.58,24.31,2.99,,FY 2026,FY 2025,101120.0,32310.000000000004,21970.0,26630.40691499103,11.05,12.31,20.365212008666045,24.70859728506787,3.3583012673600896,1.0879220175850108,3.311559008814276,3.627444547676103,,2.166904761904761,11.4027149321267,eps,31.952136075949372,27.95413525852001,7.357468945747958,22.71173566274214,272.5,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Johnson & Johnson,2,"글로벌바이오,미국S&P500",6.49,1.0879220175850108,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
MRK,Merck & Co.,150.66,2470.0,66570.0,371700.0,6.96,14.05,4.94,2.26,1.28,17.48,2.56,,FY 2026,FY 2025,67140.0,12020.0,3260.0,6784.647550776584,2.75,9.54,30.923460898502494,54.78545454545454,16.721138028169083,,13.785107700632281,17.84026279868111,,0.22188512518409426,246.90909090909088,eps,17.90288948465892,37.640363021073675,3.276419012459608,-50.87862689006948,147.77,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Merck & Co Inc,2,"글로벌바이오,미국S&P500",6.0,,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30",비지배괴리,2026-08-25
ABT,Abbott Laboratories,116.39,1730.0,46590.0,201880.0,10.58,7.51,6.65,2.16,0.63,20.12,2.33,-12.01,FY 2026,FY 2025,50300.0,11720.0,6230.0,9574.513274336283,5.52,6.06,17.225255972696246,21.085144927536234,1.5656691367465354,0.6717124741200828,1.9113574596797958,2.487699912213507,,2.155370370370371,9.782608695652172,eps,23.30019880715706,20.121813670200766,13.46717798330701,31.390134529147986,119.4,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Abbott Laboratories,2,"글로벌바이오,미국S&P500",3.66,0.6717124741200828,탈락,PEG매출>1,,2026-08-25
SNOW,Snowflake,322.78,346.6,5030.0,111880.0,-54.87,-16.48,11.21,,1.43,152.21,4.87,,FY 2027,FY 2026,6090.0,824.52,-988.15,672.4307577916848,1.94,2.71,135.69106874302625,166.38144329896906,5.522447905242377,,5.973753317922891,3.5219489808733146,,4.191948051948052,39.69072164948453,eps,13.538916256157634,-28.418803418803417,30.12820512820513,,321.35,USD,,기저효과→PEG(영익)fwd 기준,소프트웨어,Stock Lists Top Stocks Corporate Actions,Snowflake Inc,2,"글로벌AI인공지능,미국S&P500",3.07,4.191948051948052,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-25
CRDO,CRDO,222.61,186.48,1340.0,41510.0,34.41,73.1,22.01,,0.01,36.19,0.8,,FY 2027,FY 2026,2460.0,1240.0,1010.0,1146.7881047571987,6.15,9.12,33.475806451612904,36.19674796747967,0.43306823461091754,0.20261782931871003,0.5489037601173403,0.5805166352377112,,0.7495286195286199,48.292682926829244,eps,50.40650406504065,33.20970149253731,83.5820895522388,178.64542369834388,283.23,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Credo Technology Group Holding Ltd,2,"나스닥100채권혼합50,미국나스닥100",2.98,0.7495286195286199,탈락,fPER>30,기저효과(fwd),2026-08-25
MELI,MercadoLibre,1947.73,50.7,35180.0,98750.0,27.5,14.2,10.25,,1.69,46.25,1.63,-19.86,FY 2026,FY 2025,41670.0,2900.0,1990.0,1989.976793498072,39.25,56.72,34.05172413793103,49.62369426751592,1.121775060554409,,1.3894963474513262,2.4832857801112893,,1.1148998282770464,44.509554140127385,eps,6.959443244540436,11.076497057805469,44.2367601246106,-9.375,2257.0,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,MercadoLibre Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.84,,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30",,2026-08-25
RKLB,Rocket Lab,68.28,598.46,769.15,40860.0,-7.92,-5.51,18.67,,0.04,2707.87,,,FY 2026,FY 2025,953.34,-94.95,-166.88,15.089350670453161,-0.05,0.05,,2707.87,46.3559243898276,,53.803154007452875,,,,,,-9.959720561394676,-38.0259222333001,58.414755732801616,,112.94,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Rocket Lab Corp,2,"글로벌우주테크&방산,미국나스닥100",1.67,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-25
GLW,Corning,145.55,861.39,16960.0,125380.0,16.81,11.27,10.05,0.77,0.71,39.31,1.29,,FY 2026,FY 2025,19220.0,4140.0,2270.0,2816.850566815527,3.27,4.32,30.285024154589372,44.510703363914374,1.9378893971531528,0.5673891857378096,2.12059399493884,1.4390445166982533,,1.386190476190476,32.11009174311927,eps,21.54006243496358,14.843250159948818,22.968650031989757,78.44827586206897,191.4,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Corning Inc,2,"나스닥100채권혼합50,미국나스닥100",1.64,0.5673891857378096,탈락,"PEG매출>1,fPER>30",,2026-08-25
CRWV,CoreWeave,86.25,551.54,7590.0,47570.0,-43.6,-0.34,,,10.27,,,-8.23,FY 2026,FY 2025,12890.0,1040.0,-2870.0,,-3.94,-1.87,45.74038461538461,,,,,,,,,,8.068269976726144,-0.3313840155945419,151.2670565302144,,144.46,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,CoreWeave Inc,2,"나스닥100채권혼합50,미국나스닥100",1.58,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-25
SPCX,SpaceX,135.0,13570.0,23040.0,1830000.0,,,,,0.31,104.05,,,FY 2026,FY 2025,44630.0,5160.0,1440.0,1220.0,0.09,1.6,354.6511627906977,1500.0,10.787750385208014,,10.894842652629206,,,0.8940397350993378,1677.7777777777778,eps,11.561729778176115,-11.033743974290305,139.04659882163898,,213.5,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Space Exploration Technologies Corp,2,"나스닥100채권혼합50,미국나스닥100",1.48,0.8940397350993378,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5","기저효과(fwd),비지배괴리",2026-08-25
KO,The Coca-Cola Company,92.04,4300.0,50130.0,395790.0,42.05,20.1,5.81,2.31,1.16,27.06,3.66,,FY 2026,FY 2025,49720.0,16120.000000000002,14280.0,14190.645371577573,3.3,3.53,24.552729528535977,27.890909090909094,7.511742594484183,3.8458748957464484,14.362477148729662,3.2912472662880816,,4.001739130434789,6.969696969696959,eps,32.42156074014482,31.351689612015022,3.7129745515227297,7.252162341982715,94.7,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Coca-Cola Co/The,2,"나스닥100채권혼합50,미국S&P500",1.37,3.8458748957464484,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
QCOM,QUALCOMM,158.53,1070.0,44070.0,169320.0,33.75,25.56,12.6,2.32,0.55,17.1,4.6,,FY 2026,FY 2025,42950.0,13200.0,13750.0,11236.020942408375,10.52,10.2,12.827272727272728,15.06939163498099,,2.3050587945359804,23.488181873550204,,,,-3.041825095057038,eps,30.73341094295693,27.981029810298104,-3.0036133694670286,6.537530266343827,193.1,USD,,,반도체,Stock Lists Top Stocks Corporate Actions,QUALCOMM Inc,2,"글로벌AI인공지능,미국나스닥100",1.17,2.3050587945359804,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
EBAY,eBay,106.97,445.0,12010.0,47650.0,46.61,28.48,10.58,1.16,1.53,17.07,1.39,,FY 2026,FY 2025,12510.0,3410.0,2009.9999999999998,2730.620734785454,6.13,6.73,13.973607038123166,17.450244698205548,1.373742667731075,0.4326948430269335,1.8126882658682646,1.6750860767869604,,1.7828333333333308,9.78792822185972,eps,27.258193445243805,21.891891891891895,12.702702702702705,40.32921810699588,116.15,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,eBay Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.12,0.4326948430269335,탈락,PEG매출>1,,2026-08-25
PEP,PepsiCo,145.19,1360.0,96900.0,197460.0,51.51,19.38,5.29,4.09,2.39,16.6,3.28,-3.32,FY 2026,FY 2025,98950.0,15900.0,10810.0,11641.694331565535,8.56,8.98,12.418867924528302,16.96144859813084,3.1736830016383086,2.7617663043478227,4.101219893674408,3.370015713694606,,3.4569047619047595,4.90654205607477,eps,16.068721576553816,15.948046417544981,5.34440540828276,6.141522029372504,155.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,PepsiCo Inc,2,"나스닥100채권혼합50,미국S&P500",1.06,2.7617663043478227,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
ALAB,Astera Labs,277.53,173.49,1200.0,48150.0,25.83,62.97,25.37,,0.03,49.46,0.94,,FY 2026,FY 2025,1910.0,759.07,588.06,699.1838720138364,4.03,6.39,63.43288497767004,68.86600496277914,0.5551962250552555,,0.7947787405525271,0.7974737400350864,,1.1759745762711866,58.56079404466499,eps,39.74188481675393,20.341806153449145,124.0390367494399,337.7061469265368,389.95,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Astera Labs Inc,2,"나스닥100채권혼합50,미국나스닥100",0.87,1.1759745762711866,탈락,"PEG영익>1,fPER>30","기저효과(fwd),비지배괴리",2026-08-25
CSCO,Cisco Systems,110.23,3940.0,63330.0,434460.0,27.32,20.65,9.4,1.52,0.59,21.5,1.47,,FY 2027,FY 2026,73020.0,25550.0,16010.000000000002,20219.357706613446,5.13,5.55,17.00430528375734,21.487329434697855,1.404326700824991,0.36546631142102376,2.051650135598563,1.6260260713404546,,2.6245238095238133,8.187134502923964,eps,34.99041358531909,25.406600347386703,15.300805305542386,58.794282162834065,136.27,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Cisco Systems Inc,2,"나스닥100채권혼합50,미국S&P500",0.7,0.36546631142102376,탈락,PEG매출>1,,2026-08-25
SIMO,Silicon Motion Technology,243.18,33.91,1310.0,8250.0,31.57,19.24,13.56,0.82,0.07,17.21,0.32,,FY 2026,FY 2025,1870.0,472.0,428.29,377.9299284480632,11.14,15.87,17.478813559322035,21.8294434470377,0.1963977975761147,0.053594348171637836,0.3325404098202693,0.1958961795349471,,0.5141226215644823,42.45960502692996,eps,25.240641711229944,10.50551584747581,111.14912548129578,407.3086844368014,349.27,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Silicon Motion Technology Corp,2,"나스닥100채권혼합50,미국나스닥100",0.55,0.5141226215644823,통과,,기저효과(fwd),2026-08-25
RTX,RTX Corporation,209.22,1350.0,93500.0,281980.0,12.27,9.4,5.59,1.4,0.57,28.37,2.61,,FY 2026,FY 2025,96140.0,12830.0,8290.0,9757.839594685021,7.24,7.86,21.978176149649258,28.897790055248617,3.395681961399239,1.2120692509003064,3.653534612033434,2.451952760421442,,3.3745161290322554,8.563535911602216,eps,13.345121697524442,11.693002257336344,8.510158013544022,23.841698841698843,234.82,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,RTX Corp,1,글로벌우주테크&방산,9.03,1.2120692509003064,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
GE,GE Aerospace,341.84,1040.0,50640.0,354680.0,48.23,31.03,11.34,0.55,1.13,40.72,2.35,,FY 2026,FY 2025,50290.0,10910.0,9030.0,8207.110929089633,7.91,9.08,32.5096241979835,43.21618204804045,4.473801599826492,2.8649608798281365,4.24205191386308,2.2286210391661587,,2.921709401709403,14.7914032869785,eps,21.694173792006364,20.671609245529872,9.659834278238112,15.084388185654007,404.9,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Electric Co,1,글로벌우주테크&방산,8.36,2.8649608798281365,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-25
MOG-A,Moog Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Moog Inc,1,글로벌우주테크&방산,6.37,,보류,컨센서스 없음,,2026-08-25
MRNA,Moderna,138.89,399.24,2230.0,55450.0,-39.0,-75.99,9.04,,0.19,,,,FY 2026,FY 2025,2110.0,-3500.0,-3380.0,,-8.62,-4.58,,,,,,,,,,,-165.87677725118485,-158.24742268041237,8.762886597938135,,95.67,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Moderna Inc,1,글로벌바이오,5.95,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-25
TMO,Thermo Fisher,628.74,369.75,46340.0,232470.0,13.52,8.84,8.02,0.3,0.81,23.95,2.65,,FY 2026,FY 2025,47860.0,11230.0,7440.0,9287.855711422846,25.12,27.51,20.70080142475512,25.029458598726116,3.3797353792704126,0.729081093677179,3.9939585044950916,2.58671559716868,,2.6307112970711324,9.514331210191074,eps,23.464270789803592,18.761220825852785,7.405745062836622,34.33014354066985,631.42,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Thermo Fisher Scientific Inc,1,글로벌바이오,5.34,0.729081093677179,탈락,PEG매출>1,,2026-08-25
HWM,Howmet Aerospace,263.29,398.8,9120.0,105000.0,34.73,22.99,10.58,0.21,0.81,45.11,1.49,,FY 2026,FY 2025,10090.0,2960.0,2200.0,2129.5909453454365,5.34,6.41,35.472972972972975,49.30524344569289,2.210697056668294,1.2239301608283764,2.7686715506337443,1.622191456221054,,2.460654205607475,20.037453183520615,eps,29.33597621407334,25.575757575757574,22.30303030303031,40.28436018957346,337.13,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Howmet Aerospace Inc,1,글로벌우주테크&방산,4.86,1.2239301608283764,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-25
GD,General Dynamics,383.77,270.15,54860.0,103680.0,17.8,14.6,5.8,1.66,0.35,21.87,2.32,,FY 2026,FY 2025,55920.0,5880.0,4660.0,4592.750866404357,17.0,18.55,17.632653061224488,22.57470588235294,3.5201803979752184,2.6598892583120217,4.070765773122766,2.357905510505278,,2.4759354838709644,9.117647058823541,eps,10.515021459227468,10.313986679352997,6.412940057088479,8.487084870848705,420.02,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Dynamics Corp,1,글로벌우주테크&방산,4.75,2.6598892583120217,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
