종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),EPS(FY2),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,fwd기준,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
BIIB,Biogen,218.14,147.75,10030.0,32229.999999999996,4.58,8.86,4.66,,0.44,16.51,4.1,,FY 2026,FY 2025,10440.0,2510.0,953.07,1833.5669753369393,12.41,16.54,12.840637450199202,17.577759871071716,3.1608008204527156,,4.601671386037104,4.349452316805181,,0.5281840193704601,33.27961321514907,eps,24.042145593869733,28.816986855409503,5.56117290192113,-11.929824561403512,235.57,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Biogen Inc,1,글로벌바이오,4.19,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-25
LMT,Lockheed Martin,564.15,230.79,77010.0,130199.99999999999,89.16,27.42,4.82,2.45,2.34,18.22,0.95,,FY 2026,FY 2025,80960.0,9680.0,7040.0,7034.469555969157,30.48,32.72,13.450413223140494,18.508858267716533,2.3504057749443743,0.4809550903023737,2.7973581284381823,0.791233558501125,,2.5185267857142875,7.349081364829391,eps,11.956521739130435,9.313790806129248,7.874750166555633,38.48354792560802,632.95,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Lockheed Martin Corp,1,글로벌우주테크&방산,4.15,0.4809550903023737,탈락,PEG매출>1,,2026-08-25
NVS,Novartis AG,158.02,1900.0,56690.0,300520.0,30.35,18.78,6.32,1.95,1.17,17.13,,,FY 2026,FY 2025,57650.0,21800.0,13950.0,16716.68649538033,8.79,9.82,13.78532110091743,17.977246871444827,10.395618165354856,1.224901301169055,4.479370496858428,3.9315837273901804,,1.5341747572815523,11.717861205915824,eps,37.8143972246314,33.545085583200986,1.729310040585852,14.676486059968429,157.15,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Novartis AG,1,글로벌바이오,4.04,1.224901301169055,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
NOC,Northrop Grumman,549.28,142.06,42890.0,78030.0,26.96,15.02,3.59,1.8,0.95,18.77,3.34,-7.29,FY 2026,FY 2025,44060.0,4640.0,4140.0,4118.2815685988935,28.99,30.44,16.816810344827587,18.947223180407036,3.7669953195169383,,3.233683979767387,2.525798383147191,,3.7881379310344756,5.001724732666446,eps,10.53109396277803,12.753277711561385,5.029797377830758,-13.271028037383182,647.14,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Northrop Grumman Corp,1,글로벌우주테크&방산,3.98,,탈락,"PEG매출>1,PEG영익>1",,2026-08-25
GILD,Gilead Sciences,146.5,1240.0,30460.0,181950.0,-20.68,34.37,5.71,2.24,2.23,16.06,2.58,,FY 2026,FY 2025,30690.0,3210.0,-4270.0,11329.389788293898,-0.42,9.89,56.6822429906542,16.06,3.782451199999997,,2.978844952803101,1.5808896545936595,,,,,10.459433040078201,40.14945652173913,4.245923913043481,-72.84263959390863,157.41,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Gilead Sciences Inc,1,글로벌바이오,3.41,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-25
LHX,L3Harris Technologies,262.83,186.21,22930.0,48940.0,9.34,8.1,6.55,1.9,0.53,21.2,1.06,-4.69,FY 2026,FY 2025,23620.0,3810.0,2280.0,2234.448122360461,12.0,13.46,12.84514435695538,21.9025,2.737186714285712,0.6238893939393941,2.9739324543239936,1.8250260989767442,,1.8002054794520526,12.166666666666682,eps,16.13039796782388,12.894375857338819,8.001828989483318,35.106382978723396,341.73,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,L3Harris Technologies Inc,1,글로벌우주테크&방산,3.41,0.6238893939393941,탈락,"PEG매출>1,ROE<10",,2026-08-25
NTRA,Natera,327.72,144.14,2710.0,47240.0,-12.54,-10.18,12.52,,0.13,,,,FY 2026,FY 2025,2910.0,-221.97,-192.94,,-1.39,-0.09,,,,,,,,,,,-7.627835051546391,-13.416017316017317,25.974025974025984,,336.74,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Natera Inc,1,글로벌바이오,3.36,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-25
RVTY,Revvity,123.0,111.59,2910.0,13730.0,3.21,4.39,8.66,0.23,0.46,21.77,2.12,,FY 2026,FY 2025,2850.0,818.28,283.13,597.19918699187,5.35,5.89,16.779097619396783,22.990654205607477,,0.2616869807264512,9.506904345668499,2.9137881567625956,,2.2777777777777755,10.093457943925245,eps,28.711578947368423,15.23041958041958,-0.34965034965035446,87.85555223949126,121.07,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Revvity Inc,1,글로벌바이오,3.32,0.2616869807264512,탈락,"PEG매출>1,ROE<10",,2026-08-25
BRK-B,Berkshire Hathaway Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Berkshire Hathaway Inc,1,미국S&P500,3.24,,보류,컨센서스 없음,,2026-08-25
GOOG,Alphabet,344.4,12230.0,445870.0,4240000.0,48.68,24.93,10.79,0.26,0.19,25.61,,,FY 2026,FY 2025,497860.0,171650.0,251980.0,253488.96631823463,20.59,14.81,24.701427323041074,16.726566294317628,0.7091275485164084,0.5065468468948007,0.7296328546526684,0.981134746932288,,,-28.071879553181155,eps,34.4775639738079,32.03256876179128,23.587528547314072,33.02076875387478,422.34,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,1,글로벌AI인공지능,3.23,0.5065468468948007,통과,,비지배괴리,2026-08-25
DIS,Disney,110.54,1730.0,98860.0,190990.0,8.01,7.11,10.15,1.36,0.39,14.84,2.39,-6.94,FY 2026,FY 2025,101450.0,19450.0,9900.0,11904.478921657317,6.89,7.44,9.819537275064267,16.043541364296082,2.1581077080206237,0.4217416004159176,2.685449716960609,1.3357819115889884,,2.0098181818181793,7.982583454281578,eps,19.17200591424347,14.921105580853542,7.434078153129309,38.04116394606103,127.72,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Walt Disney Co/The,1,글로벌소비트렌드,3.2,0.4217416004159176,탈락,"PEG매출>1,ROE<10",,2026-08-25
