ETF,종목코드,종목명,수량,비중,기준일
Korea플러스배당,000660,SK하이닉스,63,18.65,2026-08-25
Korea플러스배당,005930,삼성전자,369,16.8,2026-08-25
Korea플러스배당,005830,DB손해보험,165,5.28,2026-08-25
Korea플러스배당,138040,메리츠금융지주,200,4.09,2026-08-25
Korea플러스배당,017670,SK텔레콤,200,3.63,2026-08-25
Korea플러스배당,316140,우리금융지주,595,3.37,2026-08-25
Korea플러스배당,034730,SK,33,3.21,2026-08-25
Korea플러스배당,086790,하나금융지주,130,2.97,2026-08-25
Korea플러스배당,071050,한국금융지주,89,2.89,2026-08-25
Korea플러스배당,105560,KB금융,99,2.86,2026-08-25
Korea플러스배당,039490,키움증권,60,2.84,2026-08-25
Korea플러스배당,032830,삼성생명,49,2.48,2026-08-25
Korea플러스배당,003230,삼양식품,9,2.24,2026-08-25
Korea플러스배당,024110,기업은행,603,2.16,2026-08-25
Korea플러스배당,005380,현대차,29,2.13,2026-08-25
Korea플러스배당,402340,SK스퀘어,10,1.91,2026-08-25
Korea플러스배당,006800,미래에셋증권,299,1.84,2026-08-25
Korea플러스배당,138930,BNK금융지주,646,1.64,2026-08-25
Korea플러스배당,009150,삼성전기,7,1.64,2026-08-25
Korea플러스배당,003530,한화투자증권,1798,1.55,2026-08-25
Korea플러스배당,016360,삼성증권,100,1.54,2026-08-25
Korea플러스배당,033780,KT&G,50,1.54,2026-08-25
Korea플러스배당,005940,NH투자증권,325,1.49,2026-08-25
Korea플러스배당,028260,삼성물산,21,1.36,2026-08-25
Korea플러스배당,000810,삼성화재,11,1.24,2026-08-25
Korea플러스배당,003470,유안타증권,1494,1.21,2026-08-25
Korea플러스배당,004370,농심,14,1.13,2026-08-25
Korea플러스배당,175330,JB금융지주,231,1.12,2026-08-25
Korea플러스배당,055550,신한지주,60,1.1,2026-08-25
Korea플러스배당,005387,현대차2우B,29,1.0,2026-08-25
Korea플러스배당,000150,두산,4,0.77,2026-08-25
Korea플러스배당,139130,iM금융지주,136,0.41,2026-08-25
Korea플러스배당,030200,KT,40,0.37,2026-08-25
코스피,005930,삼성전자,2718,27.95,2026-08-25
코스피,000660,SK하이닉스,340,22.73,2026-08-25
코스피,006400,삼성SDI,213,4.39,2026-08-25
코스피,105560,KB금융,590,3.85,2026-08-25
코스피,003230,삼양식품,55,3.09,2026-08-25
코스피,009150,삼성전기,50,2.64,2026-08-25
코스피,402340,SK스퀘어,54,2.33,2026-08-25
코스피,278470,에이피알,140,2.29,2026-08-25
코스피,017670,SK텔레콤,520,2.13,2026-08-25
코스피,032830,삼성생명,150,1.71,2026-08-25
코스피,373220,LG에너지솔루션,100,1.45,2026-08-25
코스피,071050,한국금융지주,190,1.39,2026-08-25
코스피,055550,신한지주,335,1.38,2026-08-25
코스피,192820,코스맥스,120,1.37,2026-08-25
코스피,006360,GS건설,1009,1.37,2026-08-25
코스피,005490,POSCO홀딩스,100,1.31,2026-08-25
코스피,000810,삼성화재,50,1.27,2026-08-25
코스피,012450,한화에어로스페이스,28,1.24,2026-08-25
코스피,207940,삼성바이오로직스,18,1.13,2026-08-25
코스피,034730,SK,51,1.12,2026-08-25
코스피,000150,두산,25,1.09,2026-08-25
코스피,035420,NAVER,121,1.08,2026-08-25
코스피,005380,현대차,65,1.08,2026-08-25
코스피,005830,DB손해보험,149,1.08,2026-08-25
코스피,028260,삼성물산,70,1.02,2026-08-25
