종목코드,기업,현재가,시총(억),네이버업종,순이익(E),영업이익(E),fPOR,fPER,fPER(사이트),PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(매출)3y,PEG(영익)3y,영업이익률(E),ROE(E),매출증가율1y,영익증가율1y,배당수익률,추정연도,전년영업이익률,전년도,비고,보유ETF수,보유ETF,최대비중,섹터1,섹터2,종목명,유효PEG,Type,탈락조건,플래그,기준일
241710,코스메카코리아,137300.0,14663.64,화장품,860.0,1144.0,12.817867132867132,17.05074418604651,19.86,0.5407136045936274,0.4607563558365319,0.6361898818487024,0.45318657081432023,0.7952838143026497,0.5249449619463044,13.570581257413997,25.87,31.533780621001718,37.0059880239521,0.56,2026.12(E),13.028553596504915,2025.12,,1,K컬처,5.66,화장품·뷰티,ODM,코스메카코리아,0.4607563558365319,통과,,,2026-08-23
263750,펄어비스,32200.0,20235.73902,게임엔터테인먼트,3444.0,4064.0,4.979266491141733,5.87565012195122,5.93,0.04800307675051097,,0.10860545610943981,,0.16986062892247292,,49.98155208461444,35.68,122.40153172866522,,,2026.12(E),-4.048140043763676,2025.12,기저효과→PEG(영익)1y 산출불가,1,K컬처,5.16,엔터·게임·콘텐츠,게임,펄어비스,,탈락,"PEG영익>1,전년이익률<5",기저효과,2026-08-23
128940,한미약품,415500.0,53229.667605,제약,2258.0,2979.0,17.868300639476335,23.57381204827281,25.87,2.7183661806782533,1.5155433281907067,3.9011615208222725,1.3560953185947895,5.755562695190034,2.2418410831141524,17.714217755842302,15.25,8.672051696284333,15.554693560899914,0.44,2026.12(E),16.65912762520194,2025.12,,1,K바이오,5.02,바이오·헬스케어,제약,한미약품,1.5155433281907067,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
336260,두산퓨얼셀,37000.0,24232.67862,에너지장비및서비스,-899.0,-715.0,,,-33.68,,,,,,,-14.32865731462926,-27.78,9.718557607739676,,,2026.12(E),-23.240985048372913,2025.12,기저효과→PEG(영익)1y 산출불가,1,K신재생에너지,5.01,2차전지·에너지,수소,두산퓨얼셀,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
036930,주성엔지니어링,168600.0,78367.170006,반도체와반도체장비,487.0,559.0,140.19171736314848,160.91821356468174,160.34,12.78703042315771,2.047455318932739,,,22.647774734075792,6.542412257229176,15.980560320182963,7.97,12.584486643064041,78.59424920127796,0.19,2026.12(E),10.074026392018023,2025.12,,1,코스닥,4.89,반도체,전공정 장비,주성엔지니어링,2.047455318932739,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30",,2026-08-23
022100,포스코DX,19510.0,29661.9756279,IT서비스,,,,,,,,,,,,,,,,0.43,2026.12(E),5.617559523809524,2025.12,,1,K신재생에너지,4.66,로봇·산업재,산업자동화·IT,포스코DX,,보류,컨센서스 없음,,2026-08-23
222800,심텍,99700.0,37351.539207,전자장비와기기,1902.0,2454.0,15.220676123471883,19.6380332318612,20.02,0.4176931495305099,,0.6595952248644367,,0.7614521464507297,,11.83334940688591,28.16,47.01545441656032,1962.18487394958,0.2,2026.12(E),0.8436126471005245,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,4.49,반도체,기판·PCB,심텍,,탈락,"PEG영익>1,전년이익률<5",기저효과,2026-08-23
119850,지엔씨에너지,48250.0,7937.0,전기장비,485.0,425.0,18.67529411764706,16.364948453608246,19.03,0.9970847944124195,,1.0085275437837569,1.0365210489968422,0.7281407801194376,0.2875313953052185,13.902518809290154,,16.412795125666403,-13.967611336032393,0.49,2026.12(E),18.81188118811881,2025.12,,1,코스닥,4.48,AI·전력인프라,발전설비,지엔씨에너지,,탈락,"PEG영익>1,ROE<10",,2026-08-23
095610,테스,132900.0,25729.44,반도체와반도체장비,1060.0,1042.0,24.692360844529748,24.273056603773583,24.05,0.6917427088948789,0.3023669551073519,0.5985974802780673,0.37624339549929325,0.5077948583338362,,21.96921779464474,24.24,35.08971802905154,80.27681660899655,1.91,2026.12(E),16.462546283110225,2025.12,,1,코스닥,4.44,반도체,전공정 장비,테스,0.3023669551073519,통과,,,2026-08-23
041510,에스엠,71300.0,16323.91397,방송과엔터테인먼트,1306.0,1887.0,8.650722824589295,12.499168430321593,13.42,1.7155692743907534,4.012890917103241,0.9723425009020379,0.2658220241589498,1.321171983781444,0.6768918290310549,14.970249900833002,11.66,7.285726444803808,3.1147540983606614,1.2,2026.12(E),15.5757936845689,2025.12,,1,K컬처,4.42,엔터·게임·콘텐츠,엔터,에스엠,4.012890917103241,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
100090,SK오션플랜트,13030.0,8141.0,에너지장비및서비스,366.0,578.0,14.084775086505191,22.243169398907103,22.26,,,,1.2644300611692507,,,8.907381722915703,4.41,-32.784338098197644,-2.857142857142858,,2026.12(E),6.163248394447897,2025.12,,1,K신재생에너지,4.34,2차전지·에너지,풍력,SK오션플랜트,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10",,2026-08-23
352820,하이브,167900.0,72376.377644,방송과엔터테인먼트,1995.0,2847.0,25.421980205128204,36.278886037092725,38.42,0.433374296126277,,0.7733620553007943,1.4874604817623371,1.1799340052192582,,5.848157429850869,5.6,83.71259292803501,477.4847870182556,0.15,2026.12(E),1.8604475640590212,2025.12,기저효과→PEG(영익)1y 산출불가,1,K컬처,4.21,엔터·게임·콘텐츠,엔터,하이브,1.4874604817623371,탈락,"PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
068760,셀트리온제약,41550.0,18449.168946,제약,,,,,,,,,,,,,,,,0.34,2026.12(E),10.458612975391498,2025.12,,1,K바이오,4.02,바이오·헬스케어,바이오시밀러·CDMO,셀트리온제약,,보류,컨센서스 없음,,2026-08-23
009540,HD한국조선해양,348500.0,246644.30926,조선,49578.0,60721.0,4.061927656988521,4.974874122796402,6.45,0.337849450036276,0.08961245623020185,0.31171366740031825,0.047035319819071456,0.2881414286353349,0.027932199034673602,17.68183128572635,26.64,14.72512127002792,55.515430913049045,3.02,2026.12(E),13.044044739620219,2025.12,,1,K신재생에너지,3.94,조선·방산·우주,조선,HD한국조선해양,0.08961245623020185,통과,,,2026-08-23
009420,한올바이오파마,56500.0,29515.96047,제약,-29.0,27.0,1093.1837211111113,,-1017.79,,,,,,,1.5854374633000587,-1.81,9.72938144329898,,,2026.12(E),-0.5798969072164949,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,3.9,바이오·헬스케어,신약·플랫폼,한올바이오파마,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
475830,오름테라퓨틱,62000.0,13466.1458,제약,,,,,,,,,,,,,,,,,2026.12(E),,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,3.59,바이오·헬스케어,신약·플랫폼,오름테라퓨틱,,보류,컨센서스 없음,기저효과,2026-08-23
000100,유한양행,82300.0,65549.975623,제약,1516.0,1300.0,50.423058171538464,43.23877019986808,38.96,5.909118432439477,1.7633310972133696,6.62321426384045,0.8024837491889732,5.355529779588498,1.3670008885568357,5.539930111650899,6.99,7.31729625903228,24.521072796934874,0.53,2026.12(E),4.774535809018567,2025.12,,1,K바이오,3.52,바이오·헬스케어,제약,유한양행,1.7633310972133696,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",,2026-08-23
122870,와이지엔터테인먼트,39100.0,7308.0,방송과엔터테인먼트,609.0,774.0,9.44186046511628,12.0,14.9,0.7462713797035345,1.4026229508196737,0.37831924677780193,,3.323923917430558,,12.225556784078345,9.18,16.079941327466084,8.555399719495082,0.43,2026.12(E),13.072973964063072,2025.12,,1,K컬처,3.49,엔터·게임·콘텐츠,엔터,와이지엔터테인먼트,1.4026229508196737,탈락,"PEG영익>1,ROE<10",,2026-08-23
006730,서부T&D,10200.0,6556.0,"호텔,레스토랑,레저",563.0,863.0,7.59675550405562,11.644760213143872,14.81,0.4934119387241678,0.5116416518650088,0.38494529774591746,0.3416246689406889,0.5303973807858379,0.3596273533200022,28.119908765070058,4.12,23.600483286347163,22.759601706970134,0.76,2026.12(E),28.312525171163916,2025.12,,1,K컬처,3.48,지주·소재,부동산,서부T&D,0.5116416518650088,탈락,ROE<10,,2026-08-23
277810,레인보우로보틱스,454000.0,88075.35532,기계,100.0,120.0,733.9612943333334,880.7535532,880.75,8.139213052607047,,9.594176802949246,,13.185469686942591,,16.901408450704224,7.22,108.21114369501466,,,2026.12(E),-7.331378299120235,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,3.47,로봇·산업재,로봇,레인보우로보틱스,,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-08-23
058610,에스피지,95500.0,21179.3788,전기제품,184.0,225.0,94.13057244444444,115.10531956521739,122.42,19.375117091347192,4.479098304820414,,3.265357895815806,,9.564120037320745,6.2154696132596685,6.5,5.9408838162130495,25.698324022346377,0.31,2026.12(E),5.238513315774071,2025.12,,1,코스닥,3.23,로봇·산업재,로봇,에스피지,4.479098304820414,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",,2026-08-23
000270,기아,130900.0,511050.614382,자동차,85351.0,102549.0,4.983477307257994,5.987634759780201,5.98,0.5859395402503415,0.46189961856526696,0.7297434941048229,,0.7464520681792322,,8.151437782978075,13.3,10.218861074338825,12.963064958526571,5.58,2026.12(E),7.953415471579425,2025.12,,1,K신재생에너지,3.13,자동차,완성차,기아,0.46189961856526696,탈락,이익률<10,,2026-08-23
108490,로보티즈,254000.0,37239.01112,기계,-3.0,-5.0,,,-5791.51,,,,,,,-0.764525993883792,-0.2,68.12339331619538,,,2026.12(E),8.483290488431876,2025.12,,1,코스닥,2.69,로봇·산업재,로봇,로보티즈,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",,2026-08-23
475150,SK이터닉스,51300.0,17476.373052,에너지장비및서비스,291.0,659.0,26.519534221547797,60.05626478350515,59.82,1.367042249145194,2.4674279329657147,2.0528688048235866,1.8542723334834166,,,11.873873873873872,10.13,43.93153526970954,24.33962264150944,,2026.12(E),13.7448132780083,2025.12,,1,K신재생에너지,2.67,2차전지·에너지,신재생 발전,SK이터닉스,2.4674279329657147,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
403870,HPSP,44900.0,36952.7,반도체와반도체장비,1202.0,1386.0,26.66139971139971,30.74267886855241,30.81,0.7035031010925354,0.5675085893804642,1.801366729187031,1.4304031120889809,2.661766649673056,2.3048994953220623,55.75221238938053,34.6,43.69942196531791,54.17130144605118,1.49,2026.12(E),51.96531791907515,2025.12,,1,코스닥,2.55,반도체,전공정 장비,HPSP,0.5675085893804642,탈락,fPER>30,,2026-08-23
096770,SK이노베이션,124800.0,210977.879424,석유와가스,31126.0,84274.0,2.5034753236348104,6.778187991518346,7.48,0.2318811077156037,,0.37238293651950466,0.017526074673007676,0.6568844172227452,0.1055937586196012,8.121409648667168,11.95,29.231307622661618,1778.1814129708046,,2026.12(E),0.5588067166400361,2025.12,기저효과→PEG(영익)1y 산출불가,1,K이노베이션,2.5,2차전지·에너지,정유·배터리,SK이노베이션,0.017526074673007676,탈락,"이익률<10,전년이익률<5",기저효과,2026-08-23
086520,에코프로,81700.0,110929.116184,화학,,,,,,,,,,,,,,,,0.17,2026.12(E),6.264283621447407,2025.12,,1,코스닥,2.45,2차전지·에너지,소재,에코프로,,보류,컨센서스 없음,,2026-08-23
456160,지투지바이오,37400.0,6219.0,제약,,,,,,,,,,,,,,,,,2026.12(E),-3050.0,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,2.4,바이오·헬스케어,신약·플랫폼,지투지바이오,,보류,컨센서스 없음,기저효과,2026-08-23
035900,JYP Ent.,38800.0,13786.606896,방송과엔터테인먼트,1200.0,1529.0,9.0167474793983,11.48883908,11.43,42.92125836296193,,0.6749796197909813,1.2533153583735102,0.8633129204257022,,18.55357359543745,18.08,0.2676724662367791,-1.4819587628865927,1.21,2026.12(E),18.883075799975664,2025.12,,1,K컬처,2.3,엔터·게임·콘텐츠,엔터,JYP Ent.,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
214150,클래시스,32150.0,20973.2643685,건강관리장비와용품,1521.0,1935.0,10.838896314470285,13.789128447403025,13.57,0.44698541492640415,1.0272599620641722,0.3974161335872216,0.5358509004960735,0.3967586552982674,0.4712932323325767,43.907420013614704,26.09,30.84916864608076,13.423212192262612,1.83,2026.12(E),50.65320665083135,2025.12,,1,K컬처,2.25,바이오·헬스케어,미용의료·의료기기,클래시스,1.0272599620641722,탈락,PEG영익>1,,2026-08-23
0126Z0,삼성에피스홀딩스,360000.0,89578.9764,제약,2366.0,2468.0,36.29618168557536,37.860936770921384,37.86,0.05933747064284504,,,,,,13.285245195672069,3.93,638.0611839491457,,,2026.12(E),-25.26817640047676,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,2.19,바이오·헬스케어,바이오시밀러·CDMO,삼성에피스홀딩스,,탈락,"PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-08-23
024110,기업은행,20000.0,159485.1738,은행,28113.0,37151.0,4.292890468628031,5.6730044392274035,5.71,,3.4854176517713626,,3.398269933596788,,2.1213034342819905,,7.51,,1.6276397855345293,5.0,2026.12(E),12.51180811302931,2025.12,,1,Korea플러스배당,2.1,금융,은행,기업은행,3.4854176517713626,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
240810,원익IPS,107900.0,52961.529179,반도체와반도체장비,2160.0,1839.0,28.799091451332245,24.519226471759257,24.31,0.6613576117404852,0.16435230823032093,0.8424513182195112,0.07746452835238768,1.1251136991233202,,14.746211210007218,20.28,37.07408221587163,149.18699186991867,0.29,2026.12(E),8.111672895141789,2025.12,,1,코스닥,2.06,반도체,전공정 장비,원익IPS,0.16435230823032093,통과,,,2026-08-23
089970,브이엠,58100.0,15295.850465,반도체와반도체장비,800.0,922.0,16.58985950650759,19.11981308125,19.06,0.1659195317868089,0.06996435305287038,0.17340190506115258,,0.14862004197247444,,29.665379665379664,37.15,115.23545706371192,273.2793522267206,,2026.12(E),17.105263157894736,2025.12,,1,코스닥,1.89,반도체,전공정 장비,브이엠,,탈락,PEG영익>1,기저효과,2026-08-23
001040,CJ,121300.0,35391.698574,복합기업,7741.0,25276.0,1.4002096286595982,4.571980180080093,12.31,0.8683136235698166,,1.0887991529071561,,0.9839386235908444,0.6160714105636367,5.333704725971319,6.6,5.265355806907346,-0.003956165684215751,1.92,2026.12(E),5.6147653869050265,2025.12,,1,K컬처,1.88,지주·소재,지주,CJ,,탈락,"PEG영익>1,ROE<10,이익률<10",비지배괴리,2026-08-23
420770,기가비스,105300.0,13347.573174,반도체와반도체장비,328.0,313.0,42.64400375079872,40.69382065243902,48.74,0.47918116903096736,0.25645584890339174,0.4390682693119661,,20.68937362307738,,32.30134158926729,12.32,84.92366412213741,158.67768595041323,2.54,2026.12(E),23.091603053435115,2025.12,,1,코스닥,1.88,반도체,검사·계측,기가비스,,탈락,"PEG영익>1,fPER>30",기저효과,2026-08-23
067310,하나마이크론,35000.0,23271.80415,반도체와반도체장비,2730.0,3827.0,6.080952221060883,8.524470384615384,10.59,0.14441810045438713,0.042689210514328814,0.2148425730735644,0.09546206085750417,0.23616368874392438,0.09723435269342162,15.68378345149789,42.71,59.02632950990616,199.68676585747843,0.27,2026.12(E),8.322471324296142,2025.12,,1,코스닥,1.85,반도체,테스트·후공정,하나마이크론,0.09546206085750417,통과,,기저효과,2026-08-23
462870,시프트업,31800.0,18679.92102,게임엔터테인먼트,1374.0,1066.0,17.523378067542215,13.59528458515284,13.6,,,,,1.6170629710316373,,49.62756052141527,13.95,-27.062818336162987,-41.2348401323043,,2026.12(E),61.59592529711375,2025.12,,1,K컬처,1.83,엔터·게임·콘텐츠,게임,시프트업,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
083650,비에이치아이,56500.0,17483.571875,에너지장비및서비스,949.0,1396.0,12.524048621060173,18.42315266069547,18.42,0.3710997261161688,0.2169965719005473,0.26628702693720324,0.12082632006296047,0.3950437474319851,0.16766726870277193,12.051104972375692,41.69,49.6447487404728,84.90066225165562,,2026.12(E),9.753261852473841,2025.12,,1,K신재생에너지,1.8,AI·전력인프라,발전설비,비에이치아이,0.2169965719005473,통과,,,2026-08-23
095340,ISC,154300.0,32707.060494,반도체와반도체장비,891.0,1020.0,32.06574558235294,36.70826093602694,36.71,0.8748007638650577,0.5265313800131787,1.0846523748395687,0.7213225676748686,1.1980015015657914,0.32765292321366013,32.629558541266796,15.39,41.96185286103542,69.7171381031614,0.77,2026.12(E),27.293369663941867,2025.12,,1,코스닥,1.77,반도체,테스트·후공정,ISC,0.5265313800131787,탈락,fPER>30,,2026-08-23
039200,오스코텍,36700.0,14040.750592,제약,220.0,220.0,63.8215936,63.8215936,63.82,,,1.315308946606509,,0.4352821444956621,,29.333333333333332,11.45,-24.849699398797597,-57.77351247600768,,2026.12(E),52.204408817635276,2025.12,,1,K바이오,1.73,바이오·헬스케어,신약·플랫폼,오스코텍,,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
084370,유진테크,128500.0,29447.11397,반도체와반도체장비,1450.0,1023.0,28.785057644183773,20.308354462068966,20.71,0.4752182076194227,0.20749840428635682,0.9398502036333426,0.693374481272196,0.9302473108011414,0.3303824195120645,20.46,26.87,42.73479874393378,97.87234042553192,0.31,2026.12(E),14.75877819012275,2025.12,,1,코스닥,1.73,반도체,전공정 장비,유진테크,0.20749840428635682,통과,,,2026-08-23
059090,미코,17250.0,5764.0,반도체와반도체장비,,,,,,,,,,,,,,,,,2026.12(E),10.337768679631525,2025.12,,1,코스닥,1.71,반도체,소재·부품,미코,,보류,컨센서스 없음,,2026-08-23
035760,CJ ENM,31800.0,6973.0,방송과엔터테인먼트,374.0,1324.0,5.266616314199395,18.644385026737968,14.37,8.77448166084202,,159.98863621030262,1.4843715609511772,2.970683236331347,,2.524982836219391,1.73,2.1248417567435895,-0.3762227238525262,,2026.12(E),2.588372772421852,2025.12,기저효과→PEG(영익)1y 산출불가,1,K컬처,1.68,엔터·게임·콘텐츠,미디어·콘텐츠,CJ ENM,1.4843715609511772,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,전년이익률<5",기저효과,2026-08-23
347700,스피어,23450.0,12088.794389,우주항공과국방,180.0,142.0,85.13235485211268,67.15996882777777,25.7,0.36814753554676344,1.198344541828976,0.8631424253878077,,0.15210060421290206,,5.2592592592592595,50.93,182.42677824267784,56.043956043956044,,2026.12(E),9.518828451882845,2025.12,,1,코스닥,1.68,AI·전력인프라,데이터센터 부품,스피어,1.198344541828976,탈락,"PEG영익>1,이익률<10,fPER>30",비지배괴리,2026-08-23
016360,삼성증권,92000.0,82156.0,증권,17062.0,23353.0,3.518006251873421,4.815144766146993,4.78,0.044324507050453814,0.06903079048341412,0.09295387124478532,0.12294140048927216,0.14558830360195332,0.10331333226156263,7.525457592162929,19.93,108.63391578536898,69.75357999563857,5.3,2026.12(E),9.249087327466231,2025.12,,1,Korea플러스배당,1.62,금융,증권,삼성증권,0.06903079048341412,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
131970,두산테스나,76900.0,14862.646022,반도체와반도체장비,369.0,423.0,35.136279011820335,40.27817350135501,40.37,3.1547775585210807,,,7.1346930650744005,102.71836110183517,,12.343157280420193,8.13,12.767357683448498,,0.3,2026.12(E),-0.29615004935834155,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.62,반도체,테스트·후공정,두산테스나,7.1346930650744005,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-08-23
138930,BNK금융지주,14310.0,44407.7984223,은행,8114.0,10035.0,4.425291322600897,5.472984769817599,5.6,,0.4901253325113436,,0.7778122227911711,,0.7022594962947345,,7.22,,11.166500498504494,4.63,2026.12(E),8.891406057621277,2025.12,,1,Korea플러스배당,1.61,금융,은행,BNK금융지주,0.4901253325113436,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
161580,필옵틱스,26400.0,6189.0,전자장비와기기,,,,,,,,,,,,,,,,,2026.12(E),-33.75241779497099,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.61,반도체,기판·PCB,필옵틱스,,보류,컨센서스 없음,기저효과,2026-08-23
440110,파두,61900.0,31018.725713,반도체와반도체장비,490.0,880.0,35.24855194659091,63.3035218632653,63.28,0.19970110686806808,,0.32033756912055195,,0.4012798536204074,,22.839345964183753,109.5,316.991341991342,,,2026.12(E),-70.88744588744589,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.54,반도체,팹리스,파두,,탈락,"PEG영익>1,fPER>30,전년이익률<5",기저효과,2026-08-23
192080,더블유게임즈,59400.0,12577.039992,게임엔터테인먼트,2560.0,2831.0,4.442613914517838,4.912906246875,6.4,0.2979613485362521,0.22358539998033086,0.32633844728215217,0.7341411753157243,0.380012548882553,0.49643953376049443,33.75864536131648,15.41,16.488401166828726,21.97328737613098,2.24,2026.12(E),32.240588970690375,2025.12,,1,K이노베이션,1.53,엔터·게임·콘텐츠,게임,더블유게임즈,0.22358539998033086,통과,,,2026-08-23
267260,HD현대일렉트릭,718000.0,258818.4293,전기장비,9552.0,12331.0,20.989248990349523,27.095731710636514,27.08,1.784294390856202,1.1340782914884995,1.4315327351587497,0.7576161716249706,1.3384495338125435,0.4706655630234251,26.241753564588212,40.5,15.185684520161779,23.892293780769624,0.92,2026.12(E),24.39759774482167,2025.12,,1,코리아밸류업,1.52,AI·전력인프라,변압기·전력기기,HD현대일렉트릭,1.1340782914884995,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
005940,NH투자증권,26100.0,96362.793405,증권,17090.0,23433.0,4.112268740878249,5.638548473083675,5.77,0.03448838509495946,0.08681176938184315,0.06288541842296108,0.09204246278050075,0.10939128431274475,0.11796472917762013,6.491962964809921,16.94,163.4912292227843,64.9514289736731,6.16,2026.12(E),10.370175707538563,2025.12,,1,Korea플러스배당,1.51,금융,증권,NH투자증권,0.08681176938184315,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
003530,한화투자증권,4870.0,10448.4766425,증권,,,,,,,,,,,,,,,,,2026.12(E),4.772830091126479,2025.12,,1,Korea플러스배당,1.49,금융,증권,한화투자증권,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-23
397030,에이프릴바이오,19840.0,5458.0,제약,,,,,,,,,,,,,,,,,2026.12(E),-331.8181818181818,2025.12,기저효과→PEG(영익)1y 산출불가,1,K바이오,1.49,바이오·헬스케어,신약·플랫폼,에이프릴바이오,,보류,컨센서스 없음,기저효과,2026-08-23
064290,인텍플러스,32100.0,4159.0,반도체와반도체장비,60.0,64.0,64.984375,69.31666666666666,85.27,3.6189748062015514,,5.36074739401247,,5.468789963912947,,5.981308411214954,10.09,19.153674832962132,,,2026.12(E),-4.120267260579064,2025.12,기저효과→PEG(영익)1y 산출불가,1,코스닥,1.43,반도체,검사·계측,인텍플러스,,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
031980,피에스케이홀딩스,107500.0,23179.574625,반도체와반도체장비,1386.0,1086.0,21.343991367403316,16.724079816017316,16.73,0.518696087428119,0.3487350734362702,1.294072533366679,1.5520629825970478,0.3922734064229251,0.28329800111390896,39.519650655021834,24.67,32.24254090471608,47.956403269754766,2.33,2026.12(E),35.322425409047156,2025.12,,1,코스닥,1.42,반도체,후공정 장비,피에스케이홀딩스,0.3487350734362702,통과,,,2026-08-23
006360,GS건설,33250.0,28455.845425,건설,1848.0,4156.0,6.84693104547642,15.398184753787879,18.83,,,,0.7494295415597191,,,3.801300637513606,3.11,-12.186051741725102,-5.070808588396525,2.54,2026.12(E),3.5163811313783606,2025.12,,1,코스피,1.41,로봇·산업재,플랜트·건설,GS건설,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,전년이익률<5",,2026-08-23
171090,선익시스템,64900.0,6573.0,디스플레이장비및부품,854.0,940.0,6.992553191489361,7.69672131147541,8.18,,,0.07998914851162192,0.03142218930785827,0.0845923077382385,,21.62410858063032,40.09,-15.723148507173324,-15.695067264573993,1.9,2026.12(E),21.61690577743311,2025.12,,1,코스닥,1.41,반도체,전자부품,선익시스템,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
458870,씨어스,20900.0,7954.0,건강관리기술,540.0,565.0,14.07787610619469,14.72962962962963,14.76,0.087758732774802,0.05972461765247835,0.049225496570662594,,0.047814130881167996,,43.76452362509682,77.85,167.84232365145226,246.62576687116564,,2026.12(E),33.81742738589212,2025.12,,1,K바이오,1.37,바이오·헬스케어,미용의료·의료기기,씨어스,,탈락,PEG영익>1,기저효과,2026-08-23
010140,삼성중공업,20200.0,177760.0,조선,9276.0,13875.0,12.811531531531532,19.163432514014662,18.91,0.9425944775275091,0.31453857821403847,1.3930220327764113,0.2897608046419037,1.1298396755407383,0.23606606654113307,10.826986703289844,20.28,20.33051643192487,60.92553931802367,,2026.12(E),8.095774647887325,2025.12,,1,K신재생에너지,1.35,조선·방산·우주,조선,삼성중공업,0.31453857821403847,통과,,,2026-08-23
140860,파크시스템스,259500.0,18171.407055,전자장비와기기,470.0,514.0,35.35293201361868,38.66256820212766,38.72,2.331092088667872,1.7734351936193335,2.2740855638613606,2.4871369039574054,2.1132828322455577,1.678647197777374,21.443471005423444,17.58,16.585603112840474,21.800947867298582,0.24,2026.12(E),20.525291828793772,2025.12,,1,코스닥,1.33,반도체,검사·계측,파크시스템스,1.7734351936193335,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
247540,에코프로비엠,105600.0,103308.938304,전기제품,288.0,826.0,125.07135387893462,358.71159133333333,693.02,128.8105339885768,,,,,,3.174359171438453,0.87,2.784800126402276,-42.35868806699232,0.07,2026.12(E),5.660451888133986,2025.12,,1,코스닥,1.32,2차전지·에너지,소재,에코프로비엠,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30",비지배괴리,2026-08-23
082920,비츠로셀,30500.0,13767.540485,전기제품,786.0,940.0,14.646319664893616,17.515954815521628,17.56,0.556618119693243,0.491439541990141,0.7572439495056278,0.5065355162654294,0.7978047301137371,0.4920105084640647,29.411764705882355,21.6,31.46853146853146,35.642135642135656,1.48,2026.12(E),28.50678733031674,2025.12,,1,코스닥,1.31,2차전지·에너지,셀,비츠로셀,0.491439541990141,통과,,,2026-08-23
010060,OCI홀딩스,265000.0,49476.1148,화학,2454.0,3544.0,13.96052900677201,20.161415973920132,30.7,0.9722870899336199,,2.961883401118548,0.23211681501226958,1.3020475423164983,,8.684146042636609,4.03,20.736072897251567,,0.87,2026.12(E),-1.7040915949232274,2025.12,기저효과→PEG(영익)1y 산출불가,1,K신재생에너지,1.28,2차전지·에너지,태양광,OCI홀딩스,0.23211681501226958,탈락,"ROE<10,이익률<10,전년이익률<5","기저효과,비지배괴리",2026-08-23
319660,피에스케이,122200.0,35397.324508,반도체와반도체장비,1592.0,1862.0,19.010378360902255,22.234500319095478,22.23,0.45708694001305994,0.201407705039913,0.7252815166742271,0.4540113685413583,0.9063778509603297,0.4361176911669869,27.398469688051797,26.11,48.64391951006124,110.39548022598868,1.84,2026.12(E),19.35695538057743,2025.12,,1,코스닥,1.26,반도체,전공정 장비,피에스케이,0.201407705039913,통과,,,2026-08-23
